chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr10	78239511	78239523	0.03429	0.80482	0.82731	0.81088	0.00658	0.0	0.05403	0.82396	0.68784	0.00256	0.0	0.0	0.02947	0.01389	0.02761	0.0	0.00439	0.93001	0.0087	0.0	0.87516	0.02685	0.0	0.0	0.02424	0.00556	0.03635	0.0	0.0	0.02718	0.05245
chr22	28360091	28360187	0.0125	0.0161	0.0	0.01449	0.0	0.0	0.0123	0.00689	0.01805	0.0	0.0	0.0	0.01847	0.00794	0.8935	0.0	0.0	0.09742	0.01386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01607	0.0	0.0	0.0	0.0098
chr3	170877519	170877719	0.00488	0.0	0.00725	0.0	0.0	0.0	0.01889	0.0	0.0041	0.0	0.00741	0.0	0.0061	0.0049	0.00476	0.0	0.00565	0.11211	0.04633	0.90054	0.00641	0.0	0.04409	0.01235	0.0	0.0	0.0	0.00855	0.0	0.0	0.00327
chr4	20637093	20637295	0.0	0.02357	0.00556	0.02174	0.0	0.04512	0.0176	0.01571	0.03391	0.89352	0.0	0.01564	0.01129	0.0	0.01663	0.00513	0.00606	0.27046	0.00517	0.0	0.12645	0.03701	0.0	0.02917	0.00758	0.04006	0.02262	0.0	0.09346	0.02116	0.01093
chr3	124733560	124734281	0.00225	0.00526	0.0	0.00682	0.00338	0.0	0.00667	0.00158	0.00062	0.00097	0.0	0.0	0.00087	0.92504	0.00214	0.00216	0.00216	0.21878	0.0	0.0	0.01475	0.0	0.00362	0.01314	0.0	0.00305	0.0	0.0	0.00647	0.00271	0.00481
chr17	3486383	3486766	0.01822	0.01101	0.00427	0.01255	0.0	0.0	0.01121	0.00137	0.0085	0.00152	0.00901	0.0	0.00179	0.01803	0.0	0.79637	0.12668	0.20568	0.0	0.0	0.00391	0.00457	0.0068	0.0	0.0	0.0	0.0	0.797	0.0	0.01076	0.02146
chr18	13182043	13182242	0.21513	0.04373	0.0	0.0	0.0	0.05682	0.03362	0.013	0.04482	0.14419	0.0	0.0	0.84066	0.00641	0.00941	0.15611	0.2505	0.17909	0.0	0.0	0.04033	0.11265	0.09623	0.10206	0.03164	0.11773	0.05593	0.0	0.04209	0.22012	0.00794
chr11	92114413	92114466	0.01155	0.0	0.0	0.01515	0.00962	0.0	0.08859	0.01144	0.01046	0.004	0.0625	0.0	0.00529	0.0	0.0	0.00758	0.22576	0.29164	0.03892	0.0	0.02977	0.0	0.0	0.0	0.0	0.08353	0.01943	0.0	0.99394	0.96008	0.00972
chr3	22913380	22913571	0.09719	0.02639	0.01936	0.03175	0.0	0.02056	0.08227	0.02275	0.04893	0.04454	0.9375	0.14255	0.03344	0.01852	0.05693	0.00775	0.01333	0.36752	0.0	0.04618	0.1133	0.04012	0.0	0.07778	0.01885	0.02158	0.0125	0.0098	0.01333	0.05628	0.15925
chr11	36476280	36476331	0.0	0.0	0.0	0.0	0.15282	0.0	0.04049	0.0016	0.0	0.0	0.0	1.0	0.00358	0.00641	0.0	0.0	0.21709	0.0714	0.02365	0.02083	0.0	0.0	0.0	0.0	0.0	0.0	0.04362	0.0	0.0748	0.0068	0.0
chr18	45846605	45846642	0.07307	0.06729	0.067	0.04254	0.88517	0.30174	0.02906	0.03181	0.04302	0.04807	0.0	0.0	0.00397	0.2677	0.01488	0.02121	0.01149	0.27085	0.02366	0.01667	0.04514	0.0	0.04167	0.01587	0.01389	0.08642	0.07409	0.0	0.09998	0.02083	0.00667
chr4	3104552	3104591	0.05503	0.0	0.0	0.0119	0.0319	0.01389	0.10791	0.01869	0.00683	0.03587	0.0303	0.0275	0.16089	0.03298	0.13559	0.24861	0.11723	0.12864	0.30105	0.03941	0.05933	0.90238	0.91784	0.92967	0.0125	0.04604	0.0764	0.0	0.02266	0.0311	0.04516
chr4	30939522	30939561	0.00556	0.04507	0.07309	0.02941	0.03547	0.0	0.03063	0.04718	0.07927	0.29584	0.0	0.0	0.0	0.0	0.16221	0.0	0.00901	0.25943	0.0	0.01042	0.12944	0.0	0.0	0.0	0.0	0.0051	0.89232	0.0	0.24372	0.0475	0.00758
chr22	43157324	43157432	0.02353	0.27591	0.02778	0.0	0.0	0.0	0.00894	0.01935	0.00625	0.0	0.01961	0.0	0.0164	0.0	0.0	0.0	0.80222	0.05258	0.0	0.0	0.01786	0.0	0.0	0.0	0.0	0.10401	0.0	0.0	0.25516	0.08597	0.0221
chr2	165699349	165699371	0.85514	0.02222	0.0	0.0119	0.0	0.03175	0.00878	0.0	0.01122	0.0	0.09425	0.0	0.01183	0.0	0.0	0.0	0.0	0.0419	0.00823	0.0	0.01571	0.0	0.0	0.01667	0.0	0.32609	0.0	0.0	0.00741	0.00667	0.21352
chr1	19343635	19343834	0.01048	0.00588	0.0	0.04505	0.17896	0.10278	0.18531	0.01112	0.02003	0.0	0.0	0.0	0.0	0.0168	0.0	0.00901	0.01806	0.17812	0.0058	0.10397	0.9718	0.05438	0.00775	0.14537	0.96414	0.00947	0.0	0.0	0.02745	0.02839	0.28949
chr6	144137383	144137445	0.0469	0.10027	0.01075	0.0	0.0	0.01389	0.09037	0.01892	0.05442	0.0	0.0	0.0	0.08907	0.0	0.0	0.01149	0.0	0.99074	0.03046	0.10606	0.025	0.0	0.0	0.0	0.03129	0.01768	0.0	0.0	0.01042	0.14113	0.00617
chr6	15526617	15526995	0.02335	0.24328	0.00366	0.05082	0.00658	0.00546	0.05003	0.0093	0.00915	0.03041	0.83479	0.16225	0.00195	0.02523	0.00227	0.0	0.0	0.11301	0.04151	0.00325	0.0	0.12728	0.16871	0.01879	0.09513	0.00236	0.0	0.75142	0.0	0.00344	0.95027
chr4	141731253	141731371	0.01917	0.85629	0.00813	0.06111	0.0	0.0	0.01681	0.07507	0.04397	0.0	0.0	0.0	0.01156	0.0	0.00725	0.0	0.0	0.20254	0.00476	0.0	0.0	0.0	0.0	0.02222	0.01389	0.0	0.0	0.02083	0.0	0.01626	0.0
chr8	144104925	144105056	0.0	0.0	0.0	0.0	0.7625	0.15333	0.01804	0.00152	0.001	0.0	0.0101	0.0	0.02559	0.0	0.01085	0.01755	0.04613	0.23657	0.72373	0.03686	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.04167	0.05098	0.0
