chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr7	37382207	37382350	0.02323	1.0	1.0	0.99167	0.00862	0.0068	0.05393	0.9669	0.99884	0.00659	0.0202	0.0	0.01857	0.02645	0.02309	0.0	0.0	1.0	0.02072	0.04447	0.03907	0.01279	0.01235	0.01042	0.0	0.0	0.0	0.0	0.00469	0.06579	0.00505
chr1	118165982	118166863	0.0	0.00569	0.00813	0.0	0.0	0.0	0.00822	0.01888	0.00074	0.00064	0.00306	0.0	0.0564	0.0123	0.0	0.00302	0.0	0.01166	0.00131	0.00182	0.91328	0.00457	0.00601	0.00813	0.02285	0.0	0.0	0.0	0.00198	0.0039	0.0
chr1	43445942	43446063	0.0	0.00909	0.01905	0.00725	0.00962	0.02091	0.01372	0.03227	0.00784	0.98849	0.0	0.0	0.06322	0.0	0.07663	0.02118	0.0	0.08359	0.00323	0.0	0.02112	0.00833	0.0119	0.02183	0.02597	0.0061	1.0	0.01111	0.0	0.00606	0.0
chr19	45792169	45792444	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.00225	0.00166	0.00322	0.0	0.0	0.00148	0.0	0.95337	0.0	0.0	0.20225	0.0511	0.00641	0.0	0.0	0.00694	0.02679	0.0	0.0	0.0	0.0	0.00483	0.00521	0.02233
chr17	78862340	78862556	0.0	0.0	0.0	0.0	0.03576	0.0101	0.01341	0.00586	0.00812	0.0	0.0	0.00725	0.00332	0.92575	0.00198	0.0	0.00546	0.12282	0.02438	0.00521	0.08834	0.0	0.01391	0.0	0.02173	0.00439	0.0	0.00513	0.0	0.01389	0.01776
chr6	3070673	3070765	0.03811	0.01082	0.00709	0.0	0.0061	0.0098	0.00598	0.0	0.00413	0.00303	0.0	0.0	0.00227	0.0	0.0	0.00775	0.0	0.03838	0.00196	0.00556	0.03095	0.0068	0.0	0.01111	0.0	0.00472	0.0	0.85164	0.0	0.03282	0.01933
chr2	7134753	7135009	0.0	0.0	0.0	0.0	0.0	0.0	0.01612	0.00443	0.0	0.0	0.01449	0.0	0.00795	0.00538	0.00505	0.0	0.0	0.0226	0.05276	0.91456	0.00714	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.01888	0.0	0.0
chr4	159964521	159964568	0.0	0.0087	0.0	0.0	0.0	0.0	0.02846	0.00169	0.0041	0.00388	0.0	0.0	0.87485	0.0	0.00595	0.0098	0.0	0.01888	0.0	0.0	0.00833	0.0	0.01449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	54245212	54245259	0.01425	0.07727	0.03663	0.01852	0.0235	0.02703	0.0328	0.01588	0.02885	0.10087	0.0	0.0	0.02236	0.01482	0.0	0.01282	0.04776	0.26042	0.05131	0.00962	0.06751	0.98611	1.0	1.0	0.0125	0.00962	0.08419	0.02222	0.0234	0.13629	0.05186
chr9	139546128	139546173	0.0	0.02051	0.01905	0.01852	0.0	0.0	0.00127	0.026	0.00659	0.004	0.0	0.0	0.00483	0.0	0.0045	0.0	0.01042	0.07067	0.0	0.0	0.00806	0.0	0.0	0.0	0.01	0.00862	0.0	0.04141	0.89547	0.82177	0.00292
chr1	19403234	19403454	0.01414	0.0	0.0	0.0	0.87791	0.00546	0.00278	0.0	0.00152	0.0	0.00775	0.00813	0.00353	0.0	0.00597	0.02871	0.0978	0.01908	0.00208	0.0	0.0	0.0	0.00855	0.0	0.00446	0.13119	0.00379	0.0	0.12062	0.11795	0.00201
chr1	54174854	54174917	0.01111	0.01333	0.01667	0.0	0.0	0.0	0.01103	0.01605	0.01287	0.00556	0.0	0.0	0.15359	0.00833	0.02654	0.88309	0.24513	0.1375	0.00714	0.01471	0.02917	0.0	0.0	0.02381	0.0	0.0	0.01316	0.0	0.0	0.0303	0.0
chr15	89163663	89163749	0.0	0.10824	0.0	0.0	0.0	0.0	0.02877	0.01	0.00385	0.005	0.90113	0.02222	0.00543	0.00617	0.01911	0.0	0.02193	0.03085	0.0169	0.00962	0.04981	0.0701	0.07778	0.03367	0.0	0.02083	0.0	0.0202	0.01149	0.0	0.00439
chr2	10567339	10567544	0.01721	0.01598	0.00505	0.0	0.0	0.05556	0.02314	0.00538	0.00831	0.01529	0.00813	0.96294	0.01141	0.00427	0.0064	0.0137	0.02091	0.18403	0.09204	0.07413	0.00735	0.06437	0.09463	0.01709	0.01124	0.03693	0.01081	0.0	0.13974	0.1971	0.04392
chr3	121215257	121215318	0.00625	0.0	0.0	0.01282	0.0	0.01449	0.00367	0.00142	0.00135	0.0	0.04348	0.0	0.00278	0.0	0.0	0.0	0.83904	0.02048	0.0	0.0	0.0	0.0101	0.0	0.01149	0.0	0.02756	0.0	0.0	0.16856	0.18221	0.00791
chr16	84683719	84683995	0.01216	0.0	0.0	0.0	0.0	0.0101	0.01448	0.01178	0.00185	0.006	0.01235	0.0	0.00729	0.0	0.04203	0.0	0.0	0.05901	0.00159	0.00439	0.18131	0.0	0.0	0.02894	0.87124	0.0	0.0099	0.00833	0.0	0.00483	0.00314
chr2	10571537	10571643	0.03534	0.05949	0.0	0.09697	0.0	0.09804	0.0719	0.03121	0.02621	0.04917	0.14071	0.03922	0.04512	0.0098	0.03438	0.01587	0.0	0.11919	0.0	0.01667	0.13429	0.03896	0.10256	0.13098	0.03472	0.01136	0.12063	0.0	0.01075	0.0	0.891
chr17	20729508	20729573	0.84634	0.06473	0.01515	0.02469	0.0	0.08333	0.04402	0.01612	0.03585	0.01837	0.0783	0.06124	0.05911	0.0	0.0811	0.0	0.0	0.21031	0.0	0.0	0.05411	0.03533	0.01389	0.0	0.01087	0.25491	0.04032	0.0	0.01667	0.0	0.0
chr6	153072073	153072092	0.98462	0.91341	0.92717	0.95394	1.0	1.0	0.96129	0.92416	0.92035	0.95774	0.99242	0.98925	0.99239	1.0	0.98333	0.99333	0.99167	0.98039	0.31014	0.96552	1.0	0.94503	0.97329	0.98667	1.0	0.94774	0.88222	1.0	0.95849	0.98889	0.97438
chr11	38992709	38992755	0.02	0.00339	0.02751	0.0	0.26984	0.85356	0.03145	0.03696	0.0095	0.01116	0.00855	0.0	0.00549	0.00595	0.07597	0.0	0.0	0.29705	0.00683	0.01831	0.0489	0.01333	0.0	0.0	0.00758	0.02598	0.0	0.0	0.08026	0.12966	0.0
chr5	143150306	143150347	0.07049	0.12366	0.0	0.02299	0.0	0.0	0.03514	0.03144	0.0535	0.01242	0.01493	0.00855	0.00842	0.0	0.00641	0.01684	0.0	1.0	0.00417	0.00962	0.01814	0.0	0.0	0.0	0.0	0.00833	0.00714	0.0	0.01961	0.04404	0.0
chr12	123688717	123688845	0.0	0.0	0.97507	0.0119	0.0	0.0	0.01717	0.1103	0.0	0.0	0.0	0.0	0.00468	0.0	0.00926	0.0	0.0	0.02727	0.0	0.00962	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694
chr4	38762492	38762768	0.0	0.84081	0.00556	0.0	0.00893	0.01173	0.01787	0.06751	0.00179	0.00576	0.0182	0.00476	0.00843	0.00835	0.00814	0.0	0.0	0.1463	0.0179	0.05458	0.01844	0.02818	0.01333	0.00439	0.01141	0.00439	0.0	0.0	0.0121	0.01955	0.01775
chr4	3947620	3947691	0.85307	0.0	0.0	0.0098	0.0	0.0	0.00556	0.0	0.0	0.03367	0.06681	0.0	0.01415	0.0	0.13339	0.1033	0.14709	0.11356	0.0	0.0	0.00714	0.0	0.00901	0.02063	0.02525	0.81348	0.01418	0.0	0.01735	0.15906	0.00777
chr4	78770573	78770758	0.00667	0.03872	0.00694	0.82436	0.0	0.0	0.01333	0.00266	0.00974	0.00926	0.0	0.02114	0.01126	0.00694	0.00505	0.02373	0.0	0.09928	0.00496	0.0	0.03162	0.02211	0.0	0.0	0.01136	0.0	0.00568	0.02904	0.0199	0.14792	0.0
chr19	8097523	8097903	0.01866	0.05516	0.0	0.02273	0.0	0.00483	0.04215	0.02103	0.0642	0.12097	0.01654	0.00556	0.04191	0.00235	0.0043	0.00355	0.02202	0.22221	0.00447	0.00417	0.01897	0.01919	0.00585	0.00758	0.0	0.00455	0.95321	0.00476	0.06206	0.20152	0.03287
chr19	45569054	45569287	0.0	0.0	0.0	0.0	0.1279	0.32483	0.0014	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.00595	0.02449	0.0	0.0	0.0	0.00893	0.14057	0.98291	0.2166	0.00481	0.00556	0.00532	0.0	0.17433	0.14048	0.0
chr20	62270075	62270140	0.03316	0.01619	0.0	0.32354	0.0	0.0	0.00626	0.01248	0.84146	0.04118	0.0	0.01449	0.00715	0.0	0.0	0.0	0.0	0.04416	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04083	0.0	0.10556	0.05049	0.0
chr1	15809640	15809747	0.00833	0.01333	0.0	0.01515	0.01471	0.04444	0.03159	0.00445	0.01135	0.0	0.02222	0.0	0.01848	0.0119	0.0	0.0	0.0	0.1959	0.00357	0.0	0.0833	0.0	0.0	0.01961	0.0	0.0314	0.0	0.0	0.89087	0.13057	0.04073
chr6	43811749	43811786	0.0	0.0069	0.0	0.0	0.0	0.0	0.00489	0.00889	0.0059	0.0	0.0	0.0	0.0	0.0	0.00327	0.05228	0.0	0.05204	0.04917	0.0	0.01	0.93636	0.38573	0.04597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
