chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr3	133661381	133661586	0.09939	0.93688	0.98856	0.94619	0.0061	0.0	0.05337	0.95776	0.83447	0.01372	0.0	0.0	0.00383	0.00811	0.04282	0.01224	0.00513	0.95676	0.01499	0.01115	0.00581	0.0171	0.0	0.0119	0.0	0.00521	0.0	0.0	0.0	0.02216	0.01257
chr2	44065230	44065928	0.00684	0.02047	0.0	0.02374	0.00979	0.01478	0.03416	0.01744	0.03581	0.0102	0.00859	0.0071	0.04353	0.05652	0.95825	0.1131	0.03143	0.17962	0.00541	0.00742	0.03079	0.02055	0.00702	0.01245	0.00245	0.01725	0.07702	0.05389	0.01014	0.05274	0.00599
chr16	376519	376702	0.11269	0.00714	0.0	0.15194	0.0	0.0	0.00485	0.01372	0.01003	0.96523	0.03203	0.0	0.01458	0.0	0.0	0.04609	0.01873	0.13356	0.01496	0.0	0.0	0.0	0.0	0.0	0.00568	0.02203	0.92062	0.0	0.0	0.0	0.0
chr7	148723517	148723559	0.0	0.0671	0.0	0.0	0.0	0.0	0.01354	0.00932	0.08669	0.01565	0.0	0.02459	0.08213	0.0	0.21397	0.0	0.00667	0.09069	0.0	0.0	0.95691	0.0	0.0	0.0	0.0	0.0	0.05439	0.0	0.0	0.0	0.02406
chr19	47179636	47179986	0.02118	0.00942	0.0	0.02528	0.04061	0.00901	0.03606	0.00933	0.0482	0.01368	0.02159	0.00379	0.00888	0.02027	0.0	0.01235	0.02721	0.11795	0.05725	0.93392	0.01509	0.00823	0.0	0.01554	0.00287	0.01446	0.00671	0.00798	0.06527	0.18814	0.0083
chr6	20306994	20307051	0.01719	0.016	0.0	0.0	0.00926	0.0	0.0902	0.00878	0.00161	0.0	0.0	0.0	0.02674	0.93034	0.10574	0.04432	0.04791	0.21573	0.02044	0.0	0.10637	0.06845	0.06083	0.07737	0.02083	0.05595	0.0	0.0	0.00833	0.01587	0.01157
chr3	9915083	9915161	0.03618	0.06566	0.00758	0.01149	0.01562	0.0	0.03168	0.00651	0.04346	0.00943	0.07265	0.02491	0.00309	0.04167	0.00355	0.06466	0.00794	0.21181	0.00526	0.0	0.08062	0.01587	0.01111	0.01667	0.0192	0.0	0.0411	0.97184	0.03154	0.08598	0.13385
chr4	123223711	123223864	0.0	0.0	0.0	0.0	0.0	0.0	0.00811	0.0	0.00208	0.0	0.0	0.0	0.94596	0.0	0.0	0.08965	0.0	0.10732	0.0	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01149	0.01667	0.08219
chr1	35574200	35574296	0.16648	0.0	0.0	0.0	0.01471	0.0	0.00224	0.0	0.00132	0.00964	0.0	0.01149	0.00265	0.00667	0.01058	0.02326	0.12391	0.05278	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.04597	0.0	0.0	0.86866	0.85548	0.00556
chr4	2561302	2561357	0.03333	0.01176	0.02276	0.01515	0.03841	0.10406	0.02046	0.01181	0.00703	0.03075	0.92424	1.0	0.02465	0.04249	0.01452	0.01754	0.05208	0.06989	0.23692	0.03593	0.00714	0.02544	0.0	0.01515	0.02525	0.06443	0.0	0.0101	0.04826	0.14755	0.01854
