chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr17	779657	779755	0.02039	0.973	1.0	0.99242	0.0119	0.00585	0.06294	0.97968	0.98471	0.1119	0.0	0.1416	0.02705	0.02351	0.04159	0.05194	0.01811	0.99625	0.02046	0.01836	0.0	0.0	0.0	0.0	0.0	0.0	0.04498	0.0	0.0	0.06508	0.00867
chr20	36975684	36975896	0.00953	0.04185	0.00758	0.04242	0.11581	0.00725	0.04537	0.00427	0.1014	0.01073	0.0	0.00617	0.00818	0.0	0.93345	0.02058	0.01844	0.18554	0.0	0.0	0.11838	0.00725	0.01481	0.03516	0.00758	0.0	0.00385	0.0	0.08	0.09464	0.00515
chr3	193314614	193314795	0.0	0.0	0.0	0.00855	0.01683	0.0	0.00884	0.0	0.00676	0.00911	0.0	0.00709	0.0077	0.0	0.0	0.0	0.0422	0.10153	0.13362	0.8494	0.01538	0.01515	0.0462	0.0199	0.0	0.01258	0.0	0.0	0.02984	0.01555	0.00417
chr16	4151441	4151518	0.01379	0.09414	0.0	0.0	0.0	0.11905	0.05833	0.00536	0.01364	0.0125	0.00926	0.0	0.97938	0.01852	0.13392	0.0	0.01515	0.39141	0.03922	0.0	0.98002	0.01389	0.01667	0.0	0.01316	0.0	0.0	0.01587	0.0	0.0	0.01653
chr9	134310176	134310209	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.00933	0.01088	0.0	0.0	0.0	0.00556	0.93433	0.06451	0.04543	0.0	0.06785	0.08762	0.0	0.00735	0.03064	0.02459	0.04167	0.00735	0.01854	0.0	0.0	0.0	0.03226	0.02281
chr15	102284616	102284756	0.00417	0.00868	0.0	0.00538	0.0	0.0	0.0331	0.00787	0.00377	0.9723	0.0	0.0	0.1596	0.05158	0.0	0.06197	0.12962	0.01961	0.00204	0.0	0.0	0.02047	0.0	0.02946	0.0	0.04816	0.14537	0.01802	0.0158	0.02098	0.0
chr5	76627094	76627270	0.04465	0.02736	0.01112	0.02245	0.0092	0.00439	0.04294	0.0035	0.01637	0.00388	0.0	0.0	0.00473	0.07457	0.00558	0.00838	0.0049	0.26076	0.00487	0.00667	0.03509	0.98507	0.96415	0.04488	0.0	0.0	0.00385	0.99425	0.0	0.03153	0.0
chr9	117161561	117161648	0.0069	0.0	0.0	0.0	0.91079	0.23026	0.00632	0.0	0.00427	0.0052	0.0	0.0	0.00617	0.0	0.0	0.02399	0.01342	0.09632	0.01146	0.0	0.00556	0.0	0.0	0.0	0.0	0.05451	0.00532	0.0	0.82612	0.0259	0.0
chr14	103210605	103210909	0.0067	0.0	0.08804	0.01511	0.00439	0.00952	0.00645	0.003	0.00229	0.00196	0.78126	0.00422	0.00422	0.0	0.0	0.00321	0.0	0.15559	0.00325	0.0	0.0	0.0	0.0	0.0	0.01015	0.0	0.0	0.0	0.00444	0.01601	0.00337
chr4	2594066	2594107	0.01176	0.02245	0.00952	0.0463	0.0	0.0	0.02768	0.02422	0.01574	0.02593	0.01587	0.04065	0.10061	0.0	0.01192	0.56834	0.03557	0.05833	0.0734	0.0	0.01651	0.0	0.0	0.03509	0.00806	0.0	0.00806	0.0	0.03937	0.02469	0.02842
chr6	162254595	162254688	0.06481	0.0	0.20425	0.03819	0.11997	0.07913	0.03733	0.03466	0.00536	0.0	0.0	0.90269	0.25384	0.0	0.01437	0.17521	0.07339	0.30444	0.00238	0.0	0.01981	0.01754	0.02151	0.0	0.04415	0.02146	0.00714	0.1553	0.0	0.0	0.0
chr1	235475525	235475627	0.03407	0.0	0.01844	0.03173	0.0	0.01693	0.01154	0.01252	0.00653	0.04138	0.02091	0.0	0.10363	0.03851	0.0	0.14754	0.94344	0.0927	0.00843	0.01854	0.03462	0.01389	0.01042	0.01754	0.0	0.07931	0.01316	0.0	0.09721	0.71212	0.0
chr4	110544050	110544344	0.00893	0.0	0.06033	0.0	0.0	0.00926	0.00533	0.02077	0.00085	0.00656	0.01028	0.0	0.00819	0.0	0.02013	0.00383	0.00749	0.20138	0.0	0.0	0.08916	0.00556	0.00901	0.0	0.02927	0.00731	0.61593	0.00694	0.0	0.01678	0.0115
chr1	4770518	4770625	0.87253	0.02492	0.05409	0.02299	0.0	0.0	0.17622	0.05138	0.0973	0.09807	0.10349	0.01333	0.04468	0.0	0.0194	0.00966	0.09604	0.24375	0.16182	0.00532	0.00714	0.00641	0.0	0.00641	0.0	0.23527	0.05697	0.0	0.17214	0.11785	0.0
chr1	95239743	95239792	0.0	0.01952	0.0	0.02593	0.00926	0.18215	0.08146	0.02368	0.02503	0.0045	0.25114	0.0	0.03882	0.0	0.33952	0.44509	0.03845	0.20291	0.01242	0.0	0.98476	0.04171	0.11817	0.04925	0.98105	0.00714	0.01409	0.01235	0.0199	0.02655	0.89327
chr11	31841506	31841721	0.95833	0.91794	0.99415	0.95737	0.87604	0.9016	0.91984	0.98357	0.93531	0.98947	0.89509	1.0	0.99655	0.99355	0.98339	0.97882	0.95914	1.0	0.15827	0.02633	0.98207	0.98305	0.98693	0.2106	0.97386	0.88385	0.99171	1.0	0.97943	0.9932	0.9741
