chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr1	221242985	221243087	0.18439	0.99459	0.99074	0.95635	0.06056	0.22506	0.05211	0.96625	0.93465	0.05979	0.0119	0.0	0.11843	0.04167	0.20136	0.0	0.05716	0.99425	0.09425	0.0	0.23618	0.13986	0.05851	0.08929	0.01656	0.23331	0.04386	0.0	0.02156	0.10995	0.00321
chr9	131585875	131586155	0.0	0.0	0.00709	0.0	0.0061	0.1149	0.01015	0.00249	0.00109	0.00321	0.0	0.0	0.06857	0.02728	0.849	0.00505	0.00758	0.04248	0.0123	0.0	0.01163	0.02222	0.01408	0.00654	0.0	0.00385	0.00472	0.0155	0.02172	0.0	0.00203
chr15	52791622	52791739	0.01212	0.0	0.03302	0.0	0.0	0.0	0.01815	0.0266	0.01672	0.03568	0.01042	0.01042	0.02119	0.02778	0.01785	0.01688	0.02785	0.24707	0.11008	0.93867	0.0415	0.0	0.01515	0.00952	0.0	0.01607	0.08404	0.0098	0.0	0.02037	0.0
chr11	60059000	60059048	0.00541	0.00667	0.0	0.0	0.0	0.0	0.03737	0.00112	0.01569	0.98768	0.02431	0.04348	0.00962	0.0	0.0323	0.0	0.0	0.27641	0.0085	0.0	0.029	0.04559	0.01075	0.04079	0.0	0.00676	0.9305	0.0	0.0	0.01075	0.0
chr10	123894691	123894919	0.0	0.00667	0.0	0.02469	0.0	0.0	0.00138	0.00266	0.02092	0.00333	0.0	0.0098	0.00612	0.93707	0.0	0.0	0.00546	0.21557	0.0	0.0	0.00543	0.0	0.0	0.01111	0.0	0.0	0.0	0.02381	0.0	0.01042	0.01447
chr16	71662235	71662582	0.0	0.0	0.00926	0.0	0.00862	0.0	0.00705	0.00649	0.00633	0.03834	0.0	0.0	0.02396	0.00362	0.0026	0.0	0.00694	0.14088	0.00357	0.0	0.85489	0.0	0.01235	0.0	0.00676	0.01178	0.0049	0.00833	0.0	0.00901	0.00278
chr7	40801539	40801627	0.05956	0.01742	0.0	0.0	0.0	0.0	0.02685	0.01251	0.02686	0.0	0.0	0.06381	0.04652	0.00476	0.01404	0.0556	0.04152	0.2435	0.03302	0.05828	0.02801	0.06044	0.07118	0.0	0.0	0.02679	0.01923	0.94027	0.07827	0.1037	0.00379
chr6	150093216	150093442	0.0	0.00645	0.0	0.07712	0.0	0.1151	0.00378	0.00524	0.1222	0.0	0.0	0.0	0.94	0.01947	0.0	0.19038	0.04884	0.00617	0.02242	0.0	0.0	0.00725	0.04242	0.0	0.00962	0.0	0.0	0.0	0.0	0.00833	0.00476
chr14	86143084	86143161	0.02202	0.01818	0.00813	0.0	0.00962	0.02085	0.02435	0.01006	0.01272	0.00562	0.0	0.0	0.00832	0.0	0.08389	0.01754	0.0269	0.23268	0.00465	0.0	0.0253	0.07905	0.02564	0.03985	0.0	0.06419	0.02289	0.0	0.94513	0.96934	0.01884
chr10	9334110	9334244	0.00435	0.0	0.0	0.0	0.0	0.0	0.02382	0.0	0.00624	0.02928	0.91084	0.02174	0.01881	0.0	0.00235	0.0	0.0	0.20387	0.07655	0.16607	0.02389	0.01414	0.0	0.0	0.0	0.0	0.00403	0.0	0.03509	0.01474	0.01104
chr17	574834	575015	0.01324	0.0	0.22746	0.0	0.04053	0.04046	0.04489	0.00763	0.00948	0.00595	0.02749	0.00654	0.02111	0.01586	0.01121	0.73897	0.14256	0.12646	0.07118	0.06215	0.04554	0.01534	0.01554	0.02975	0.04519	0.01416	0.00521	0.0358	0.00575	0.06585	0.01792
chr6	33749620	33749704	0.0	0.0	0.0	0.0	0.0	0.0	0.06344	0.0	0.0	0.0	0.22939	0.96994	0.00463	0.0	0.0	0.0	0.0	0.0	0.01369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01235	0.01587	0.08479
chr21	46423757	46423887	0.01333	0.0	0.00926	0.0	0.9224	0.08411	0.04236	0.0053	0.01897	0.02699	0.03504	0.30178	0.04439	0.0	0.0	0.04768	0.03282	0.18594	0.03412	0.06431	0.24011	0.06211	0.01282	0.04882	0.03554	0.0	0.00893	0.10235	0.01042	0.0098	0.02971
chr5	149227184	149227225	0.00833	0.0	0.0	0.0	0.00694	0.1279	0.0247	0.00302	0.0	0.02145	0.0	0.0	0.01953	0.0	0.0	0.0402	0.01754	0.14773	0.01154	0.19447	0.0	0.97703	0.90996	0.9798	0.33191	0.00714	0.0	0.08936	0.0	0.0	0.0
chr16	58372171	58372274	0.09576	0.15307	0.01961	0.07143	0.01471	0.0	0.20328	0.01185	0.06549	0.02381	0.0	0.19343	0.0	0.04342	0.0	0.09051	0.94311	0.1834	0.0	0.0	0.0	0.01515	0.0	0.0	0.02778	0.04698	0.0	0.0	0.0119	0.18907	0.03188
chr9	94914108	94914140	0.82493	0.0	0.00877	0.0	0.00833	0.1975	0.09398	0.00114	0.0	0.0	0.04172	0.00901	0.00807	0.0	0.0	0.06876	0.01235	0.15348	0.082	0.0051	0.02863	0.00794	0.03707	0.0	0.0	0.26003	0.0	0.0	0.00741	0.02262	0.00303
chr12	49607978	49608180	0.01524	0.24226	0.00483	0.03066	0.0	0.0	0.01153	0.0098	0.0101	0.00563	0.9263	0.87305	0.00828	0.0	0.00712	0.0	0.00565	0.21776	0.02057	0.0	0.0	0.06215	0.14447	0.03674	0.10625	0.00735	0.01838	0.03128	0.0	0.01235	0.91027
chr5	141012108	141012142	0.00741	0.00952	0.0119	0.00901	0.0	0.01042	0.01561	0.01446	0.0	0.00435	0.01149	0.00794	0.0037	0.0	0.00575	0.0	0.0	0.60561	0.03394	0.03709	0.01471	0.01075	0.0	0.0119	0.0	0.0	0.0	0.0	0.00833	0.0	0.01457
chr22	30517157	30517232	0.0	0.0	0.0	0.0	0.0	0.0	0.02785	0.00347	0.0	0.0037	0.1427	0.05208	0.11374	0.01515	0.06578	0.01389	0.0	0.09445	0.0	0.0	0.96102	0.0101	0.12212	0.13838	0.88789	0.0	0.03523	0.0	0.0	0.0	0.01023
chr12	68661954	68662064	0.04878	0.05231	0.96964	0.02063	0.19817	0.08655	0.05405	0.16326	0.23123	0.0	0.0	0.00606	0.03202	0.0	0.04099	0.00901	0.02619	0.33312	0.00303	0.0	0.0952	0.10095	0.05299	0.04697	0.01087	0.03148	0.01907	0.0	0.0	0.05965	0.0049
chr5	11564974	11565144	0.02229	0.02267	0.0	0.00725	0.07233	0.04741	0.07483	0.0114	0.02597	0.0	0.03174	0.00758	0.02287	0.00785	0.01142	0.0	0.00402	0.27654	0.74747	0.97513	0.00472	0.01192	0.0	0.02222	0.0	0.0092	0.01505	0.02101	0.06721	0.01778	0.02143
chr2	127662395	127662815	0.00571	0.91223	0.00855	0.02902	0.0	0.01667	0.04352	0.01789	0.01494	0.01761	0.01515	0.0	0.01743	0.00379	0.02904	0.0169	0.00709	0.24509	0.02392	0.00962	0.07601	0.02097	0.01966	0.01667	0.00781	0.01923	0.01362	0.0	0.0	0.05194	0.00561
chr6	10385779	10386053	0.7514	0.94813	0.9932	0.97854	0.02342	0.0	0.96004	0.99439	0.97406	0.91839	0.94276	1.0	0.9872	0.99691	0.9913	0.82788	0.05193	1.0	0.99623	0.9898	1.0	1.0	1.0	1.0	1.0	0.17592	0.90365	1.0	0.00513	0.03367	0.68506
chr6	159138977	159139271	0.0	0.10626	0.0	0.85788	0.0	0.0	0.00471	0.00887	0.21435	0.00631	0.0	0.0098	0.00445	0.0	0.00314	0.0	0.0	0.07746	0.0	0.00556	0.03474	0.0	0.0	0.01235	0.01667	0.0	0.0051	0.0	0.0	0.00641	0.00379
chr20	23146361	23146400	0.10109	0.06705	0.02778	0.12496	0.0	0.02913	0.01609	0.03221	0.12358	0.23725	0.03341	0.02114	0.23162	0.23638	0.12424	0.1885	0.19527	0.35556	0.00836	0.08663	0.13107	0.10589	0.0	0.01754	0.03295	0.04456	0.97246	0.03801	0.09788	0.10434	0.32232
chr6	12208673	12208827	0.01392	0.03347	1.0	0.01887	0.0	0.0	0.06807	0.90101	0.02249	0.00446	0.0	0.0	0.0039	0.00798	0.0299	0.0	0.00794	0.15524	0.0094	0.04011	0.01722	0.00575	0.0	0.0	0.0	0.01154	0.0	0.0	0.04231	0.0552	0.00242
chr17	1226105	1226159	0.0	0.0	0.0	0.0	0.0	0.0	0.0257	0.0	0.00997	0.02972	0.01111	0.0119	0.00327	0.00505	0.009	0.0183	0.0	0.16309	0.03375	0.26702	0.02596	0.94213	1.0	0.34472	0.02	0.0	0.02298	0.0	0.0	0.0	0.00379
chr1	26084103	26084181	0.0	0.01559	0.0	0.0	0.02013	0.34404	0.00235	0.0	0.0	0.02507	0.20727	0.0	0.00309	0.0	0.00309	0.01376	0.01311	0.11955	0.07599	0.0	0.0125	0.0	0.01075	0.01042	0.0	0.02367	0.01744	0.0	0.89557	0.37698	0.07188
chr20	59146117	59146127	0.00526	0.0	0.0	0.0	0.02785	0.12828	0.02555	0.00128	0.00531	0.03543	0.33349	0.03603	0.0149	0.0	0.01625	0.0	0.0	0.31289	0.12984	0.00625	0.023	0.0714	0.78153	0.71151	0.00521	0.03378	0.00758	0.0	0.0	0.0	0.04153
chr19	43348671	43348689	0.0	0.0	0.0	0.0	0.91449	0.66706	0.01353	0.00486	0.00592	0.00641	0.0	0.01042	0.01577	0.00575	0.01093	0.0	0.01042	0.22081	0.11283	0.99286	0.02721	0.0384	0.07068	0.07318	0.03538	0.02333	0.0	0.01333	0.0	0.03139	0.00521
