chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr1	249219463	249219674	0.00667	0.94958	1.0	1.0	0.01852	0.0	0.06848	0.95771	0.90399	0.02101	0.0	0.03089	0.01073	0.05764	0.03396	0.01888	0.02847	0.97329	0.01816	0.07091	0.03433	0.02357	0.02623	0.01852	0.01042	0.02191	0.02652	0.02434	0.01983	0.06688	0.03102
chr16	58616150	58616264	0.0125	0.0	0.0	0.02731	0.0	0.0303	0.0118	0.00189	0.0	0.02685	0.05887	0.0	0.01888	0.0	0.94972	0.0	0.00855	0.04342	0.0244	0.04471	0.01136	0.02222	0.02564	0.02778	0.0	0.0	0.10106	0.0	0.0213	0.0	0.12014
chr12	58167428	58167742	0.00455	0.0161	0.0	0.0	0.04754	0.02153	0.05218	0.00716	0.0023	0.03569	0.0	0.0101	0.0211	0.03832	0.0	0.02989	0.00575	0.04743	0.03464	0.01606	0.90922	0.00725	0.0	0.02558	0.04228	0.00439	0.03259	0.0	0.01499	0.04262	0.02546
chr18	74720594	74720928	0.0214	0.01818	0.0	0.0	0.02158	0.03225	0.02646	0.00252	0.0	0.0	0.0	0.00546	0.00192	0.0	0.0	0.00995	0.01735	0.02533	0.06886	0.94757	0.0	0.0	0.0	0.0	0.0	0.02379	0.0	0.0	0.00629	0.0	0.00292
chr1	153997683	153997700	0.0707	0.0	0.01449	0.0	0.0	0.0	0.067	0.00357	0.00768	0.92568	0.03333	0.01587	0.04085	0.0	0.00952	0.0119	0.03517	0.15341	0.0	0.01471	0.02766	0.0	0.0	0.04786	0.00926	0.12812	0.93349	0.0	0.01802	0.04667	0.06814
chr20	35381103	35381128	0.01192	0.01667	0.01515	0.0101	0.03399	0.02564	0.04866	0.0056	0.00416	0.02479	0.09856	0.01754	0.06908	0.8652	0.03403	0.11058	0.03801	0.08251	0.00877	0.00595	0.02125	0.00833	0.0101	0.03333	0.03929	0.0242	0.07624	0.05114	0.06458	0.0579	0.01029
chr2	1355371	1355568	0.04637	0.0	0.00606	0.00775	0.0	0.10728	0.02806	0.00224	0.00459	0.00222	0.0	0.00654	0.00924	0.00355	0.06109	0.05453	0.00877	0.22169	0.0053	0.0	0.05037	0.0	0.0	0.0	0.00556	0.05943	0.00455	0.98482	0.0539	0.03365	0.0112
chr7	83777738	83777780	0.0	0.0	0.0	0.0	0.0	0.0	0.01377	0.00174	0.00408	0.02352	0.01449	0.0	0.87623	0.0	0.02417	0.0098	0.0	0.26833	0.0	0.0	0.03727	0.0	0.0	0.0	0.0	0.00862	0.0	0.0	0.0	0.0	0.0
chr17	31213543	31213620	0.10148	0.0	0.0	0.02667	0.0	0.00813	0.04465	0.00592	0.00999	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.17226	0.10032	0.0	0.0	0.02593	0.01754	0.0	0.0	0.0	0.3088	0.00676	0.00952	0.98482	0.91118	0.01981
chr17	63142019	63142055	0.03356	0.00909	0.01235	0.0	0.025	0.0	0.06791	0.00609	0.02181	0.00385	0.95238	1.0	0.10168	0.0	0.00427	0.16634	0.84054	0.12777	0.07094	0.00962	0.06334	0.0	0.01389	0.0	0.00893	0.19482	0.0	0.02222	0.09815	0.21293	0.0429
chr10	115949429	115949675	0.02822	0.00698	0.0	0.0	0.01053	0.0	0.01616	0.01128	0.03847	0.00321	0.15908	0.01581	0.00407	0.0	0.0063	0.81202	0.09982	0.18966	0.00284	0.0	0.02561	0.0	0.01058	0.00694	0.02207	0.0	0.0	0.0	0.10361	0.02785	0.10747
chr2	32290174	32290379	0.0	0.0	0.00725	0.0	0.80956	0.2065	0.00448	0.00235	0.00201	0.00152	0.02963	0.01336	0.00154	0.0	0.0	0.00402	0.21018	0.00925	0.0327	0.00403	0.00571	0.0119	0.01333	0.00606	0.0	0.04645	0.00455	0.03934	0.02965	0.07642	0.02957
