chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr1	33225672	33226253	0.87751	0.01032	0.0	0.01508	0.94948	0.99593	0.02433	0.01126	0.00254	0.97809	0.86494	0.98354	0.98461	0.02285	0.13322	0.98985	0.98272	0.11574	0.00208	0.0	0.99037	0.0583	0.05076	0.26183	0.99597	0.96006	0.98882	0.85771	0.97768	0.96333	0.90428
chr5	145224022	145224184	0.00526	0.00606	0.01543	0.00901	0.0	0.0	0.00938	0.01463	0.00633	0.0	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.01626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	133474347	133474507	0.00488	0.0	0.00629	0.0	0.0051	0.00952	0.00881	0.00409	0.0	0.0	0.0049	0.0	0.00231	0.00575	0.95286	0.0117	0.0107	0.02325	0.0025	0.0	0.00641	0.0	0.0	0.0	0.0	0.00871	0.0	0.0	0.0	0.0	0.00704
chr1	230978623	230978906	0.023	0.00833	0.00709	0.0	0.0	0.09648	0.0003	0.00223	0.00399	0.0	0.02564	0.0	0.0	0.94766	0.0	0.06022	0.0	0.02535	0.00425	0.00781	0.00694	0.0	0.0	0.00775	0.00658	0.0	0.0	0.0	0.0	0.03472	0.00407
chr16	47405707	47405926	0.0	0.0	0.0	0.0	0.01471	0.04167	0.00175	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01042	0.0871	0.06893	0.92791	0.0	0.0	0.0	0.01449	0.0	0.00862	0.0	0.0	0.0	0.01235	0.0
chr1	12094956	12095142	0.0	0.0	0.86143	0.0	0.0	0.0	0.02658	0.05199	0.00352	0.0	0.0	0.0	0.0	0.0	0.00866	0.01602	0.00629	0.16107	0.00213	0.0	0.00893	0.01075	0.0	0.01042	0.0	0.0	0.0	0.0	0.0163	0.01282	0.0
chr22	47309694	47309777	0.01429	0.01176	0.0	0.0	0.0	0.0	0.01207	0.00347	0.0	0.00694	0.0	0.0	0.01914	0.0	0.0	0.0	0.00952	0.12445	0.00876	0.04273	0.05208	0.98333	0.98485	1.0	0.0125	0.01087	0.0	0.01667	0.0	0.02381	0.0213
chr14	81935607	81936372	0.00206	0.01086	0.0	0.00427	0.00574	0.0	0.01237	0.00099	0.00172	0.00119	0.02138	0.00647	0.0	0.00208	0.00978	0.00456	0.0	0.13511	0.0016	0.00205	0.96318	0.0	0.00987	0.01175	0.02107	0.0	0.00524	0.00689	0.0023	0.00306	0.0013
chr12	57681746	57682067	0.01133	0.83645	0.0	0.00641	0.02259	0.0	0.01336	0.01035	0.00323	0.00585	0.0	0.0	0.00924	0.0	0.0	0.0	0.0	0.17111	0.00128	0.0	0.01021	0.00606	0.00794	0.0	0.005	0.0	0.00963	0.00538	0.03148	0.01696	0.00476
chr15	72758420	72759190	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.00463	0.00122	0.99169	0.0	0.0	0.00346	0.0	0.00595	0.00872	0.0	0.12854	0.00095	0.0	0.01039	0.0	0.00402	0.0	0.0	0.01437	0.99381	0.00317	0.0	0.01382	0.00131
