chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr1	8130621	8130694	0.91916	0.05985	0.09441	0.15317	0.98333	1.0	0.16521	0.10956	0.07627	0.99545	0.96296	1.0	0.9963	0.10708	0.20722	1.0	0.97809	0.33063	0.03326	0.40595	0.99038	0.15179	0.17398	0.12559	1.0	0.97727	0.97826	1.0	1.0	1.0	0.90097
chr4	74271468	74271601	0.0	0.0	0.00654	0.02564	0.0	0.0	0.0075	0.01607	0.00858	0.0	0.0	0.0	0.0	0.00407	0.97376	0.0	0.0	0.12751	0.0	0.0	0.15122	0.0	0.0	0.0	0.01551	0.0	0.0	0.0	0.0	0.0	0.0
chr11	40414437	40414556	0.00714	0.0	0.03768	0.01389	0.01	0.02469	0.02051	0.02878	0.01614	0.01211	0.01235	0.01235	0.08598	0.03838	0.02127	0.02841	0.06421	0.22161	0.04186	0.92802	0.11903	0.01149	0.03981	0.04519	0.01564	0.06353	0.0	0.0	0.0	0.04259	0.0
chr13	114108676	114108869	0.03081	0.0	0.0	0.0	0.01042	0.0	0.01976	0.00074	0.0	0.0	0.00463	0.00521	0.0	0.83866	0.00172	0.00379	0.0	0.06879	0.10195	0.0125	0.00287	0.00521	0.01667	0.00585	0.0	0.01073	0.0	0.0	0.00433	0.00457	0.0
chr6	4620895	4621100	0.24473	0.10186	0.00967	0.00709	0.0	0.0	0.00995	0.12538	0.01289	0.14123	0.0	0.0	0.10925	0.0	0.01709	0.0	0.0	0.97175	0.00208	0.00417	0.02076	0.0	0.0	0.01258	0.00342	0.00806	0.12991	0.0	0.0	0.01212	0.0
chr7	156812725	156812977	0.96045	0.91895	0.99479	0.98124	0.84917	0.86873	0.98284	0.95709	0.95082	0.90696	0.93611	0.98667	0.86547	0.98847	0.98165	0.9723	0.9172	0.98643	0.99267	0.99065	0.08554	0.0818	0.00758	0.01844	0.00962	0.83832	0.94393	0.98889	0.97631	0.94506	0.98149
chr14	103365261	103365472	0.03178	0.82746	0.0	0.00538	0.00714	0.0	0.01151	0.01802	0.0	0.0	0.01902	0.0	0.0091	0.00709	0.00303	0.00667	0.02833	0.18347	0.00278	0.0	0.01974	0.0	0.0	0.0	0.0	0.00758	0.00556	0.97338	0.00654	0.01759	0.0336
chr16	21609618	21609777	0.02414	0.02065	0.94122	0.01111	0.0	0.0	0.02715	0.91555	0.01275	0.01267	0.91551	0.98765	0.01379	0.04707	0.03568	0.01042	0.00926	0.0549	0.08693	0.01613	0.00521	0.05333	0.01389	0.08967	0.02778	0.02646	0.03026	0.02232	0.0	0.00952	0.02966
chr6	149588877	149589069	0.14687	0.0	0.0	0.0	0.0	0.0	0.00934	0.00769	0.001	0.97429	0.0	0.0	0.03235	0.0	0.00333	0.00521	0.025	0.13555	0.0	0.00714	0.0	0.07163	0.0	0.03298	0.0	0.0176	0.04453	0.0	0.11023	0.05447	0.0
chr2	98330493	98330784	0.0	0.0	0.0	0.9197	0.0	0.0	0.06014	0.03056	0.97927	0.0	0.02469	0.00952	0.0	0.0	0.01302	0.0	0.0	0.1683	0.0067	0.0119	0.0	0.01802	0.00926	0.01111	0.0	0.00735	0.0	0.0	0.0	0.0	0.00839
chr17	19860576	19860621	0.08044	0.0	0.22578	0.0	0.0	0.05754	0.00228	0.00391	0.00125	0.13221	0.0	0.0	0.97725	0.0	0.23315	0.05327	0.0	0.06793	0.0	0.0	0.04413	0.09007	0.02524	0.01235	0.0	0.00735	0.01842	0.0	0.0	0.0098	0.00505
chr14	74794715	74794770	0.0	0.0	0.00901	0.04545	0.00735	0.03896	0.01414	0.01509	0.01733	0.12147	0.02462	0.0	0.04511	0.0	0.00538	0.74384	0.03698	0.22628	0.00385	0.0	0.0119	0.0	0.0	0.0	0.0	0.00568	0.04148	0.0	0.00952	0.02622	0.00427
chr20	1882362	1882569	0.00667	0.0	0.00529	0.00709	0.89398	0.1896	0.04338	0.00608	0.02363	0.02298	0.0	0.0	0.00497	0.00779	0.0	0.01241	0.01053	0.20016	0.7895	0.22331	0.05124	0.00833	0.0119	0.0	0.0	0.01415	0.01419	0.0	0.0	0.02201	0.00444
chr1	228027450	228027596	0.03855	0.00571	0.0098	0.0	0.00568	0.07548	0.03165	0.0013	0.00588	0.06818	0.06325	0.01587	0.0338	0.03744	0.0078	0.01042	0.12364	0.2319	0.0	0.00676	0.03437	0.01627	0.01799	0.04212	0.01238	0.0883	0.06251	0.0	0.98958	0.7848	0.00551
chr16	69630344	69630482	0.01	0.23813	0.0	0.02222	0.0	0.0	0.01675	0.0071	0.05956	0.12123	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.03796	0.00244	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.88561	0.0	0.08501	0.23248	0.16855
chr8	10388240	10388320	0.02592	0.01278	0.0226	0.02804	0.02083	0.13401	0.08704	0.01539	0.03826	0.03735	0.09329	0.05353	0.04896	0.00952	0.04951	0.06989	0.85085	0.30649	0.0	0.0	0.23511	0.20561	0.11278	0.14226	0.03691	0.14279	0.01667	0.0	0.0	0.07632	0.22199
chr10	34985177	34985354	0.89969	0.01333	0.0	0.0	0.0	0.0	0.00101	0.01294	0.17874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10641	0.11543	0.16383	0.0	0.0	0.0	0.0	0.0	0.0	0.22897	0.0	0.0	0.11991	0.12195	0.10522
chr1	6713824	6714274	0.01636	0.0	0.00469	0.00529	0.10138	0.02273	0.01141	0.0	0.00178	0.00926	0.91534	0.08036	0.00463	0.08239	0.0036	0.00696	0.0045	0.02922	0.23543	0.16737	0.01247	0.17836	0.92472	0.07701	0.0049	0.01504	0.0	0.22409	0.0078	0.03507	0.9507
chr7	101514978	101515036	0.01312	0.07013	0.91943	0.97488	0.0	0.0	0.02761	0.03457	0.09125	0.00492	0.0	0.0	0.00612	0.155	0.00379	0.11979	0.00629	0.10454	0.01822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051	0.00654	0.0	0.01872	0.0
chr22	36465487	36465518	0.0087	0.03452	0.02222	0.0	0.0289	0.05114	0.04965	0.00936	0.04848	0.02182	0.06349	0.01282	0.01703	0.0	0.0	0.0381	0.0	0.20091	0.04312	0.0	0.97539	0.0	0.0	0.01852	0.02879	0.01799	0.04497	0.0	0.0	0.00855	0.012
