chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr10	13807955	13808114	0.01508	0.04042	0.00513	0.01515	0.0	0.02127	0.01844	0.01339	0.01154	0.98528	0.10598	0.00694	0.99841	0.00725	0.96367	0.71638	0.07239	0.2231	0.01203	0.0	0.97619	1.0	0.99167	1.0	1.0	0.03581	0.99561	0.0	0.0	0.01136	0.95728
chr9	139122369	139122430	0.0	0.0	0.00813	0.0	0.0	0.0	0.00313	0.00096	0.0	0.00263	0.0	0.00794	0.00222	0.0	0.00427	0.00469	0.0	0.99134	0.0	0.0	0.0	0.01754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	11906187	11906624	0.0	0.0	0.0098	0.00855	0.0	0.0	0.0075	0.00149	0.00366	0.01061	0.0	0.0	0.00242	0.93475	0.0	0.0	0.0	0.06475	0.04999	0.0	0.01562	0.0	0.00667	0.0068	0.00658	0.00568	0.0	0.0	0.0	0.0	0.0
chr7	134613072	134613703	0.01782	0.01056	0.00546	0.0	0.01042	0.00347	0.01129	0.01457	0.01607	0.01943	0.0	0.0	0.00342	0.27161	0.00144	0.00763	0.00479	0.15623	0.0119	0.00913	0.02773	0.02465	0.00355	0.00505	0.00342	0.0	0.0098	0.96541	0.0093	0.0	0.03756
chr18	74720396	74720535	0.0	0.0	0.0	0.02381	0.0	0.0	0.01264	0.0	0.00455	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03922	0.12059	0.05491	0.89286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01111
chr1	28726744	28726839	0.0	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.00128	0.0	0.93567	0.97618	0.00231	0.00463	0.00505	0.0	0.00529	0.08715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02024	0.0	0.00877	0.04464
chr5	1475254	1475347	0.0	0.00741	0.9899	0.0	0.0	0.0	0.02037	0.14217	0.0	0.0	0.0	0.00694	0.0	0.00476	0.00427	0.00476	0.0	0.12148	0.00185	0.00658	0.01562	0.0	0.0	0.0	0.0	0.01313	0.0	0.0	0.0	0.0	0.0
chr9	129400714	129401246	0.97208	0.96693	0.98799	0.96369	0.09075	0.12253	0.99082	0.98134	0.95363	0.98166	1.0	1.0	0.99166	1.0	0.99563	0.98453	0.99306	0.9977	0.99338	1.0	0.96997	0.99691	0.99653	0.99068	0.99722	0.97213	0.99706	0.99603	1.0	1.0	0.98504
chr4	48848444	48848541	0.0	0.00714	0.01626	0.0	0.0	0.0	0.0038	0.00833	0.00312	0.00649	0.0	0.01333	0.0064	0.00617	0.0	0.0	0.00606	0.03258	0.00734	0.0	0.0	0.0	0.0	0.0	0.00735	0.1131	0.0	0.0	0.98581	0.88136	0.00379
chr4	38764383	38764514	0.00385	0.99197	0.0	0.0	0.0	0.0	0.01923	0.01611	0.00536	0.00282	0.0	0.0	0.00463	0.0592	0.00298	0.01042	0.00606	0.14623	0.01718	0.00943	0.01493	0.0197	0.0	0.0	0.0	0.03359	0.0	0.0	0.00595	0.0	0.01291
chr4	106754340	106754569	0.00377	0.00256	0.0045	0.00575	0.01011	0.01554	0.01631	0.00434	0.00378	0.01174	0.0	0.00538	0.0	0.00249	0.0	0.0248	0.67032	0.1231	0.00321	0.0	0.01158	0.0	0.00595	0.00483	0.01147	0.01674	0.01767	0.0	0.00974	0.07417	0.00309
