chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr3	46999156	46999230	0.09082	0.01639	0.02381	0.0	0.06471	0.0	0.02201	0.01647	0.0	1.0	0.87135	0.28924	0.97877	0.02222	0.93811	0.77667	0.05556	0.15357	0.00323	0.03033	0.97484	1.0	0.98333	0.9575	0.98077	0.05667	0.98684	0.03	0.01587	0.02393	0.94667
chr1	19651928	19651957	0.00952	0.0	0.01389	0.0	0.0	0.0	0.01496	0.05114	0.00312	0.01987	0.01754	0.0	0.0256	0.00725	0.03558	0.0	0.03233	0.96667	0.0426	0.00926	0.01316	0.01587	0.02222	0.01515	0.0	0.0	0.00714	0.01282	0.0	0.01988	0.0
chr9	135195492	135195734	0.00541	0.0	0.0	0.0	0.00714	0.0	0.01233	0.0048	0.00206	0.00975	0.0	0.02204	0.0021	0.85871	0.00256	0.0049	0.00855	0.04902	0.01326	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.00538	0.01214	0.00568
chr5	77841405	77841624	0.04545	0.0	0.0	0.0	0.02755	0.0	0.01034	0.00219	0.00599	0.0	0.0	0.0	0.00309	0.0	0.0	0.0	0.00585	0.17744	0.02113	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.00735	1.0	0.00694	0.01797	0.0
chr10	90992762	90992809	0.0125	0.0	0.0	0.01042	0.0	0.0	0.01084	0.00347	0.01265	0.04628	0.0	0.00833	0.01884	0.00725	0.0	0.09312	0.0533	0.23926	0.12204	0.96862	0.05693	0.0	0.0098	0.12255	0.01724	0.02539	0.01136	0.03504	0.01235	0.04938	0.0
chr10	120801913	120802124	0.0	0.0	0.94567	0.00585	0.00781	0.0	0.02193	0.05746	0.00493	0.00309	0.0	0.0	0.00415	0.02006	0.0034	0.0	0.0	0.02007	0.0	0.0	0.00758	0.00641	0.00709	0.01282	0.0	0.0	0.0	0.0	0.00546	0.0	0.0
chr12	25170203	25170253	0.00769	0.0	0.00926	0.0	0.0	0.01449	0.00803	0.0	0.00455	0.01512	0.0	0.0	0.01368	0.01111	0.00983	0.11565	0.9288	0.23944	0.00476	0.02778	0.0	0.04321	0.01333	0.01111	0.0	0.01724	0.0	0.01235	0.96212	0.94796	0.0
chr7	403585	403752	0.00741	0.92942	0.03503	0.00794	0.00962	0.0	0.02255	0.02265	0.02103	0.00189	0.0	0.01734	0.00432	0.0	0.00624	0.0	0.0	0.14948	0.0	0.0	0.0	0.0	0.01258	0.02128	0.0	0.0	0.0	0.0317	0.0	0.00667	0.03705
chr15	58833989	58834172	0.0	0.0	0.00521	0.0	0.9006	0.15312	0.00237	0.0	0.00361	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.00813	0.13138	0.00196	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	95960856	95960949	0.22603	0.0391	0.01754	0.0	0.0	0.0	0.03866	0.0026	0.03218	0.08169	0.16296	1.0	0.14473	0.01042	0.00794	0.21865	0.21229	0.23042	0.00476	0.0	0.03114	0.0	0.0	0.04167	0.01316	0.0619	0.13049	0.0	0.14699	0.26401	0.0
