chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr7	10928621	10928686	0.04863	0.8627	0.96445	0.99074	0.02209	0.04029	0.0953	0.91632	0.92802	0.00604	0.0	0.01688	0.02374	0.0101	0.09334	0.19269	0.02555	0.94501	0.21472	0.24379	0.16781	0.04713	0.04219	0.03704	0.0	0.0	0.0	0.03203	0.00877	0.06971	0.01993
chr11	46645657	46645774	0.0	0.0	0.01282	0.0	0.0	0.02381	0.004	0.00893	0.0	0.0	0.03846	0.0	0.2216	0.0	0.95248	0.13089	0.0	0.04188	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.02848	0.0
chr6	5638712	5638959	0.005	0.00625	0.0	0.0	0.00658	0.0	0.02833	0.00182	0.0017	0.00278	0.00709	0.00469	0.00553	0.28692	0.00321	0.01389	0.01765	0.1035	0.0628	0.90213	0.0	0.01897	0.0	0.01736	0.0	0.0	0.00352	0.06667	0.0	0.01654	0.00379
chr9	132528339	132528375	0.0	0.0	0.0	0.0	0.0	0.0	0.01476	0.00298	0.02751	0.95337	0.10867	0.0	0.03752	0.04722	0.06033	0.04483	0.01607	0.11891	0.00357	0.0	0.03525	0.01961	0.01282	0.0	0.00595	0.01399	1.0	0.0202	0.0	0.0	0.13366
chr6	35759811	35759869	0.015	0.00556	0.00617	0.0	0.0	0.0	0.02501	0.00216	0.01622	0.02336	0.0202	0.01961	0.01049	0.00355	0.0	0.01768	0.00833	0.29108	0.00745	0.01515	0.98076	0.0	0.01075	0.03509	0.02782	0.02051	0.00543	0.0	0.01276	0.01919	0.01553
chr15	71630615	71630866	0.00417	0.00588	0.0	0.00741	0.0	0.0	0.03212	0.00145	0.00413	0.00463	0.01433	0.0	0.01044	0.9224	0.0	0.00521	0.00422	0.19271	0.00217	0.0	0.039	0.0	0.0	0.0	0.08232	0.01081	0.0	0.0	0.00457	0.01236	0.14977
chr9	101786601	101786692	0.04762	0.23327	0.0	0.0	0.0	0.0	0.0316	0.00156	0.01291	0.01665	0.148	0.01961	0.01661	0.0	0.00617	0.0	0.0	0.15238	0.0138	0.00893	0.0	0.01389	0.0	0.0	0.01136	0.0	0.0	0.96334	0.00775	0.02778	0.11313
chr7	129282071	129282117	0.02212	0.0	0.0	0.0	0.0	0.0119	0.00246	0.0	0.0	0.0	0.0	0.0	0.77718	0.0	0.0	0.01075	0.00833	0.04535	0.0027	0.00758	0.00658	0.0	0.07276	0.0	0.02083	0.01786	0.0	0.0	0.0	0.00877	0.0
chr2	9922078	9922123	0.16048	0.04038	0.0	0.01754	0.04911	0.0	0.03022	0.01102	0.04747	0.25379	0.03141	0.02778	0.0	0.00725	0.00505	0.14934	0.20893	0.3051	0.0	0.0	0.05843	0.0	0.01754	0.0	0.0	0.04286	0.20806	0.04287	0.95808	0.95432	0.0
chr13	53779830	53779860	0.01339	0.01111	0.02646	0.0	0.0125	0.01667	0.04092	0.01129	0.01061	0.01222	0.81693	0.0	0.01349	0.00694	0.10623	0.01498	0.01361	0.32063	0.004	0.0	0.04214	0.10123	0.07532	0.0	0.01714	0.03962	0.00833	0.01515	0.0101	0.04421	0.01719
