chr	start	end	adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
chr1	32314242	32314284	0.1160910910910911	0.016666666666666666	0.03925777381659735	0.9557749360613812	0.9200746965452847	0.9132882882882883	1.0	0.9961538461538462	0.9960000000000001	0.011363636363636364	0.0	0.038789428815004266	0.005714285714285714	0.05214864158829677	0.009259259259259259	0.13763349108176695	0.17203988807998832	0.029982363315696647	0.009259259259259259	0.0	0.007751937984496124	0.017844886753603295	0.02111734830259289	0.01936026936026936	0.0070921985815602835	0.0	0.8078762680906512	0.9736220871327254	0.009554655870445345	0.0	0.019230769230769232	0.011494252873563218	0.0	0.0	0.0	0.031746031746031744	0.0	0.0	0.2180672268907563	0.00641025641025641	0.01912087912087912	0.9912280701754387	0.0	0.009523809523809523
chr2	38959201	38959302	0.014472455648926236	0.0	0.017676767676767676	0.0	0.0	0.0	0.0	0.0032258064516129032	0.0	0.0	0.009259259259259259	0.0	0.021621621621621623	0.0898910875901212	0.0	0.024794960042892694	0.0	0.0	0.0	0.14202756308019468	0.012345679012345678	0.1955497783437087	0.9351118537024278	0.0	0.051762820512820516	0.040299453114579165	0.006954679439941046	0.10490763716570169	0.0	0.004098360655737705	0.011363636363636364	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.0	0.011363636363636364	0.014705882352941176	0.0044444444444444444	0.0	0.0	0.027380952380952377
chr9	100769817	100769975	0.23863313441318557	0.08081373646883165	0.0	0.11608641608641608	0.011994159365874009	0.005747126436781609	0.006535947712418301	0.02873850692265014	0.010545182633916432	0.018615554329840044	0.0	0.0	0.007703703703703704	0.01097646645591851	0.007575757575757576	0.04931623771270162	0.006476920270023718	0.02144082332761578	0.013488926532404794	0.0	0.012594161958568738	0.0	0.0	0.06007847487571386	0.013068448195030474	0.014547537227949598	0.017394176785614543	0.01584731625944461	0.11163453468131423	0.9393915467975895	0.0	0.005555555555555556	0.006535947712418301	0.007751937984496124	0.0043859649122807015	0.022727272727272724	0.004629629629629629	0.17399863203376542	0.05625	0.0	0.004166666666666667	0.006289308176100628	0.012960999175209145	0.0
chr8	37682690	37682798	0.0	0.0	0.16038011695906432	0.0	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.09314954051796158	0.0	0.0064516129032258064	0.020833333333333332	0.0	0.016354679802955664	0.07053589875008912	0.006172839506172839	0.016666666666666666	0.0	0.0	0.008771929824561403	0.18739387117870088	0.0	0.05315875613747955	0.11697171158903706	0.0	0.12123745819397992	0.002702702702702703	0.0	0.9091963984785015	0.012820512820512822	0.026153846153846156	0.0	0.11369327017734088	0.030303030303030304	0.028125	0.0	0.0	0.0	0.007407407407407407	0.07927854254690836	0.16699134199134202	0.12872730301515908
chr19	19101993	19102187	0.02652014652014652	0.009615384615384616	0.00425531914893617	0.0	0.0	0.0	0.0	0.0018181818181818182	0.0	0.005208333333333333	0.0	0.0	0.009916094584286803	0.013032042085126733	0.005555555555555556	0.045196098741347314	0.001763668430335097	0.9086423937628401	0.030570252792475012	0.011851851851851851	0.006535947712418301	0.006060606060606061	0.005002986857825568	0.2155425219941349	0.003703703703703704	0.015929064657878217	0.0016233766233766235	0.034042388088656096	0.019438043584671265	0.004807692307692308	0.0	0.0	0.011904761904761904	0.0	0.0	0.02012012012012012	0.015	0.007246376811594203	0.03636363636363636	0.0	0.03835164835164835	0.00546448087431694	0.005208333333333333	0.0
chr2	239189285	239189510	0.0	0.0	0.0	0.00625	0.0	0.0	0.0070921985815602835	0.010252560252560253	0.003125	0.0	0.0	0.9419191919191919	0.9623044092926799	0.0	0.0	0.005714285714285714	0.008175338036449147	0.015151515151515152	0.0	0.013333333333333334	0.0	0.0	0.0	0.0	0.0	0.05141358869129047	0.009615384615384616	0.14916580667354662	0.0	0.0	0.0078125	0.0	0.0	0.0	0.0	0.010101010101010102	0.007352941176470588	0.0	0.0	0.9689685314685315	0.0	0.0	0.030637254901960786	0.05501084911181337
chr11	3528304	3528376	0.018018018018018018	0.13744588744588743	0.0708830237862496	0.0	0.02149982800137599	0.0	0.02666666666666667	0.0	0.005263157894736842	0.042608695652173914	0.19973544973544974	0.0	0.028132678132678134	0.007751937984496124	0.0	0.16571045022043332	0.9281908957135173	0.021026906697638403	0.08471933471933472	0.069799095161414	0.043254688445251065	0.09803921568627451	0.06875140437300147	0.0854550907182486	0.005847953216374269	0.0847520908004779	0.017110366537361442	0.11055456171735241	0.004878048780487805	0.024871238818107887	0.0645467885013006	0.010101010101010102	0.0	0.008547008547008546	0.015625	0.038580246913580245	0.015625	0.08978328173374613	0.10477941176470588	0.0	0.21883468834688347	0.03776444788441693	0.10837577815506506	0.17870012870012872
chr14	98968779	98968844	0.0	0.10609243697478993	0.07106446776611694	0.0	0.02091503267973856	0.01075268817204301	0.0	0.009369369369369369	0.004	0.013888888888888888	0.041666666666666664	0.03968253968253968	0.044049187527448394	0.18342151675485008	0.011904761904761904	0.1360291755028597	0.056879221060507607	0.011111111111111112	0.0	0.011904761904761904	0.008771929824561403	0.013888888888888888	0.08093361218361218	0.04133118625872249	0.018518518518518517	0.9484722222222222	0.03149108075832214	0.4234126984126984	0.0	0.0	0.124964118530295	0.13398881819934452	0.11396316102198456	0.13924963924963926	0.036044973544973546	0.027777777777777776	0.06303197607545433	0.011494252873563218	0.07916666666666666	0.0	0.16591478696741854	0.0	0.9212983438989631	0.9876543209876543
chr22	42350929	42351104	0.010017421602787456	0.00641025641025641	0.010451612903225807	0.01675531914893617	0.0	0.0	0.022517730496453902	0.005332787779596291	0.012048024570710596	0.0	0.0	0.011003757380568975	0.009609695503652977	0.8579967371737173	0.004901960784313725	0.010386841303685654	0.23330791838327658	0.007933324156555824	0.009023840009755502	0.0	0.004166666666666667	0.0	0.006845238095238095	0.0045662100456621	0.02095867095867096	0.05601337309117196	0.0023584905660377358	0.238691572676642	0.020188449629480045	0.0078125	0.03294720666044195	0.0045045045045045045	0.019437877593905962	0.011111111111111112	0.00423728813559322	0.006535947712418301	0.008931419457735247	0.015255139721415935	0.017549261083743842	0.016261971353504535	0.05141306154001764	0.0	0.010802469135802469	0.02085313060922817
chr3	129363591	129363693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037037037037037034	0.0	0.0	0.0	0.0	0.006060606060606061	0.0	0.0	0.0	0.024401473039067218	0.0	0.0	0.0	0.0	0.0	0.0	0.013888888888888888	0.7607433217189316	0.26285714285714284	0.009868421052631578	0.19054109308981873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005952380952380952	0.0	0.0	0.015873015873015872	0.026356395921613315
chr8	6900956	6901008	0.03125	0.020833333333333332	0.0	0.0125	0.0	0.0	0.011494252873563218	0.006477732793522267	0.005263157894736842	0.0	0.0	0.06600138600138601	0.09499521072796935	0.06930006930006931	0.9166666666666666	0.10022824919441461	0.0366147069776102	0.0	0.04273504273504273	0.2828798185941043	0.05615942028985507	0.20923520923520922	0.07483655836916707	0.006944444444444444	0.017543859649122806	0.0	0.014221813725490196	0.20155982905982905	0.0	0.0	0.11122337280275225	0.11158547710271849	0.010101010101010102	0.027777777777777776	0.0	0.0	0.0	0.014492753623188406	0.0	0.02589689722042663	0.28337570992743405	0.0	0.011111111111111112	0.013888888888888888
chr1	227174071	227174292	0.03299962921764924	0.0	0.053718855963438006	0.0	0.01075268817204301	0.0	0.004975124378109453	0.0	0.002	0.8394897248345525	0.08348108747044918	0.011494252873563218	0.014280621339444868	0.0	0.0	0.011963659922843595	0.021352469180246556	0.00581866019024489	0.0	0.0	0.0	0.0	0.0030303030303030303	0.0	0.004901960784313725	0.25468611847922196	0.0	0.1199939246063243	0.2699172723025409	0.1318600154585051	0.0	0.0	0.007751937984496124	0.0	0.0	0.0	0.049007444168734496	0.006802721088435374	0.18297504324190758	0.005434782608695652	0.011082404468393986	0.0	0.024266201685556526	0.00546448087431694
chr10	34922257	34922356	0.0	0.0	0.02	0.016666666666666666	0.0	0.0	0.016666666666666666	0.004545454545454545	0.0	0.0	0.0	0.2273338220918866	0.07397186147186148	0.17361111111111108	0.21031746031746032	0.012755102040816325	0.027709694989106755	0.015151515151515152	0.0	0.025641025641025644	0.0	0.012820512820512822	0.037047511312217195	0.023809523809523808	0.027777777777777776	0.06527777777777778	0.01138663967611336	0.16161616161616163	0.0	0.0	0.0	1.0	0.9604700854700855	1.0	0.016666666666666666	0.0	0.15802675585284282	0.11919191919191918	0.0	0.017857142857142856	0.0	0.0	0.0	0.015873015873015872
chr2	25044497	25044736	0.0	0.0	0.8200755950878301	0.0	0.0	0.0	0.0	0.0	0.0	0.033428165007112376	0.0	0.0	0.0	0.0	0.0	0.004329004329004329	0.0	0.0	0.0	0.0	0.0	0.005555555555555556	0.002777777777777778	0.0	0.006410256410256411	0.049161839802233896	0.0	0.010891523935002196	0.0036774628879892037	0.0	0.011766334440753045	0.0	0.0	0.0	0.0	0.007575757575757576	0.24455996131528046	0.0	0.0	0.0	0.004878048780487805	0.0	0.1912443399512365	0.12768184196755625
chr2	10230426	10230506	0.053968253968253964	0.0	0.0	0.06671679197994987	0.20276342015472448	0.04074074074074074	0.025641025641025644	0.027477785372522212	0.012539184952978056	0.08995906054729584	0.0	0.0	0.0	0.009259259259259259	0.0	0.05630952380952381	0.01379045834690996	0.0	0.04384504384504384	0.8196248196248197	0.07407407407407407	0.9895833333333334	0.06041666666666667	0.017543859649122806	0.21596085074345947	0.0	0.06262921282571385	0.2986111111111111	0.008333333333333333	0.010416666666666666	0.025925925925925925	0.0	0.06587301587301587	0.0196078431372549	0.9263888888888888	0.0	0.013888888888888888	0.037545787545787544	0.0	0.0	0.2510869565217392	0.0	0.013333333333333334	0.06135531135531135
chr16	15744702	15745119	1.0	1.0	1.0	1.0	1.0	1.0	0.9942528735632185	0.9980392156862745	1.0	1.0	1.0	1.0	1.0	1.0	0.9942528735632185	1.0	0.9989212513484359	0.9979423868312757	1.0	0.9856283634061412	1.0	0.9941520467836257	0.6821962564841945	0.9954954954954954	0.9864785420340976	1.0	0.9975	1.0	0.31137880512712957	0.9912790697674418	0.9973404255319149	0.9050870881856797	0.850462962962963	0.9153439153439153	0.9850295381310419	0.9895833333333334	1.0	1.0	0.9531286077118448	1.0	0.9961538461538462	0.9515706592594148	1.0	1.0
chr11	33894337	33894465	0.0	0.0	0.0	0.02126642771804062	0.14662866737363026	0.06084656084656084	0.007407407407407408	0.012937062937062937	0.023279220779220778	0.0	0.0	0.018328445747800588	0.04447772364332056	0.0	0.0	0.012538848997963776	0.02332619434282621	0.020833333333333332	0.01641641641641642	0.0	0.026719576719576716	0.0	0.019647306881349434	0.007936507936507936	0.0	0.0	0.05509416740674391	0.8949450549450549	0.003125	0.011363636363636364	0.056878306878306875	0.0	0.0	0.0	0.0	0.03251231527093596	0.0	0.0	0.013888888888888888	0.03006096303793672	0.019528619528619527	0.010101010101010102	0.006802721088435374	0.015503875968992248
chr17	74406768	74406824	0.0	0.0	0.02222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005714285714285714	0.0	0.15829897323955047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.005263157894736842	0.0	0.008064516129032258	0.04888888888888889	0.056666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.009259259259259259	0.0	1.0	0.0	0.0
