chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr2	202125427	202125535	0.06994	0.99	1.0	1.0	0.01562	0.0	0.06545	0.98172	0.99175	0.00463	0.0	0.0	0.00444	0.0	0.02847	0.04002	0.00813	0.86336	0.01037	0.02152	0.00862	0.01587	0.0	0.0	0.0	0.00781	0.0	0.0	0.06151	0.01282	0.0
chr19	48387850	48387977	0.00769	0.0	0.01042	0.0	0.0	0.0	0.01796	0.0129	0.00435	0.00786	0.0	0.0	0.00476	0.0	0.95824	0.01418	0.0	0.13826	0.0	0.0	0.02014	0.0	0.0	0.03885	0.0	0.0	0.03498	0.01919	0.02109	0.0	0.00854
chr21	45644734	45645108	0.0037	0.0	0.00402	0.00654	0.0	0.0	0.0177	0.00176	0.02682	0.01851	0.03101	0.00483	0.0241	0.0	0.00242	0.01299	0.02138	0.21468	0.06758	0.8852	0.01765	0.01921	0.0	0.03693	0.01105	0.0	0.02246	0.0	0.00417	0.00383	0.00249
chr5	177768752	177769022	0.00455	0.00588	0.1187	0.0331	0.0	0.0	0.01382	0.02276	0.07923	0.98044	0.0	0.0	0.00758	0.0	0.01854	0.0	0.0	0.19918	0.0	0.0	0.07905	0.05976	0.02645	0.01852	0.01356	0.0	0.9959	0.0	0.0045	0.0	0.0
chr10	118306822	118307338	0.0	0.008	0.0	0.01098	0.0	0.00483	0.03069	0.01384	0.0078	0.00322	0.0	0.01852	0.0124	0.0	0.01994	0.0	0.0	0.23102	0.0	0.0	0.9819	0.02888	0.01688	0.0117	0.03506	0.0	0.0	0.0	0.0	0.0089	0.0
chr17	79579232	79579240	0.00526	0.0	0.0	0.0	0.01042	0.01149	0.00843	0.00125	0.00172	0.00333	0.0	0.0	0.0	0.90426	0.0	0.00855	0.0	0.01515	0.09329	0.20889	0.0	0.01802	0.04056	0.01282	0.0	0.09023	0.00658	0.01042	0.01389	0.01075	0.0049
chr9	89866001	89866243	0.0303	0.0125	0.00877	0.0	0.0	0.0	0.00821	0.00902	0.00279	0.00238	0.0	0.0	0.00309	0.0	0.0	0.0	0.0049	0.2056	0.0	0.0	0.0	0.00794	0.00952	0.02102	0.00833	0.0	0.0	0.94974	0.0	0.0	0.0
chr12	10351094	10351200	0.0	0.0	0.0	0.0	0.0	0.03035	0.01233	0.00125	0.0	0.0	0.0	0.0	0.84276	0.00505	0.0	0.00585	0.0	0.2133	0.0	0.0	0.17424	0.04816	0.0	0.04191	0.0	0.00862	0.03299	0.00775	0.0	0.0	0.0
chr8	41550980	41551223	0.25315	0.04289	0.00794	0.0	0.01042	0.14068	0.07497	0.00302	0.02669	0.01938	0.02629	0.0	0.0161	0.00995	0.01186	0.04648	0.18315	0.01179	0.01879	0.0	0.01715	0.0199	0.0	0.01235	0.0	0.09123	0.04298	0.01754	0.98582	0.951	0.05531
chr11	15772363	15772401	0.0	0.0	0.0	0.0119	0.0	0.0641	0.01823	0.01121	0.0	0.0	0.86024	0.0	0.0	0.0	0.0	0.00877	0.0	0.189	0.09651	0.01985	0.0	0.02095	0.0	0.01282	0.0061	0.02047	0.0	0.0098	0.0404	0.00855	0.0
