chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr19	2463140	2463284	0.97447	0.01059	0.02179	0.00877	1.0	1.0	0.95186	0.05405	0.00724	1.0	0.99444	1.0	1.0	0.94142	0.95457	1.0	1.0	0.06127	0.98773	0.97349	0.99457	0.99048	0.96849	0.98246	1.0	1.0	1.0	1.0	1.0	1.0	0.98954
chr22	28289295	28289398	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00184	0.00278	0.00323	0.0	0.0	0.0	0.09806	0.9126	0.0	0.0	0.02587	0.01338	0.03571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00758
chr14	64438895	64438934	0.0	0.01333	0.01389	0.0	0.0	0.0	0.00825	0.01261	0.00635	0.00595	0.01389	0.01389	0.01818	0.90045	0.00617	0.0	0.00498	0.30626	0.00455	0.01562	0.0119	0.91829	0.98551	0.98413	0.0	0.0	0.0	0.0	0.0	0.01149	0.0
chr1	223968086	223968438	0.0	0.0	0.0	0.0	0.00532	0.0	0.01951	0.0	0.0	0.0	0.00383	0.00483	0.00306	0.01287	0.0	0.0	0.0	0.00904	0.08154	0.91007	0.00325	0.0	0.00725	0.0	0.0	0.00305	0.00291	0.0	0.0	0.0068	0.00172
chr9	33783836	33783867	0.03529	0.12719	0.02083	0.0	0.06562	0.26264	0.13245	0.0025	0.0194	0.0377	0.2859	0.25926	0.12802	0.01799	0.04864	0.08	0.06534	0.2272	0.25535	0.07634	1.0	0.0	0.02381	0.01961	0.15284	0.0859	0.01316	0.14264	0.18172	0.31501	0.216
chr7	65937750	65937991	0.0	0.0	0.03801	0.0	0.0	0.0	0.00225	0.02655	0.00192	0.89425	0.0	0.0	0.0	0.00918	0.0	0.0	0.0	0.11536	0.00798	0.00806	0.00714	0.0	0.01709	0.0	0.01087	0.0	0.06199	0.0	0.0	0.0	0.0
chr9	128200243	128200568	0.04917	0.0125	0.0	0.0	0.00735	0.01418	0.05309	0.00202	0.00496	0.00572	0.0	0.10227	0.02312	0.062	0.00253	0.15359	0.19353	0.19413	0.0025	0.0	0.01687	0.00641	0.0	0.00855	0.01189	0.0	0.00847	0.98639	0.01533	0.04649	0.11744
chr3	185268600	185268744	0.0	0.00426	0.0	0.00855	0.0	0.00585	0.0083	0.00619	0.00653	0.00837	0.0	0.0	0.75091	0.00347	0.00321	0.07433	0.00654	0.16622	0.0	0.0	0.00397	0.0	0.02299	0.0	0.01	0.03177	0.0	0.0	0.00476	0.01659	0.01036
chr6	7455747	7456045	0.00256	0.01043	0.00333	0.00973	0.00417	0.00498	0.02309	0.00235	0.01071	0.00404	0.00337	0.0	0.00131	0.0	0.0	0.00362	0.01204	0.2165	0.00351	0.0	0.00245	0.00444	0.0	0.0	0.0	0.00667	0.0	0.0	0.98372	0.78649	0.00249
chr10	99565881	99566076	0.01709	0.0	0.0	0.01449	0.0	0.01042	0.09134	0.00297	0.00403	0.0125	0.87219	0.04381	0.01828	0.0	0.00388	0.00901	0.05881	0.24758	0.02908	0.0	0.0049	0.0	0.01042	0.0	0.02592	0.05199	0.0	0.0	0.01852	0.02381	0.00725
chr7	149114341	149114543	0.0	0.0	0.00667	0.0	0.0	0.0	0.00726	0.00562	0.00222	0.10753	0.0	0.0	0.20762	0.0	0.0	0.9621	0.21435	0.09184	0.00152	0.0	0.00581	0.08	0.41771	0.24056	0.00893	0.0	0.00543	0.0	0.02123	0.00595	0.0
chr11	133071916	133072111	0.01	0.0	0.01869	0.0	0.00893	0.01961	0.05533	0.00367	0.00868	0.02302	0.22987	0.97054	0.00451	0.00595	0.07494	0.0	0.0	0.30127	0.02381	0.25494	0.14673	0.01481	0.01961	0.00926	0.0	0.00714	0.0	0.0	0.0	0.03419	0.01398
chr12	104667088	104667242	0.04056	0.01053	0.0	0.0	0.84967	0.18002	0.02365	0.00278	0.02887	0.08429	0.04274	0.01404	0.03939	0.06061	0.00992	0.0	0.00383	0.19514	0.0	0.0	0.04578	0.01282	0.0	0.01587	0.02103	0.01224	0.0286	0.0	0.0	0.00629	0.01111
chr7	114414117	114414172	0.0	0.01333	0.01149	0.0	0.0	0.0	0.00844	0.02425	0.00426	0.01432	0.0	0.02262	0.02786	0.0	0.02228	0.03419	0.0	0.31206	0.0	0.0	0.09217	0.01449	0.0443	0.03116	0.03083	0.00862	0.8981	0.0	0.0	0.0	0.0
chr8	101501006	101501233	0.67409	0.01245	0.00641	0.00952	0.0	0.01333	0.01371	0.01197	0.0133	0.02968	0.00877	0.01093	0.09525	0.00309	0.00282	0.15796	0.67417	0.14916	0.00444	0.00439	0.06047	0.0117	0.01484	0.0	0.00481	0.18592	0.0	0.06167	0.05619	0.12826	0.00923
