chr	start	end	adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
chr9	133325991	133326128	0.02434502068976246	0.13663003663003664	0.19678668654154427	0.032198385508668416	0.056691778587483956	0.01571348402636772	0.0636135191284886	0.05255609250591734	0.0428610991163464	0.013531646934131853	0.0	0.0142849854785161	0.0	0.04052985648882136	0.09306401699443609	0.060997597895968765	0.011587270894409217	0.12286236098585522	0.024898826298344695	0.07861926864683835	0.015466271692036859	0.023729346229343768	0.11276461656791303	0.07799998184066805	0.012223801669868112	0.027863379761215723	0.05889090153123587	0.0550191907669722	0.046160125986967664	0.009622504486493762	0.0	0.01346870059402948	0.010854957459979947	0.0266832747617565	0.009213036210472765	0.03256707358786319	0.040506016838687826	0.02735090675303787	0.05971087366436204	0.0	0.03829336502002194	0.0	0.0	0.008127664151569512
chr6	99950539	99950611	0.018856180831641266	0.0013736263736263757	0.019047619047619046	0.015384615384615385	0.0277296776935901	0.019366513054180398	0.017459426695964134	0.01779205009731348	0.015789473684210523	0.027063293868263706	0.0	0.0	0.03741720538708371	0.0	0.0	0.09443516047803349	0.019824638469646497	0.08146219516428678	0.0	0.023570226039551587	0.027272496338733975	0.0	0.0	0.0364064677664694	0.01122391716169123	0.0	0.011404100478726682	0.013094570021973107	0.0	0.0	0.05607237861517676	0.024282140155846753	0.023570226039551587	0.0	0.013121597027036948	0.10475656017578482	0.0	0.024820650297902987	0.019230769230769232	0.020833333333333332	0.04222918984010232	0.0	0.03771236166328253	0.026937401188058957
chr17	67573393	67573590	0.0	0.00909090909090909	0.025000000000000005	0.04522807728378762	0.0	0.0	0.009030099651970509	0.0073170731707317095	0.00983338540111738	0.018042195912175808	0.01002988342108578	0.0	0.0	0.0	0.0	0.05989309450041146	0.0070475925821825375	0.0	0.0	0.07715262381025406	0.0	0.0656517390729054	0.015808080737332326	0.0	0.007142492739258056	0.008127664151569514	0.045395990495300055	0.007582520894110404	0.005555555555555556	0.0	0.010739018202382995	0.018856180831641266	0.0	0.0	0.0	0.0	0.0	0.01122391716169123	0.0	0.0	0.03355900929877013	0.00841120082507414	0.0	0.020660959165523983
chr22	19620071	19620129	0.010618594669250433	0.02040816326530612	0.035294900871771964	0.03400680204068023	0.0	0.0	0.017156152079668183	0.014349559712603667	0.007894736842105263	0.1546446191116709	0.0266270797671897	0.013468700594029479	0.02500658886230176	0.018856180831641266	0.004923886004226628	0.05285652039115789	0.021297570330288583	0.0	0.029944309434917223	0.04290683369032649	0.019366513054180398	0.02844427106482546	0.028551744498426228	0.010713739108887083	0.017449833191653587	0.04808792587585276	0.015269843220709931	0.08316498490370669	0.07339916962402965	0.02251060706768157	0.04760861346172205	0.015330084122380128	0.01052038357616212	0.014702485444187263	0.023514464839982537	0.03990414314278264	0.09646813126361653	0.03142696805273544	0.03571428571428571	0.0374417891926634	0.07402034090500094	0.01149767123880565	0.0656478241046159	0.014616388598307115
chr10	1088606	1088693	0.013468700594029479	0.0125	0.0	0.0	0.0552686812378737	0.04078570283641545	0.0	0.00909090909090909	0.0	0.0	0.01473139127471974	0.0	0.0	0.0	0.0	0.02090835377212867	0.008766766590807367	0.0	0.0	0.0	0.0	0.0	0.013275585415099714	0.0	0.0	0.009428090415820633	0.0486640359423259	0.03783654960797294	0.0186443009374417	0.008660254037844387	0.0	0.010713739108887085	0.01274066272408194	0.017459426695964134	0.0	0.0	0.0	0.0	0.010416666666666657	0.0	0.03428571428571428	0.0	0.01208729540489825	0.0
chr15	44197814	44198149	0.016540509501439708	0.011363636363636364	0.0	0.0	0.006043647702449125	0.0	0.017459426695964134	0.017485952413718378	0.01651460694072876	0.0	0.04143060926373158	0.008417937871268422	0.007547169811320754	0.0	0.008570991287109666	0.02687883899645027	0.012232134941054214	0.010647942749998997	0.009620500424306767	0.0	0.024810764252159563	0.005679572539650984	0.02377784777620622	0.019620192398004548	0.0	0.09565977271737039	0.00842909063973269	0.012859387032732409	0.024575254500473147	0.03248651291828121	0.025521233747143476	0.008729713347982067	0.02142747821777417	0.02333183688846924	0.01132344237577254	0.008949856402812411	0.011068865857745611	0.0	0.00909090909090909	0.0	0.01891302255445514	0.0	0.013663899153363246	0.09531334242110626
chr10	125017603	125017778	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.005555555555555554	0.0	0.011395071102426825	0.0	0.007989907132051385	0.0	0.09679708144993815	0.0	0.039793296284938245	0.011966324659409302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007810858890854701	0.010239452536958323	0.14383764266202137	0.012735667702712332	0.0	0.008270254750719854	0.0	0.023029552584995092	0.00883699391616774	0.0	0.03404194716326706	0.0	0.0	0.0	0.11277434058468257	0.0	0.01274066272408194	0.009065471553673687
chr17	47496663	47496701	0.0	0.0	0.01818181818181818	0.0	0.0	0.0	0.020495848730044855	0.0	0.029629251795876842	0.0	0.0	0.0	0.0	0.0	0.0	0.023503095385029187	0.02567953810783514	0.014907119849998597	0.0	0.0	0.0	0.017459426695964134	0.028260111169189847	0.0	0.06592752519906092	0.08128751690011349	0.022165661462390525	0.07423814436338401	0.01111111111111111	0.0	0.06247448458762822	0.05460945093029378	0.04350297192021007	0.07427478754569172	0.11161507533246645	0.0	0.0	0.0	0.0	0.041239304942116126	0.05220257187749405	0.0	0.0	0.011785113019775794
chr12	51844686	51844830	0.0044928583359849054	0.0	0.05317352390386461	0.0	0.0	0.0	0.0	0.0	0.0	0.09825764033699827	0.017459426695964134	0.0	0.0	0.1267471895622654	0.012921251895320897	0.06923661397546557	0.0	0.011646187382811406	0.029857222479762927	0.054320902100138756	0.020884932321775906	0.03760907845723675	0.0	0.0	0.0	0.0	0.0	0.03405222954203108	0.09906049067833252	0.0	0.0	0.0	0.04099169746008971	0.0	0.0	0.0	0.0	0.010677092171251087	0.045112781954887216	0.012371791482634837	0.11575070676092802	0.07127277989947792	0.012405382126079782	0.01386483884679505
chr3	9908695	9908896	0.007857124571164349	0.0	0.0234425621255072	0.014500425706820207	0.010761788677888792	0.01002988342108578	0.01902260094538319	0.016910485638658043	0.029709670629917504	0.08526929011911594	0.08604277930200403	0.0	0.0	0.0	0.011449596299327751	0.011305770905065453	0.01638618357639604	0.041408666249996104	0.00785674201318386	0.00785674201318386	0.0	0.008417937871268422	0.0	0.009856027299966116	0.04525294161151628	0.014965222882254972	0.00472455591261534	0.03096558366675794	0.013991124863087775	0.010309826235529031	0.01993192725951612	0.0	0.0	0.0	0.0	0.026937401188058957	0.0	0.013204805310473728	0.013513513513513514	0.0	0.014285714285714285	0.0	0.0	0.017994933468938077
