chr	start	end	adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
chr1	32670675	32670859	0.0109755534907962	0.008984725965858031	0.037154136839928	0.013015980756970637	0.004213367538738192	0.03756805227978496	0.016835875742536845	0.01961371204539174	0.015494910523560803	0.009347427095237521	0.0	0.013279000585662847	0.0	0.0053568695544435364	0.0	0.1721507584164726	0.005394183889016041	0.023479583170917792	0.042340236451528845	0.014276563205654593	0.013910566761780317	0.011091871077436052	0.013197271875545234	0.014152004924318817	0.005356869554443537	0.0	0.12404009256684644	0.05227951764811685	0.021559452709474007	0.008790405796092686	0.03189062298418652	0.009690547352607765	0.008894424920585502	0.0	0.0	0.0584121454434149	0.0	0.035029978390211436	0.08908045977011497	0.0	0.036914689903745065	0.0	0.0	0.01729829062312459
chr4	39412599	39413029	0.02162463285006001	0.0004409171075837742	0.045431845599494265	0.009856479635392863	0.00648386761780257	0.009243225897863366	0.007375185271506077	0.014053341170529077	0.017106233709090545	0.008170050979098478	0.007552474371026454	0.0048598404205261	0.004395604395604396	0.004576742920301278	0.005862116278276144	0.034702113346208804	0.008769944282287485	0.03857339709453348	0.014622799203791467	0.005123962182511214	0.009620500424306767	0.0	0.09193521694048264	0.00972115295663112	0.0	0.0058251599905301725	0.03532944922537021	0.05118680550968463	0.00710689540942446	0.007732369676646773	0.05631720999315886	0.0050149417105428895	0.006122136633649762	0.010247924365022427	0.009118079117962074	0.02085578765987923	0.013121597027036948	0.006679404087416897	0.011235955056179775	0.0	0.03427604281022716	0.009784784131696788	0.001475678638271072	0.04237963732987368
chr11	61404281	61404334	0.011356677787312778	0.013157894736842105	0.0	0.0	0.0	0.0	0.013094570021973102	0.01231242702150066	0.0	0.012028130608117204	0.0	0.0	0.010810810810810811	0.0	0.0	0.037089909350945784	0.00654728501098655	0.010647942749998997	0.0	0.013749298523071756	0.0	0.0	0.0	0.0	0.0	0.007142492739258056	0.0	0.048184096709498095	0.10331376687733008	0.03608439182435163	0.01944069141861365	0.02946278254943948	0.0	0.0	0.0	0.011074614270376024	0.0	0.0	0.06736111111111111	0.010814984904240023	0.016102866620262286	0.0	0.0	0.0
chr17	1036232	1036398	0.010962895832349573	0.030000000000000002	0.023043648514652973	0.011428571428571429	0.0	0.0	0.011951360315903341	0.01132075471698113	0.020870152009647785	0.0	0.026937401188058957	0.008894424920585503	0.010526315789473682	0.034597484203767834	0.010247924365022427	0.023107703092698405	0.07066817244091887	0.07777545472939901	0.008127664151569514	0.03386160781182636	0.00736569563735987	0.0076759794128154	0.06723883531589428	0.001358385805596301	0.010602541354850841	0.009243225897863366	0.013882877359355237	0.08026528702392965	0.013200428898428714	0.01396815167394256	0.038117172340831056	0.019923277551753788	0.01002988342108578	0.0	0.0	0.0182032338832347	0.03863359044727587	0.011785113019775794	0.03260869565217391	0.0	0.0361004766711483	0.03851091196969342	0.02894095763125197	0.013103402974499816
chr4	8607829	8607952	0.010551058875589572	0.0	0.008333333333333333	0.047859003623309554	0.0	0.0	0.010029883421085779	0.011166989967103054	0.007142857142857143	0.0	0.0	0.023768295165934337	0.09366417874470168	0.009428090415820633	0.013027034693555404	0.02647068067555351	0.013303336256917243	0.00776412492187427	0.007793140788809255	0.016835875742536845	0.011078543001098536	0.0	0.009594897467538228	0.009065471553673687	0.026996521214864268	0.0	0.028879775674383452	0.03873922101494328	0.0	0.0	0.02184520413920251	0.030781559741166187	0.01420546415403043	0.02330682755660347	0.0	0.0	0.012653183331004372	0.0	0.0	0.10986002003332988	0.04630070391662751	0.0	0.009465836082622517	0.015706043929347237
chr12	117337110	117337127	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09525752960116624	0.0021944428280823336	0.02691746970091404	0.007856742013183862	0.0	0.0	0.051812861036503954	0.0	0.027789675306691422	0.0	0.0	0.0	0.0	0.0	0.07358883159882666	0.008571428571428574	0.0	0.0	0.0	0.01473139127471974	0.0	0.0	0.0	0.0	0.01208729540489825	0.0	0.0	0.015384615384615385	0.10633778951516198	0.0	0.02059279282590899
chr4	173952916	173952981	0.02244783432338246	0.0	0.017391304347826087	0.07092721861007416	0.0	0.09428090415820635	0.02946278254943948	0.03587043349822158	0.07213049121019034	0.0	0.0	0.09428090415820635	0.0	0.023570226039551587	0.0277296776935901	0.03493904754101452	0.09450312429969641	0.01552824984374854	0.0	0.0	0.0	0.0	0.013802888749998703	0.0277296776935901	0.11981531570105387	0.0	0.013228756555322956	0.14519694249865833	0.0	0.0	0.0	0.042017558247577	0.08860519174076363	0.07151152704688035	0.0	0.0	0.018042195912175804	0.024810764252159563	0.0	0.0	0.09551799341587106	0.0	0.0	0.0
chr2	131823136	131823277	0.010713739108887083	0.0	0.010810810810810811	0.0	0.0	0.0	0.0	0.0	0.0	0.03149749442639101	0.019641855032959652	0.021413869147987367	0.022943484970193644	0.12478354962115543	0.011807949521199878	0.03678571119355143	0.010866100284251614	0.0	0.06663137180863064	0.05652657805622597	0.013608276348795434	0.02252784618517217	0.019036279357158695	0.0	0.03288868749704872	0.024547173902245253	0.0	0.01087924230088157	0.024623986701521047	0.012735667702712332	0.0	0.02116691228857925	0.05761140642493765	0.0277296776935901	0.014813345377067532	0.018822381534708447	0.023757525004062245	0.0	0.0	0.00913738025570564	0.1212371549170356	0.02424183701620309	0.0017033759549535416	0.04307478255487763
chr3	140797572	140797624	0.0	0.023809523809523808	0.02222222222222222	0.01818181818181818	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01249739664685295	0.017958267458705972	0.0	0.0	0.0	0.01571348402636772	0.0	0.008666930145348022	0.0	0.07526246942295269	0.0731364615561091	0.017475324907965276	0.0029973297701726487	0.0	0.0	0.0	0.01571348402636772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03636363636363636	0.021387085061022403	0.0	0.01571348402636772
chr9	130927051	130927107	0.010029883421085779	0.0	0.011428571428571429	0.0	0.012520439716423177	0.0	0.0	0.0	0.0	0.09072008780837389	0.03626188621469475	0.0	0.0	0.0	0.016545030608632973	0.014580296087995107	0.008493775149387959	0.08672803895476597	0.01149767123880565	0.0	0.0	0.009820927516479826	0.006109475348360082	0.010475656017578482	0.0	0.025460763906063347	0.009831488208482593	0.01725765576943361	0.19796965849976705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011102889792108188	0.0	0.006130268199233716	0.0	0.0	0.026760112562163183	0.02424585971671945	0.02023374772338739
chr7	6448709	6449215	0.01355411839960609	0.00035580857498665637	0.021725670025908708	0.017894301664482182	0.00700438635652553	0.017424686357158214	0.004029098468299417	0.01032408329023125	0.009602877671727796	0.01246708618801959	0.02677852684829481	0.013586162814703819	0.008261018085078618	0.005818327350620685	0.00962701237637575	0.010229119995280814	0.03586030511373057	0.03323313137150737	0.01655352830759879	0.006281226263646083	0.009276135743127167	0.004063832075784756	0.006224152574633483	0.02429126761465236	0.0659207414979374	0.09012035528481215	0.017427743109666816	0.011452886356571892	0.03327680460047202	0.009983619555033558	0.005337467074957769	0.016070608663330627	0.017719036007229353	0.024972967058046917	0.009289134434828197	0.044009378946448165	0.03795967509195446	0.011266806176218913	0.037524975024975024	0.045371447106906306	0.018732350405867286	0.005545935538718019	0.0638425223077061	0.03697903453090769
chr11	130496174	130496253	0.0	0.0	0.0	0.0	0.05237828008789241	0.0	0.0	0.0	0.019999999999999997	0.0	0.0	0.0	0.021052631578947364	0.0	0.0	0.0	0.029368125184559557	0.0	0.020495848730044855	0.0	0.0	0.0	0.02018610783467301	0.0	0.045830995076905856	0.0	0.0	0.15190986127697187	0.07536207011288425	0.027063293868263706	0.0	0.07194450153510339	0.04375088732418313	0.02049584873004484	0.0	0.0	0.06360630748323272	0.0	0.0	0.0	0.0	0.0	0.0	0.0
