chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr16	68269136	68269455	0.95449	0.00743	0.00427	0.0	0.96542	0.99667	0.17033	0.02512	0.00337	0.99301	0.98667	1.0	0.99568	0.0482	0.95361	0.98455	1.0	0.0	0.22681	0.09258	0.99859	0.98081	0.98606	0.96241	0.9949	0.97236	1.0	0.97438	1.0	0.96372	0.94412
chr9	135942128	135943056	0.01963	0.00549	0.0061	0.00344	0.00234	0.0	0.01212	0.00037	0.01077	0.00439	0.0	0.0	0.00331	0.01035	0.0	0.00578	0.0447	0.14716	0.00159	0.00368	0.97119	0.00253	0.00337	0.01496	0.02519	0.01619	0.00387	0.00567	0.0203	0.01514	0.0013
chr5	32229751	32229932	0.00364	0.0	0.02436	0.0	0.026	0.03547	0.01687	0.0102	0.0017	0.00203	0.0	0.01452	0.00998	0.03621	0.92083	0.03433	0.01434	0.06541	0.01308	0.02977	0.02926	0.00617	0.02075	0.03349	0.0	0.00943	0.00676	0.00433	0.01814	0.06916	0.00525
chr16	449680	449814	0.00741	0.0	0.0	0.0	0.00962	0.0	0.02412	0.01393	0.00377	0.01778	0.0	0.0	0.03372	0.04587	0.0	0.0365	0.04461	1.0	0.01292	0.0	0.00424	0.0	0.0	0.0275	0.01471	0.025	0.02658	0.01042	0.06228	0.09797	0.00595
chr2	74848024	74848231	0.03125	0.0151	0.0	0.0	0.0	0.02469	0.02248	0.0	0.00122	0.00204	0.0	0.0	0.00198	0.0	0.00298	0.00667	0.0	0.10313	0.00419	0.0	0.0	0.01888	0.02012	0.00833	0.0	0.00714	0.005	0.97257	0.01467	0.00794	0.00427
chr1	53164855	53164932	0.02395	0.0	0.0	0.02381	0.00735	0.0	0.00273	0.00436	0.00109	0.96302	0.00877	0.02024	0.01061	0.0	0.0	0.0	0.0211	0.01626	0.0	0.0	0.0	0.0	0.0	0.0119	0.0	0.01271	0.95942	0.01075	0.00629	0.0	0.0
chr14	74297801	74298075	0.0	0.0	0.0	0.0	0.00833	0.0	0.00099	0.00595	0.0	0.00278	0.0	0.0	0.0	0.84816	0.0	0.0	0.0	0.07652	0.0	0.0	0.0	0.0	0.0119	0.0	0.0	0.0	0.01325	0.0	0.0	0.03279	0.0
chr17	76688450	76689084	0.00777	0.03679	0.0	0.00505	0.0	0.00483	0.01369	0.00366	0.0068	0.00108	0.0	0.0079	0.00418	0.0	0.00216	0.0239	0.01141	0.07755	0.06667	0.87485	0.02401	0.00671	0.02671	0.01159	0.00481	0.00797	0.0	0.03008	0.00637	0.01416	0.00922
chr8	126244487	126244601	0.01111	0.0	0.0	0.0	0.02632	0.0101	0.00301	0.0	0.00143	0.0	0.03611	0.0	0.92257	0.0	0.0	0.10751	0.0	0.04423	0.00455	0.0	0.0	0.0	0.0	0.0101	0.0	0.04209	0.0	0.0	0.0	0.0	0.03174
chr16	48203949	48204027	0.00645	0.0	1.0	0.00855	0.0	0.0	0.04106	0.07574	0.02447	0.0	0.0	0.0	0.00397	0.02127	0.00463	0.0	0.0	0.11754	0.00263	0.0	0.01569	0.01449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00667
