chr	start	end	adipocytes	aorta_endothel	bladder_epithelial	blood_b	blood_granulocytes	blood_monocytes	blood_nk	blood_t_cd4	blood_t_cd8	breast_basal_epithelial	breast_luminal_epithelial	colon_endocrine	colon_epithelial	endometrium_epithelial	fallopian_epithelial	fibroblast	gastric_epithelial	heart_cardiomyocyte	kidney_glomerular_endothel	kidney_glomerular_podocytes	kidney_tubular_endothel	kidney_tubular_epithelial	liver_hepatocytes	lung_alveolar_endothel	lung_alveolar_epithelial	lung_bronchus_epithelial	macrophage	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	pancreas_endothel	prostate_epithelial	saphenous_vein_endothel	skeletal_muscle	small_int_epithelial	smooth_muscle	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial
chr9	36151641	36151756	0.14073593073593074	0.1642512077294686	0.006896551724137931	0.9655423280423282	0.9861111111111112	1.0	1.0	0.9842424242424244	0.9750793650793652	0.0	0.0	0.009009009009009009	0.0	0.0	0.0	0.14639077853363566	0.0029239766081871343	0.012345679012345678	0.0	0.01075268817204301	0.023088023088023088	0.0	0.04028031147596365	0.015873015873015872	0.0	0.0	0.963126141144717	0.9866666666666667	0.01861111111111111	0.008620689655172414	0.08225108225108224	0.0	0.0	0.0	0.0	0.05128205128205129	0.006756756756756757	0.04992784992784993	0.14814814814814814	0.0	0.012454212454212455	0.018518518518518517	0.011494252873563218	0.0
chr22	39700595	39700708	0.014983164983164982	0.0	0.02142857142857143	0.014285714285714285	0.0	0.0	0.020276497695852533	0.010683760683760684	0.0	0.0	0.009259259259259259	0.007246376811594203	0.0	0.05789909015715467	0.0	0.019237987987987988	0.006708839974765152	0.0	0.0	0.0	0.0	0.0	0.9557575225383445	0.0	0.006535947712418301	0.005555555555555556	0.0026041666666666665	0.15774697938877044	0.005204216073781291	0.0	0.004464285714285714	0.0	0.0	0.0	0.0	0.0	0.013354700854700854	0.0	0.0	0.0125	0.0	0.010416666666666666	0.0070921985815602835	0.015705838876570583
chr16	19589644	19589861	0.15528205644484713	0.03982930298719772	0.0	0.006666666666666666	0.3771729044231364	0.08534946236559139	0.006802721088435374	0.0037037037037037034	0.0022727272727272726	0.0	0.0	0.006289308176100628	0.0	0.009009009009009009	0.007936507936507936	0.10822041209429371	0.0	0.07328984828984829	0.0	0.0	0.006410256410256411	0.0	0.003787878787878788	0.04065040650406504	0.0070921985815602835	0.028670160249107613	0.04682475262832406	0.10161443494776828	0.09993655307206507	0.9553855845575999	0.03571428571428571	0.009009009009009009	0.0	0.032407407407407406	0.0	0.05400981996726678	0.02046783625730994	0.0	0.09280936454849498	0.0	0.1416161616161616	0.0	0.0	0.051260467927134595
chr17	63453588	63453813	0.05770273087346258	0.0	0.019047619047619046	0.04607225133540923	0.0	0.0468975468975469	0.011904761904761904	0.02301324854266031	0.02455216230172917	0.0	0.0	0.9525462962962963	0.8934736842105263	0.0	0.017543859649122806	0.025937950937950937	0.018200795620150458	0.0	0.017094017094017092	0.0	0.08114094160605788	0.0	0.029856925365538984	0.008333333333333333	0.039655172413793106	0.018504626156539136	0.02679843304843305	0.24343690964758	0.004166666666666667	0.010869565217391304	0.058831908831908836	0.0	0.0	0.0	0.0	0.015151515151515152	0.03294877538829152	0.01881293057763646	0.0	0.9572075241579885	0.039629629629629626	0.10232109751575824	0.0	0.07498057498057498
chr2	55316614	55316824	0.04926586579298629	0.046511627906976744	0.0	0.003508771929824561	0.005952380952380952	0.0	0.014492753623188406	0.004786036036036036	0.004193410355156183	0.0	0.0	0.0	0.0	0.009950248756218905	0.0	0.08371515826349182	0.0	0.8770671366716564	0.0	0.007575757575757576	0.0	0.011549183592194345	0.0022522522522522522	0.004273504273504273	0.13650167384026782	0.04306521609892396	0.0018656716417910447	0.09861270937220305	0.10953101789081081	0.0	0.03565612123376597	0.015151515151515152	0.0	0.019047619047619046	0.0	0.022789432789432785	0.0	0.006289308176100628	0.05389492753623188	0.0	0.053339160839160835	0.0	0.005208333333333333	0.005747126436781609
chr1	15799055	15799340	0.15487654320987654	0.00980392156862745	0.013140096618357489	0.010683760683760684	0.012345679012345678	0.0	0.0	0.005341880341880342	0.010717412668632182	0.0	0.0	0.0	0.0	0.0	0.0	0.08772781976358758	0.008756362711737966	0.009433962264150943	0.022832267235252307	0.0	0.013624338624338624	0.0	0.003144654088050314	0.022901533494753833	0.00546448087431694	0.0	0.0016666666666666668	0.22837235228539576	0.0025	0.0	0.9469927378670661	0.0	0.0	0.031118587047939444	0.013513513513513514	0.12248714352501168	0.0	0.0	0.042587601078167114	0.0	0.06290629660194877	0.006289308176100628	0.012940151797934554	0.024132266542980826
chr20	21293477	21293520	0.0	0.017857142857142856	0.026666666666666665	0.01111111111111111	0.013333333333333334	0.0	0.0	0.0	0.005555555555555555	0.0	0.0	0.0	0.0125	0.011904761904761904	0.0	0.042261904761904764	0.03205128205128205	0.017543859649122806	0.0	0.0	0.0	0.0	0.0	0.032409285553301775	0.9444444444444445	0.1029038112522686	0.008140756302521007	0.15195195195195196	0.009109730848861283	0.0	0.0	0.0	0.0	0.0	0.0	0.024691358024691357	0.0	0.0	0.0	0.0	0.008333333333333333	0.803183885640026	0.0	0.05235042735042735
chr15	74235933	74236022	0.014492753623188406	0.0	0.010526315789473684	0.03428571428571429	0.0	0.0	0.040123456790123455	0.0047619047619047615	0.012549019607843137	0.013157894736842105	0.0	0.0	0.02508361204013378	0.0	0.041666666666666664	0.012987012987012988	0.8839513929102467	0.0	0.0	0.015151515151515152	0.0	0.0	0.005555555555555556	0.0	0.0	0.0	0.0300760582010582	0.38660472319008904	0.0	0.0	0.09270334928229665	0.015151515151515152	0.28527336860670194	0.13430115635997988	0.0	0.015151515151515152	0.008333333333333333	0.0	0.0	0.021120689655172414	0.015584415584415584	0.0	0.0	0.0
chr1	167697261	167697735	0.14433363721551487	0.015151515151515152	0.0	0.0	0.0	0.015584415584415584	0.020170363227258115	0.0	0.004689826302729528	0.08586983259537011	0.038375350140056025	0.016701464204571612	0.008303956130043087	0.0	0.005050505050505051	0.014375810157160012	0.0026690960235264036	0.0	0.0201336918832906	0.15575666163901458	0.02233420430508896	0.13244939730633054	0.0021929824561403508	0.003472222222222222	0.0	0.03131443686314587	0.0020833333333333333	0.11996296968759597	0.11950253631318249	0.0	0.0	0.0	0.0	0.0	0.0	0.012300531914893617	0.006780123771386967	0.00886150234741784	0.0136986301369863	0.003424657534246575	0.0022727272727272726	0.014805129798398231	0.8561973719495843	0.8996414802183675
chr16	4097761	4097856	0.013709677419354839	0.0	0.00909090909090909	0.02617312965139052	0.017543859649122806	0.006410256410256411	0.030352303523035234	0.013200897380228688	0.0328531843437155	0.013899613899613899	0.032997327740757025	0.0	0.018596491228070174	0.8492647058823529	0.03672438672438672	0.014285714285714287	0.009009455386266981	0.012318029115341545	0.012703962703962705	0.006802721088435374	0.016477272727272726	0.007575757575757576	0.014923672193807616	0.006410256410256411	0.01909722222222222	0.1005038236617184	0.021746544327736924	0.2564814814814815	0.029944700798359335	0.023253931544865866	0.013846153846153847	0.012578616352201257	0.0	0.020676691729323307	0.0	0.0	0.018592677345537757	0.028985507246376812	0.023809523809523808	0.008928571428571428	0.01845174973488865	0.008130081300813009	0.026743853630646085	0.010052910052910051
