chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr10	123984989	123985267	0.00286	0.94869	0.99225	0.95714	0.0102	0.0	0.05661	0.97143	0.95018	0.00909	0.0	0.0	0.00869	0.05967	0.02429	0.0	0.01081	1.0	0.09571	0.0201	0.01442	0.00422	0.01026	0.00427	0.0	0.0	0.00312	0.00521	0.00731	0.01605	0.00628
chr1	15785276	15785349	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.01111	0.0	0.01333	0.0	0.0	0.0	0.00709	0.0	0.12527	0.0	0.0	0.96744	0.0	0.0	0.0	0.02381	0.0	0.0	0.0	0.0	0.0	0.00617
chr21	45508578	45508621	0.0	0.0	0.00641	0.0	0.0	0.0101	0.00139	0.00805	0.00551	0.97268	0.0	0.0	0.0	0.00617	0.0	0.0	0.00952	0.00794	0.0087	0.02017	0.0	0.0	0.0	0.00833	0.0	0.0	0.99375	0.0	0.0	0.0	0.07931
chr4	6923492	6923718	0.09107	0.01714	0.0	0.01435	0.00862	0.10695	0.01276	0.00603	0.00913	0.00764	0.0	0.00585	0.01364	0.00595	0.92529	0.02469	0.0	0.12013	0.0	0.00735	0.01713	0.0	0.0	0.0	0.0	0.00595	0.02837	0.0	0.00629	0.01481	0.04418
chr5	156895578	156895899	0.01702	0.0	0.0	0.0	0.00463	0.0	0.00385	0.0	0.00089	0.00565	0.0	0.00995	0.0	0.0	0.00214	0.00831	0.0	0.2008	0.05251	0.1618	0.01795	0.00538	0.0	0.0	0.0	0.0	0.00795	0.98321	0.0	0.0	0.00457
chr15	44166456	44166646	0.0	0.0	0.00926	0.0	0.0	0.0068	0.00207	0.00084	0.00132	0.00309	0.0	0.0	0.0	0.8994	0.0	0.00483	0.00606	0.03502	0.05763	0.05349	0.00926	0.00926	0.0	0.0	0.0049	0.0	0.00481	0.0	0.0	0.00877	0.0
chr19	48117659	48117960	0.01838	0.0	0.0	0.0	0.0	0.01389	0.00396	0.00106	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.00422	0.03769	0.06729	0.93892	0.00403	0.00855	0.0	0.01751	0.0	0.0	0.0	0.0	0.0	0.00667	0.0
chr15	62407870	62407879	0.0	0.0	0.0	0.01449	0.00926	0.0	0.01497	0.0	0.00479	0.01986	0.92063	0.21306	0.94315	0.0	0.00282	0.0	0.02982	0.15083	0.00507	0.0	0.01472	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.00741	0.0	0.15929
chr4	69018630	69018725	0.03943	0.0	0.01736	0.01732	0.06004	0.02959	0.02264	0.00208	0.00915	0.00963	0.13485	0.0	0.00595	0.00355	0.03606	0.0	0.16113	0.18031	0.00623	0.0	0.05674	0.03078	0.0098	0.0098	0.0	0.0203	0.01997	0.00926	0.96636	0.95595	0.0
chr13	113887317	113887803	0.0	0.0	0.02847	0.0	0.93529	0.31778	0.0015	0.00651	0.00128	0.0	0.0101	0.00538	0.00356	0.19105	0.00321	0.0	0.0	0.03119	0.01197	0.00568	0.0	0.0	0.00617	0.00926	0.00694	0.04767	0.00431	0.0	0.01289	0.00521	0.0
chr4	79747213	79747251	0.0	0.0	0.0	0.0	0.0	0.01149	0.00338	0.0	0.00143	0.05164	0.10517	0.0	0.00993	0.0	0.0	0.0	0.01925	0.00709	0.02697	0.0	0.0375	0.96494	0.94894	0.98611	0.01389	0.0	0.01667	0.0	0.0	0.12283	0.0125
chr5	74105337	74105416	0.04218	0.01111	0.0	0.0	0.01042	0.01905	0.02298	0.00873	0.00589	0.00256	0.0	0.0	0.0	0.00758	0.0	0.94328	0.06738	0.24741	0.01036	0.00694	0.0	0.0	0.0	0.0	0.0	0.01551	0.00758	0.0	0.0	0.24711	0.0
chr20	62630902	62631039	0.0	0.0	0.0	0.0	0.03333	0.01075	0.01095	0.00656	0.00623	0.0	0.04879	0.85315	0.00483	0.06978	0.01345	0.00794	0.00813	0.11934	0.01086	0.02712	0.02637	0.0	0.02151	0.05463	0.0164	0.017	0.00806	0.0	0.10494	0.01735	0.00641
chr11	65027583	65027602	0.0	0.0	0.10764	0.0	0.0	0.0	0.00799	0.00208	0.0	0.04319	0.0	0.0	0.01461	0.0	0.00974	0.15259	0.78747	0.05793	0.00909	0.0	0.0119	0.02469	0.0	0.01852	0.0	0.0	0.00676	0.0	0.0	0.0	0.0
chr14	64140020	64140033	0.02255	0.0	0.0	0.0	0.0	0.0	0.00519	0.00408	0.0	0.0	0.044	0.0	0.0	0.0	0.00556	0.0	0.0	0.09546	0.00244	0.0	0.01118	0.07127	0.03425	0.02667	0.92229	0.0	0.0	0.0	0.0	0.0	0.28374
chr2	113715851	113716005	0.86089	0.00769	0.00901	0.02564	0.0	0.0	0.01879	0.03235	0.02291	0.02491	0.0	0.01944	0.00278	0.00877	0.00333	0.10357	0.00629	0.23132	0.00208	0.0	0.05887	0.01936	0.01449	0.02865	0.0	0.17591	0.00676	0.0	0.12783	0.0171	0.0
