chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr4	80171344	80171390	0.0	0.79016	1.0	0.97333	0.0	0.0	0.06786	0.94484	0.80442	0.01143	0.0	0.0	0.02533	0.02564	0.08872	0.0	0.00952	0.99206	0.01963	0.0	0.02116	0.0	0.0	0.05882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr18	71893881	71893915	0.0069	0.01	0.0	0.02222	0.0	0.0	0.04311	0.00376	0.02745	0.0	0.09482	0.00901	0.99327	0.00556	0.10063	0.06781	0.02222	0.22943	0.0077	0.0	0.95943	0.01149	0.01449	0.07843	0.07648	0.03846	0.16321	0.0	0.0	0.0	0.01111
chr17	49178194	49178238	0.0	0.0	0.30027	0.0	0.0	0.0	0.02528	0.01292	0.00403	0.0	0.0	0.0	0.0	0.0	0.92734	0.00725	0.0	0.06351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.01873
chr9	38394574	38394725	0.0	0.0	0.0	0.0	0.0	0.0	0.01408	0.00481	0.01071	1.0	0.04762	0.0	0.00741	0.0	0.08537	0.01961	0.12879	0.06516	0.0	0.0	0.04167	0.02778	0.0	0.05294	0.09375	0.09375	1.0	0.0	0.06699	0.06528	0.07941
chr3	195297568	195297998	0.02037	0.0	0.0	0.00855	0.0	0.0	0.03028	0.00055	0.00199	0.00165	0.00407	0.0	0.00481	0.89025	0.01174	0.00943	0.00818	0.14373	0.00244	0.0	0.04316	0.01924	0.00575	0.00694	0.0	0.0	0.00385	0.00513	0.00347	0.0089	0.02393
chr12	76955087	76955231	0.10835	0.01085	0.00694	0.0	0.0	0.0273	0.03418	0.00102	0.00114	0.02205	0.02504	0.0143	0.04952	0.04995	0.00347	0.02847	0.02026	0.03205	0.06006	0.86844	0.09549	0.02887	0.02027	0.0	0.00806	0.01526	0.02669	0.0	0.08086	0.11151	0.00314
chr3	44039330	44039942	0.9404	1.0	1.0	1.0	0.964	0.97027	0.99414	0.99846	0.98929	0.97822	0.98708	0.98857	0.9905	0.99877	0.98788	0.80161	0.9933	1.0	0.99486	1.0	0.98874	0.98974	0.98936	0.99075	1.0	0.95971	0.98394	0.05736	1.0	0.98811	0.93053
chr19	39577889	39577949	0.01037	0.0	0.0	0.0	0.0	0.00833	0.00955	0.00765	0.00608	0.0	0.01449	0.0	0.0	0.01452	0.00439	0.0	0.0367	0.26835	0.0	0.0	0.02435	0.0	0.0	0.02899	0.0	0.01177	0.0	0.0	0.88172	0.9263	0.00292
chr4	153437389	153437613	0.0	0.00952	0.0	0.02151	0.01282	0.01667	0.02169	0.01447	0.00494	0.00933	0.79893	0.01542	0.08171	0.00292	0.00362	0.01754	0.03984	0.12558	0.07159	0.005	0.0	0.03669	0.14511	0.04	0.00521	0.01826	0.01518	0.0	0.05025	0.03858	0.0388
chr10	6315288	6315446	0.0	0.00408	0.00952	0.0	0.0	0.0	0.01517	0.03903	0.0	0.0	0.0	0.0	0.00271	0.01243	0.00417	0.84615	0.02526	0.25549	0.0037	0.00735	0.0	0.00585	0.0	0.03409	0.0	0.01089	0.005	0.01606	0.0	0.0	0.00333
chr2	59400153	59400401	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.00764	0.0	0.0	0.23804	0.98259	0.0	0.0	0.00253	0.0	0.0	0.03188	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.09199	0.0	0.0	0.07284
chr1	11127804	11128052	0.0037	0.0	0.0	0.0	0.81952	0.15714	0.01251	0.0154	0.00294	0.06142	0.0101	0.02286	0.0207	0.03009	0.02929	0.0435	0.14782	0.03281	0.0523	0.0	0.0223	0.01392	0.0	0.02465	0.0	0.15602	0.00769	0.0	0.02454	0.0	0.0
chr17	1939991	1940903	0.00299	0.00853	0.0	0.00309	0.00275	0.0	0.02074	0.00259	0.01098	0.00328	0.00216	0.06614	0.00489	0.00252	0.001	0.00652	0.01268	0.14484	0.0582	0.0483	0.01896	0.21268	0.90446	0.78961	0.00284	0.00548	0.0	0.00242	0.00267	0.00674	0.0116
chr13	73867967	73868198	0.0037	0.01632	0.0	0.01929	0.00735	0.01515	0.0996	0.01322	0.03013	0.00282	0.02146	0.01871	0.08571	0.00766	0.00694	0.03287	0.98693	0.13797	0.00601	0.0	0.02757	0.03373	0.0	0.03606	0.0	0.08563	0.0	0.00926	0.01661	0.05043	0.0034
