chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr9	138968245	138968442	0.02058	0.97228	1.0	0.84949	0.0	0.01042	0.05212	0.9652	0.777	0.00292	0.00877	0.0	0.01116	0.0158	0.04461	0.00483	0.01512	0.98096	0.0025	0.02224	0.00873	0.00575	0.0	0.0	0.01026	0.00446	0.01458	0.01361	0.0	0.01251	0.00992
chr11	68156283	68156631	0.0	0.0	0.0	0.0	0.01744	0.3254	0.0084	0.01029	0.00529	0.0	0.0	0.0	0.02719	0.27731	0.94269	0.00982	0.00521	0.03528	0.04286	0.11826	0.01849	0.01604	0.00606	0.01835	0.0	0.0	0.0	0.0	0.0	0.02041	0.0
chr20	37464624	37464796	0.00541	0.0	0.0	0.0	0.0	0.00775	0.02107	0.0	0.0	0.00182	0.0	0.0	0.00417	0.00476	0.01178	0.00851	0.0	0.14568	0.05993	0.83589	0.02709	0.0049	0.01282	0.01515	0.0	0.0	0.0	0.00617	0.01069	0.01481	0.0
chr17	6714340	6714361	0.01515	0.0	0.01042	0.02663	0.0	0.01111	0.02327	0.00781	0.01897	0.9818	0.00877	0.0	0.00781	0.0	0.00595	0.00813	0.00833	0.28784	0.0	0.00806	0.01569	0.00877	0.0	0.0	0.0	0.02265	0.92708	0.01667	0.04306	0.0169	0.00694
chr21	42571599	42571728	0.0	0.02907	0.02058	0.01667	0.0	0.0	0.00963	0.02098	0.06185	0.0	0.0	0.0	0.00555	0.84105	0.06031	0.0	0.00641	0.08879	0.01699	0.01042	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.00813	0.04682
chr11	65146767	65147441	0.00855	0.0	0.00823	0.00444	0.15113	0.01382	0.00575	0.01396	0.00136	0.00794	0.12202	0.0771	0.0015	0.0048	0.00183	0.01493	0.00551	0.08672	0.0	0.00385	0.79903	0.0	0.0	0.01378	0.04162	0.00284	0.01494	0.0049	0.0	0.00366	0.0582
chr2	71812556	71812785	0.04512	0.03494	0.19138	0.0	0.0	0.00877	0.01328	0.02611	0.0188	0.00244	0.0	0.0	0.01281	0.0143	0.00602	0.02492	0.02388	0.21094	0.00179	0.0	0.03246	0.06397	0.0	0.02875	0.0	0.0	0.0	0.93251	0.00709	0.02948	0.00922
chr22	43234584	43234944	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.00507	0.0	0.02084	0.0	0.0	0.96686	0.0	0.15945	0.00694	0.0	0.03546	0.00294	0.00735	0.21857	0.0	0.03002	0.01587	0.05315	0.22374	0.0	0.0	0.0	0.0	0.00794
chr4	5762498	5762569	0.20928	0.0	0.0	0.02564	0.0	0.0	0.00846	0.01962	0.00417	0.00357	0.03714	0.0	0.00427	0.0	0.01269	0.0	0.25025	0.18874	0.0	0.0	0.00641	0.01515	0.01754	0.01389	0.0	0.08971	0.01557	0.0	0.93114	0.94508	0.00538
chr8	101891815	101891851	0.0	0.01	0.0	0.0	0.0	0.0	0.00458	0.0	0.00767	0.00526	0.85714	0.87434	0.00517	0.0	0.0	0.00926	0.01515	0.33999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00893	0.2143	0.03876	0.01905	0.02502
chr14	100675375	100675451	0.04128	0.02005	0.0	0.01449	0.0	0.0	0.00835	0.00533	0.00576	0.02249	0.01149	0.00952	0.02996	0.0	0.0	0.77557	0.1435	0.14483	0.18526	0.0	0.01028	0.00813	0.0	0.03185	0.00735	0.0	0.02143	0.05678	0.03159	0.13742	0.0
chr12	6559231	6559466	0.0129	0.01111	0.02862	0.0	0.83654	0.10482	0.02576	0.00709	0.02747	0.0049	0.0	0.0	0.0	0.03764	0.0	0.0045	0.0101	0.02176	0.08751	0.005	0.00431	0.02115	0.0	0.01075	0.0	0.00769	0.00446	0.21366	0.0	0.00521	0.01314
chr17	71744957	71745245	0.0	0.03067	0.0	0.032	0.0	0.0	0.0195	0.00457	0.04755	0.12115	0.02273	0.0	0.01562	0.0	0.0	0.02015	0.02891	0.21534	0.19664	0.0	0.10759	0.99167	1.0	0.97799	0.0	0.0	0.01339	0.01149	0.00813	0.00794	0.07888
chr18	35084171	35084192	0.0	0.0	0.02524	0.0404	0.0	0.0	0.05744	0.0	0.01233	0.06131	0.03098	0.0	0.00912	0.00595	0.0132	0.24923	0.81066	0.24231	0.01434	0.0	0.12417	0.0	0.0	0.0	0.025	0.0425	0.02222	0.03086	0.12249	0.19265	0.02063
chr2	85957790	85958021	0.82234	0.02458	0.0	0.01754	0.08567	0.31971	0.00793	0.0139	0.03856	0.01045	0.03593	0.0	0.00222	0.00689	0.0	0.01388	0.0125	0.1736	0.0	0.0	0.03786	0.0155	0.02003	0.0	0.00521	0.21481	0.01136	0.0101	0.02901	0.02481	0.31717
chr20	36608940	36609003	0.0268	0.0	0.0	0.0	0.0	0.0	0.07301	0.00903	0.00119	0.01414	0.02441	0.02345	0.02862	0.11486	0.02646	0.01686	0.03024	0.95272	0.00294	0.00532	0.01559	0.01734	0.00952	0.00855	0.0061	0.02521	0.07895	0.02151	0.17873	0.12307	0.00726
chr3	14514212	14514369	0.01071	0.16126	0.02127	0.0	0.01283	0.0	0.07616	0.04439	0.02363	0.01113	0.89858	0.16531	0.00353	0.00321	0.0037	0.22826	0.00843	0.20708	0.03307	0.0	0.05619	0.0	0.29143	0.05933	0.01087	0.01264	0.00581	0.78745	0.00966	0.0265	0.91341
chr16	58473195	58473280	0.00526	0.80785	0.0	0.0	0.0119	0.0	0.02051	0.01983	0.0048	0.00534	0.03086	0.0	0.00556	0.0	0.01021	0.0	0.0	0.07315	0.0	0.0122	0.00417	0.00901	0.0	0.0	0.0	0.00694	0.01824	0.0	0.02191	0.00725	0.1011
chr7	158159239	158159287	0.01111	0.0	0.0	0.0	0.25629	0.15909	0.10897	0.01011	0.00364	0.05928	0.10317	0.08364	0.0	0.05663	0.07015	0.04887	0.12577	0.1385	0.96845	0.9577	0.0	0.17332	0.15778	0.14908	0.03722	0.21786	0.00893	0.00901	0.14935	0.132	0.04034
chr11	73476946	73477104	0.0	0.0	0.0	0.0	0.0	0.0	0.00594	0.0	0.00236	0.00204	0.05185	0.9271	0.10241	0.0	0.0034	0.0	0.02079	0.06349	0.01494	0.23122	0.25355	0.08625	0.07733	0.18861	0.9425	0.0	0.0	0.0	0.00725	0.0	0.0
