chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr20	55711625	55711709	0.01538	0.86297	0.82809	0.85354	0.0	0.0	0.13069	0.88663	0.84115	0.01472	0.02778	0.01905	0.03604	0.06115	0.025	0.0361	0.0	0.94355	0.02222	0.0	0.06642	0.12219	0.02778	0.02083	0.03939	0.0	0.04688	0.0	0.0	0.0341	0.01651
chr22	30856618	30856756	0.03092	0.00833	0.05737	0.01449	0.00893	0.0	0.03802	0.05274	0.02834	0.0	0.01709	0.01075	0.02046	0.00575	0.92107	0.04563	0.22651	0.03529	0.01044	0.0	0.02632	0.0303	0.0	0.01667	0.01786	0.01714	0.0	0.01754	0.0	0.13517	0.02891
chr10	114063061	114063118	0.01667	0.01429	0.0	0.01515	0.04583	0.06944	0.10834	0.01897	0.01492	0.03233	0.01515	0.0	0.04765	0.0204	0.01835	0.0	0.06845	0.30564	0.15287	0.98214	0.11317	0.09152	0.11053	0.06667	0.0	0.10994	0.0	0.0	0.05847	0.1	0.00595
chr1	93542349	93542626	0.07081	0.00541	0.0	0.0	0.0	0.0	0.018	0.05589	0.0	0.95817	0.01532	0.01671	0.06055	0.00407	0.0	0.03983	0.06759	0.12901	0.00488	0.01474	0.05867	0.01149	0.03075	0.01111	0.0	0.00595	0.86048	0.01588	0.09244	0.09404	0.00709
chr11	121201365	121201523	0.0	0.0	0.0	0.0	0.0	0.00901	0.03378	0.00263	0.0	0.0	0.0	0.0	0.0	0.96828	0.00476	0.0	0.01511	0.2089	0.00244	0.0	0.0	0.00775	0.0	0.0	0.0	0.0	0.00714	0.00833	0.0	0.0	0.0
chr9	37950643	37950991	0.01713	0.00571	0.0	0.00483	0.0	0.0	0.0158	0.01137	0.01152	0.0075	0.00362	0.0045	0.01589	0.01796	0.00417	0.13297	0.02352	0.18307	0.00278	0.03666	0.85411	0.00855	0.05771	0.03359	0.05555	0.0	0.01209	0.00402	0.00913	0.01822	0.00808
chr7	55948928	55949072	0.07834	0.02427	0.00529	0.0	0.0	0.00813	0.02349	0.01481	0.01657	0.00439	0.0068	0.0	0.01155	0.02458	0.01584	0.01058	0.00617	0.22688	0.00619	0.0061	0.12973	0.01411	0.04162	0.02979	0.00455	0.00472	0.021	0.87895	0.00866	0.04425	0.04133
chr5	127000250	127000320	0.0	0.0	0.0	0.00758	0.00781	0.02469	0.03578	0.00379	0.02502	0.0	0.00952	0.0	0.9762	0.0	0.02982	0.02222	0.03122	0.15774	0.0	0.0	0.1373	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.18969	0.02424	0.0
chr2	73064386	73064458	0.03386	0.0	0.0	0.0	0.0	0.0	0.02886	0.00893	0.0	0.00667	0.0	0.0	0.00347	0.0	0.0	0.0	0.1	0.13149	0.02291	0.0	0.0	0.0	0.01333	0.0	0.0	0.07681	0.02721	0.0	0.90769	0.88243	0.0
chr14	95398609	95398664	0.01714	0.0	0.0	0.0	0.0	0.0	0.00832	0.00274	0.00203	0.00303	0.80329	0.00575	0.0	0.0	0.0037	0.03682	0.00463	0.20882	0.0	0.0	0.0	0.03035	0.0	0.00794	0.0	0.00568	0.0	0.0	0.0	0.0381	0.00417
