chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr5	180231054	180231085	0.89515	1.0	1.0	1.0	0.92949	0.10837	0.05918	0.97857	1.0	0.0	0.01515	0.03241	0.00317	0.02873	0.03403	0.24851	0.98461	1.0	0.01834	0.02648	0.0	0.01449	0.0	0.02381	0.0	0.86394	0.01042	0.0	0.92247	0.96116	0.04703
chr17	690776	690946	0.00667	0.0	0.0	0.00855	0.0	0.0	0.00694	0.00152	0.0075	0.00641	0.00926	0.0	0.98043	0.0	0.00705	0.00694	0.00513	0.11569	0.0	0.0	0.97562	0.0	0.02234	0.0259	0.0	0.0	0.0	0.0	0.0	0.00952	0.0
chr2	231385134	231385378	0.00714	0.0	0.0	0.0	0.01854	0.0	0.00753	0.00742	0.00156	0.0	0.0	0.0	0.00337	0.0	0.96309	0.00641	0.0	0.10018	0.00286	0.0	0.00641	0.04275	0.02191	0.08835	0.00568	0.0	0.0	0.0	0.0101	0.00667	0.00617
chr10	104239105	104239130	0.00476	0.01176	0.0	0.01149	0.0	0.0	0.00298	0.02039	0.00436	0.0025	0.0	0.0	0.01273	0.90607	0.00617	0.0	0.0	0.03475	0.06948	0.01562	0.0	0.0	0.01149	0.0	0.0	0.0	0.0	0.0	0.00833	0.00741	0.0
chr9	116110507	116110719	0.01726	0.05823	0.05191	0.0587	0.0	0.04656	0.02743	0.07548	0.01739	0.95577	0.00926	0.02326	0.07052	0.0	0.0	0.02778	0.03693	0.06681	0.02367	0.0	0.04959	0.0	0.01149	0.04148	0.01087	0.03391	0.94959	0.0	0.04308	0.05415	0.0
chr8	103827744	103827858	0.03041	0.01541	0.0	0.0	0.0	0.0	0.0084	0.0	0.00401	0.0	0.0	0.0	0.01113	0.01194	0.00689	0.00833	0.0	0.13181	0.00345	0.0	0.03328	0.02944	0.02384	0.03	0.0	0.01657	0.00694	0.89812	0.0068	0.00741	0.00427
chr1	36658407	36658705	0.0	0.00328	0.0	0.00833	0.0061	0.0	0.00823	0.0	0.00343	0.00356	0.0	0.01228	0.0	0.0	0.00303	0.0	0.01197	0.07947	0.02765	0.92104	0.00568	0.0	0.0068	0.0	0.01515	0.01355	0.0	0.0	0.00463	0.0	0.00228
chr4	184205408	184205524	0.0	0.0	0.0	0.0	0.0	0.0	0.01724	0.00125	0.00281	0.03821	0.0	0.0	0.00682	0.00292	0.00362	0.0158	0.04644	0.15784	0.01906	0.0	0.04032	0.99471	0.99383	0.98141	0.0125	0.0	0.0	0.0	0.0	0.01249	0.01553
chr14	104024102	104024245	0.01406	0.0	0.0	0.0	0.03637	0.08782	0.01029	0.0	0.0	0.00417	0.92708	0.96984	0.00505	0.0	0.0	0.00813	0.09064	0.03788	0.07124	0.01674	0.0192	0.02004	0.0101	0.00855	0.0	0.09038	0.0	0.01905	0.01481	0.01667	0.11243
chr20	11823641	11823670	0.01571	0.008	0.0145	0.01111	0.01389	0.0	0.0048	0.00846	0.01913	0.00385	0.0303	0.0	0.01724	0.00417	0.06645	0.97674	0.08107	0.19601	0.00294	0.0	0.0	0.0	0.0	0.01449	0.0	0.01226	0.01443	0.13815	0.03905	0.03893	0.0
chr18	42290985	42291090	0.0069	0.005	0.0	0.00926	0.01042	0.03145	0.01243	0.0	0.00685	0.0	0.02239	0.16178	0.0	0.0	0.00397	0.00469	0.00926	0.313	0.02246	0.0	0.0	0.03433	0.03175	0.09466	0.01087	0.01533	0.00556	0.00775	0.00617	0.00546	0.95088
