chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr5	179507489	179507651	0.08807	0.80824	0.97436	0.87874	0.00676	0.0	0.04748	0.89842	0.85832	0.0191	0.0119	0.0	0.01056	0.03796	0.04244	0.0	0.0	0.90207	0.00949	0.02065	0.00714	0.01952	0.0	0.01389	0.0	0.01674	0.00543	0.0	0.00629	0.01334	0.00333
chr9	131826898	131827217	0.0	0.01053	0.22645	0.01754	0.0	0.0	0.02706	0.22854	0.0	0.0	0.0	0.0	0.0	0.0	0.9604	0.0	0.01667	0.00538	0.0	0.0	0.0	0.00794	0.01905	0.01515	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr14	104198256	104198441	0.00417	0.0	0.0	0.0	0.0	0.0	0.03042	0.00112	0.00319	0.00794	0.0	0.01093	0.03525	0.00764	0.0	0.0	0.02485	0.04838	0.19244	0.89486	0.0194	0.0	0.01075	0.01282	0.0	0.0	0.03	0.0	0.01307	0.0	0.0
chr7	140118300	140118487	0.0	0.01667	0.01333	0.0	0.0	0.02083	0.01365	0.00195	0.0	0.99343	0.00833	0.0	0.01181	0.0	0.0049	0.0	0.00758	0.14193	0.0	0.0	0.95479	0.02946	0.01667	0.07625	0.03829	0.02516	1.0	0.0	0.00813	0.0	0.0
chr17	1406919	1407097	0.01485	0.0	0.0	0.0	0.00833	0.01111	0.06077	0.00524	0.00192	0.03008	0.0	0.0	0.00643	0.93509	0.00225	0.01688	0.0037	0.09435	0.01678	0.10265	0.00773	0.01438	0.0202	0.0119	0.00568	0.00439	0.15351	0.01992	0.01378	0.01884	0.00211
chr18	54055326	54055388	0.04756	0.04511	0.0	0.02667	0.0	0.0	0.0109	0.01343	0.06175	0.02518	0.0	0.02778	0.03636	0.00926	0.04994	0.10913	0.0	0.35845	0.00526	0.07657	0.01923	0.02384	0.02778	0.0	0.0683	0.01	0.02878	0.97401	0.01235	0.04416	0.06931
chr4	79949134	79949232	0.03836	0.0	0.0	0.0	0.0	0.0	0.01661	0.01079	0.01134	0.0	0.02735	0.0	1.0	0.0	0.01718	0.0	0.0	0.21365	0.0	0.01	0.0418	0.02375	0.0	0.0	0.0	0.0	0.14516	0.0	0.0	0.0	0.0
chr3	187775430	187775530	0.05852	0.00909	0.0	0.0	0.0	0.0	0.00288	0.00778	0.00437	0.01468	0.0101	0.00794	0.0	0.0	0.0034	0.0	0.18051	0.22727	0.00294	0.0	0.0	0.02151	0.0	0.0	0.00893	0.0225	0.00658	0.01042	0.84423	0.74827	0.0
chr18	72777952	72778618	0.00716	0.0029	0.00407	0.00355	0.00978	0.11777	0.0174	0.01186	0.00621	0.00768	0.82234	0.0	0.01161	0.11609	0.00563	0.01061	0.11253	0.23224	0.00718	0.0319	0.0172	0.00327	0.01261	0.06145	0.00221	0.03871	0.00701	0.00954	0.03912	0.07042	0.02013
chr13	22336535	22336578	0.00541	0.0	0.0	0.00952	0.0	0.0	0.03964	0.00408	0.00143	0.00595	0.00694	0.0101	0.06943	0.01402	0.00767	0.6788	0.0	0.17989	0.00345	0.0	0.0	0.05208	0.13986	0.0528	0.00694	0.02762	0.0061	0.0119	0.01042	0.0	0.07157
