chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr20	11964423	11964491	0.0414	0.86478	0.9902	0.89398	0.00862	0.0	0.0966	0.95664	0.88621	0.00769	0.0	0.0	0.00285	0.02724	0.04422	0.0	0.02116	1.0	0.00799	0.03947	0.00962	0.0	0.0	0.0	0.0	0.0	0.00641	0.0	0.0	0.02904	0.01083
chr19	45448906	45449100	0.02074	0.00588	0.0	0.1171	0.0	0.0	0.03176	0.01713	0.02811	0.00821	0.02014	0.01333	0.03337	0.07365	0.96914	0.02477	0.02083	0.26906	0.00263	0.02477	0.0686	0.09027	0.06637	0.16709	0.00862	0.0	0.06706	0.00725	0.02143	0.00877	0.02837
chr16	19626697	19627017	0.00267	0.0381	0.0	0.00641	0.0	0.0	0.01494	0.00548	0.00825	0.00546	0.0	0.00463	0.02666	0.00667	0.0	0.01427	0.00317	0.20316	0.00443	0.00325	0.95227	0.0	0.00794	0.0	0.01535	0.00391	0.0	0.0	0.04328	0.11833	0.02545
chr16	5113797	5113894	0.05787	0.00556	0.0	0.01235	0.0	0.0	0.02588	0.01378	0.0049	1.0	0.05463	0.00775	0.01624	0.0	0.01398	0.0	0.01906	0.15085	0.0	0.0	0.00694	0.01149	0.01852	0.00813	0.0	0.01472	1.0	0.0	0.04828	0.15278	0.0
chr12	123332322	123332756	0.00952	0.00625	0.0	0.0	0.0	0.00667	0.02617	0.0	0.00629	0.01163	0.0	0.0	0.03942	0.01008	0.0034	0.0	0.0	0.15435	0.06853	0.94101	0.0	0.0212	0.01961	0.01472	0.05588	0.0	0.03945	0.00585	0.0	0.01663	0.01367
chr20	25255664	25256074	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.00057	0.0	0.00179	0.00654	0.0	0.00148	0.9483	0.0	0.0	0.00939	0.12319	0.08865	0.09441	0.0	0.0	0.00913	0.00498	0.0	0.00278	0.0	0.0	0.00483	0.0	0.0
chr20	62244903	62245025	0.01667	0.0	0.01111	0.0	0.0	0.0	0.01397	0.014	0.0	0.00651	0.02376	0.0101	0.0	0.0	0.00538	0.00775	0.00877	0.09036	0.02297	0.0335	0.02146	0.01333	0.0	0.0	0.0	0.0	0.0	0.65427	0.00709	0.0346	0.01749
chr2	223839033	223839184	0.02118	0.02242	0.00813	0.01667	0.02708	0.03968	0.01221	0.00184	0.01204	0.0	0.00877	0.07905	0.91327	0.0	0.01954	0.0	0.0	0.21995	0.0	0.0	0.0708	0.0	0.0	0.0	0.01042	0.00735	0.01923	0.0	0.0	0.03001	0.0
chr14	30898999	30899045	0.03761	0.00833	0.00654	0.0	0.00806	0.0	0.00645	0.00745	0.00349	0.0132	0.00694	0.0	0.01884	0.0	0.00476	0.01785	0.24771	0.28439	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.06483	0.0	0.0	0.98544	0.90821	0.00463
chr1	16641142	16641162	0.0	0.0	0.0	0.0	0.00714	0.0	0.00457	0.0	0.0	0.00294	0.93827	0.12569	0.00271	0.0	0.0	0.0	0.29769	0.03336	0.00732	0.09287	0.00833	0.01282	0.01333	0.0	0.01893	0.01775	0.0	0.0	0.05497	0.09761	0.07305
chr4	2593676	2593977	0.01176	0.02708	0.00694	0.0	0.0	0.0	0.00753	0.00423	0.00377	0.0	0.0	0.0	0.00912	0.0	0.00915	0.65807	0.02511	0.09114	0.08813	0.0	0.00926	0.0	0.0101	0.0	0.0	0.00521	0.00714	0.0	0.02045	0.03639	0.00864
chr1	230793385	230793604	0.04575	0.0	0.0	0.0	0.0	0.04231	0.00715	0.01231	0.01657	0.0	0.0	0.65529	0.01567	0.0	0.00476	0.00709	0.0	0.06625	0.01153	0.02025	0.01607	0.01149	0.02225	0.0	0.01705	0.0	0.0	0.01651	0.0	0.01149	0.0
