chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr1	6086600	6086943	0.11938	0.97584	0.97854	0.95119	0.0	0.02498	0.12491	0.9552	0.98454	0.13809	0.01362	0.00725	0.1011	0.01299	0.07827	0.10707	0.07664	0.93657	0.03439	0.01637	0.11932	0.0	0.0	0.01149	0.17853	0.00373	0.12868	0.04941	0.14509	0.15336	0.02614
chr22	41548922	41549056	0.0	0.0	0.04194	0.0	0.0051	0.0	0.00897	0.00995	0.002	0.00217	0.00694	0.0	0.0	0.0	0.94587	0.0	0.0	0.03027	0.0	0.0	0.0	0.0	0.0	0.0	0.0119	0.0	0.0	0.0	0.01996	0.01591	0.14398
chr3	44091509	44091630	0.0	0.0	0.0068	0.01333	0.00893	0.0	0.0386	0.01007	0.03111	0.00544	0.04945	0.04371	0.00833	0.0	0.02078	0.0	0.01879	0.21985	0.07436	0.96159	0.07406	0.00877	0.03264	0.0264	0.0	0.01176	0.0061	0.09038	0.02899	0.02775	0.00521
chr2	70555788	70555831	0.00714	0.01	0.01333	0.0	0.01389	0.0	0.00942	0.01615	0.00907	0.80757	0.04945	0.02597	0.00601	0.0	0.0045	0.0	0.0	0.10566	0.00323	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.87361	0.0	0.0	0.02244	0.01342
chr19	2129359	2129796	0.00235	0.0	0.0	0.0	0.05174	0.00444	0.01195	0.00062	0.0	0.00187	0.00585	0.00439	0.0027	0.86297	0.00441	0.01081	0.0	0.0365	0.13737	0.03194	0.005	0.0049	0.00974	0.00794	0.0	0.00735	0.00352	0.0	0.00866	0.00769	0.0
chr1	22326680	22326779	0.03106	0.00909	0.0	0.01449	0.00926	0.0	0.0075	0.00222	0.01075	0.05994	0.01282	0.00709	0.19166	0.0	0.0	0.00595	0.10174	0.1766	0.0	0.01	0.97548	0.0	0.0	0.01515	0.0	0.04467	0.04037	0.0	0.0155	0.08114	0.0
chr7	26187146	26187406	0.024	0.01693	0.0	0.0	0.0	0.0	0.00837	0.00229	0.00264	0.0	0.01449	0.0	0.0	0.00681	0.0	0.0	0.05816	0.1383	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.88023	0.7679	0.82876	0.0
chr16	1277755	1277872	0.01001	0.0411	0.0303	0.03175	0.0	0.0	0.03216	0.00861	0.05779	0.07645	0.03419	0.05952	0.9303	0.02939	0.00388	0.1178	0.08963	0.20197	0.0	0.00806	0.05182	0.03333	0.04444	0.01667	0.01981	0.0152	0.0362	0.02083	0.06517	0.13421	0.00974
chr11	73702258	73702366	0.0	0.12429	0.0	0.0	0.0	0.0	0.05219	0.01042	0.00742	0.00877	0.85185	0.0	0.02183	0.0	0.00833	0.14989	0.0	0.14954	0.26877	0.0	0.01562	0.0	0.05556	0.0	0.0	0.02083	0.04412	0.0	0.01961	0.02222	0.02273
chr17	39689204	39689238	0.06335	0.01196	0.0	0.01075	0.0	0.06456	0.01047	0.0	0.02315	0.00333	0.34278	0.16426	0.00841	0.0	0.01035	0.93228	0.07105	0.2202	0.0	0.0	0.07287	0.0	0.01042	0.0	0.0	0.01266	0.01028	0.27278	0.03101	0.12945	0.01966
