chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr12	110235979	110236223	0.00465	0.92344	0.99359	0.94822	0.03846	0.0	0.06125	0.91892	0.91167	0.05769	0.0	0.0	0.01258	0.01734	0.02968	0.00794	0.01237	1.0	0.03687	0.0	0.01316	0.0	0.01962	0.01149	0.00556	0.0	0.06806	0.0	0.01668	0.01739	0.00754
chr17	36035842	36035893	0.01	0.0	0.0	0.0	0.0	0.0	0.05659	0.01731	0.00596	0.94009	0.03519	0.01389	0.00427	0.0	0.95278	0.05114	0.02677	0.12977	0.00476	0.0	0.01562	0.0	0.01449	0.0	0.0	0.0	0.99324	0.03704	0.03175	0.07817	0.02101
chr1	47067858	47068033	0.0	0.0	0.0	0.0	0.0	0.0	0.00831	0.00877	0.00143	0.00763	0.00775	0.0	0.0	0.0	0.0	0.0	0.07147	0.07313	0.06893	0.0	0.9708	0.0	0.0	0.0	0.02778	0.00658	0.01248	0.0	0.13715	0.20271	0.0
chr2	86130023	86130080	0.0	0.04744	0.0	0.0	0.0	0.0	0.00979	0.0	0.00385	0.0	0.0	0.0	0.00483	0.00641	0.00926	0.0	0.0	0.24843	0.06253	0.98611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119	0.0
chr19	46265043	46265245	0.01562	0.0161	0.01419	0.02015	0.0	0.0	0.02562	0.0072	0.0178	0.0	0.0	0.0	0.0	0.95547	0.00929	0.01534	0.00546	0.19246	0.02383	0.02649	0.0	0.0	0.0	0.0	0.0	0.00998	0.0	0.0	0.00641	0.00709	0.0
chr7	155350047	155350070	0.01357	0.0	0.0	0.0	0.0	0.0	0.01384	0.0	0.00546	0.0	0.0	0.0	0.00612	0.00397	0.0	0.0261	0.00877	0.19151	0.00333	0.0	0.01962	0.0	0.03417	0.0	0.0	0.0	0.0	0.92158	0.00667	0.0	0.00476
chr16	88203236	88203464	0.01667	0.01625	0.0	0.0	0.00781	0.02671	0.018	0.00506	0.02702	0.00164	0.0049	0.0068	0.9032	0.0037	0.07387	0.05028	0.00358	0.21213	0.00143	0.005	0.06628	0.05382	0.00725	0.0	0.00962	0.0769	0.00463	0.00556	0.0	0.00505	0.00222
chr20	30236309	30236380	0.03267	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.00551	0.01625	0.02564	0.0	0.01475	0.0049	0.0	0.01333	0.01042	0.18926	0.0	0.0	0.0	0.0	0.0	0.0	0.01786	0.0	0.02857	0.0	0.93571	0.81343	0.0
chr13	36294725	36294832	0.04476	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.00988	0.0	0.79045	0.0	0.01106	0.0	0.0037	0.0	0.0	0.0853	0.0	0.0	0.00735	0.01961	0.04167	0.0	0.0	0.0	0.0	0.0	0.15173	0.05594	0.0
chr4	187381349	187381573	0.01923	0.00863	0.01255	0.01235	0.05077	0.0854	0.03358	0.01907	0.01195	0.00309	0.23062	0.90532	0.00759	0.0	0.02267	0.06297	0.01755	0.20677	0.00161	0.0	0.00837	0.04409	0.02315	0.0	0.01126	0.27201	0.0	0.0	0.00966	0.02725	0.0
chr10	5757622	5757792	0.01313	0.04593	0.13587	0.0	0.07123	0.23061	0.00756	0.02597	0.00116	0.07862	0.11006	0.01852	0.00188	0.0	0.01575	0.81244	0.12021	0.04655	0.00204	0.00758	0.01389	0.00654	0.0	0.0	0.00625	0.0125	0.05931	0.0334	0.0	0.02174	0.00648
