chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr21	45131548	45131591	0.97984	0.12974	0.02102	0.03203	0.01968	0.21504	0.25715	0.09506	0.05192	1.0	0.95971	0.85749	0.91064	0.06598	0.03993	0.98052	0.99259	0.14055	0.16412	0.36338	0.10075	0.07596	0.05808	0.12264	0.07725	0.8462	1.0	0.84585	0.99206	0.9873	0.88153
chr11	65613991	65614193	0.01868	0.04038	0.01833	0.01075	0.00962	0.0	0.05284	0.01814	0.03846	0.01347	0.04777	0.07278	0.00909	0.01092	0.0228	0.04563	0.03181	0.99583	0.01455	0.02765	0.09067	0.14021	0.02632	0.06912	0.01372	0.00543	0.02315	0.00813	0.07235	0.04996	0.01168
chr17	79814901	79815185	0.00253	0.00204	0.08159	0.00483	0.01992	0.00629	0.01396	0.00316	0.00364	0.00661	0.0	0.008	0.05462	0.00952	0.01548	0.00347	0.01192	0.02433	0.00721	0.01341	0.95663	0.0119	0.0115	0.0221	0.02634	0.0088	0.00831	0.0	0.01427	0.05792	0.00183
chr11	610913	611184	0.0	0.0	0.00556	0.0	0.02686	0.0	0.02979	0.00489	0.0041	0.00345	0.0	0.0	0.01489	0.00938	0.90223	0.01006	0.02532	0.02043	0.01193	0.05214	0.0	0.0	0.02662	0.00667	0.0	0.0174	0.01542	0.0	0.03284	0.02	0.00926
chr10	11505339	11505563	0.0	0.0	0.0	0.01283	0.0	0.0	0.01548	0.00572	0.01564	0.0	0.00463	0.0	0.00137	0.85308	0.00208	0.00463	0.0	0.03369	0.04314	0.0	0.005	0.00617	0.0	0.01627	0.00347	0.0	0.00788	0.01103	0.0	0.01058	0.0
chr7	638594	639012	0.0022	0.0	0.0	0.0	0.00352	0.0	0.00367	0.00109	0.0	0.00323	0.0	0.0	0.0	0.00179	0.00179	0.00522	0.00899	0.13083	0.05006	0.88912	0.0	0.00337	0.0	0.00469	0.0026	0.0	0.0	0.0	0.00287	0.00295	0.00126
chr5	145560642	145560809	0.01218	0.0	0.85347	0.0	0.0	0.0	0.02255	0.0852	0.0021	0.0	0.0	0.0	0.00253	0.0	0.00667	0.0	0.0	0.05883	0.0	0.0	0.00431	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00654	0.00309
chr2	220196370	220196475	0.99412	0.87113	1.0	0.97436	1.0	0.99225	0.98844	0.98211	0.94477	0.95197	1.0	0.99275	0.99499	1.0	0.97684	1.0	1.0	1.0	0.87953	0.99265	0.97368	0.02201	0.0439	0.14437	0.98684	0.97159	0.97815	1.0	0.97755	1.0	1.0
chr21	34668541	34668701	0.0	0.98	0.0	0.0	0.0	0.0	0.01953	0.01562	0.00156	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.1524	0.01291	0.0	0.0	0.01149	0.0	0.0	0.0	0.00676	0.0	0.0	0.01111	0.0	0.0
chr16	66643014	66643063	0.0	0.0	0.01587	0.01449	0.89563	0.05556	0.02829	0.0178	0.00551	0.02816	0.02083	0.01042	0.16386	0.03917	0.0	0.02151	0.06634	0.11814	0.11525	0.05478	0.07334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02816	0.03354	0.02143
chr10	134471323	134471443	0.05134	0.03602	0.01515	0.04613	0.02083	0.0202	0.03285	0.00794	0.06433	0.00713	0.0	0.04312	0.00327	0.00556	0.03723	0.0119	0.03254	0.23369	0.00435	0.0	0.08594	0.11311	0.04757	0.19657	0.96169	0.09067	0.01087	0.0	0.17884	0.08425	0.05716
chr1	167459048	167459162	0.0	0.0	0.0	0.99099	0.01136	0.0	0.09797	0.05856	0.92617	0.0	0.0101	0.0	0.03623	0.00556	0.07009	0.0	0.01888	0.19948	0.0844	0.0619	0.059	0.01111	0.0	0.01667	0.0	0.00833	0.0	0.0	0.0	0.01042	0.02866
chr12	111696042	111696092	0.0303	0.0	0.0	0.01111	0.0	0.0	0.00811	0.0	0.00335	0.00627	0.0	0.0	0.00554	0.0	0.0	0.0	0.00617	0.07727	0.01602	0.00714	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.9828	0.0	0.0	0.01082
chr2	98376000	98376235	0.0	0.00645	0.0	0.02222	0.0	0.00725	0.00864	0.00202	0.07049	0.0	0.02828	0.0	0.98199	0.0	0.0	0.01111	0.0	0.16264	0.00842	0.0	0.00694	0.0	0.01075	0.01235	0.0	0.0	0.0	0.0	0.0	0.0	0.01405
