chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr8	84051809	84052226	0.02694	0.84839	0.99516	0.95065	0.00379	0.00513	0.0728	0.95484	0.93646	0.01862	0.0	0.0	0.03303	0.02292	0.0525	0.01077	0.01206	0.98761	0.02349	0.01859	0.02679	0.01419	0.02057	0.01639	0.00568	0.00915	0.01483	0.00358	0.01204	0.01828	0.00498
chr15	90771745	90771965	0.03845	0.0	0.0	0.0	0.0	0.0	0.0175	0.00327	0.00472	0.00492	0.02399	0.0	0.01244	0.04179	0.0	0.0	0.04992	0.08243	0.00568	0.01609	0.87367	0.02494	0.05665	0.0	0.01281	0.02348	0.0139	0.0	0.0393	0.0817	0.00682
chr16	87943015	87943236	0.99412	0.99726	1.0	0.97883	1.0	1.0	0.99533	1.0	0.99646	1.0	0.99573	1.0	1.0	1.0	0.11097	1.0	1.0	0.99708	0.98414	0.99643	1.0	0.97963	0.94903	0.9278	0.99375	0.99671	1.0	0.98768	1.0	0.9951	1.0
chr14	76909405	76909455	0.1162	0.00952	0.0	0.0	0.0	0.0373	0.04681	0.01257	0.01071	0.98548	0.05394	0.0	0.01449	0.00521	0.0	0.0	0.0	0.21172	0.00294	0.0	0.00862	0.0	0.0	0.0	0.0	0.01168	0.9939	0.0	0.01449	0.0098	0.00463
chr14	69707464	69707560	0.0	0.0	0.06221	0.01149	0.0	0.0	0.00383	0.00874	0.00156	0.0	0.0	0.0	0.01012	0.87553	0.0	0.0	0.0	0.10865	0.01797	0.00568	0.01596	0.0	0.00952	0.00758	0.0	0.0	0.0	0.0	0.0	0.0	0.00397
chr19	46356556	46356827	0.00667	0.0	0.0	0.0	0.01319	0.01042	0.01667	0.0	0.00104	0.00227	0.00476	0.05241	0.00364	0.02705	0.00265	0.88203	0.01885	0.0455	0.04769	0.0	0.01663	0.01142	0.0	0.02525	0.00556	0.00953	0.0	1.0	0.00513	0.03463	0.00992
chr4	83923217	83923338	0.0069	0.00741	0.0	0.0	0.02732	0.0	0.01257	0.0025	0.00217	0.08748	0.10723	0.0	0.00929	0.0	0.0	0.03724	0.06632	0.13033	0.0358	0.94528	0.0	0.02381	0.01111	0.02597	0.0	0.17947	0.02714	0.0	0.05243	0.0658	0.0
chr15	38394497	38394599	0.02857	0.00541	0.02899	0.0	0.01042	0.0	0.02209	0.0016	0.01991	0.08625	0.0	0.0	0.97141	0.0049	0.04967	0.01361	0.00565	0.20589	0.00238	0.00758	0.16712	0.02056	0.06399	0.02557	0.00962	0.0162	0.00532	0.0	0.0229	0.00855	0.0224
chr11	2739160	2739442	0.0	0.06275	0.01801	0.04257	0.01271	0.03656	0.00624	0.01764	0.01849	0.0	0.0	0.0	0.00494	0.0	0.00729	0.00402	0.04414	0.23541	0.00172	0.01136	0.00901	0.0	0.0	0.0	0.0	0.02413	0.005	0.0	0.98801	0.95051	0.00779
chr1	46963395	46963485	0.0	0.0	0.01388	0.0	0.0	0.00758	0.00962	0.00787	0.00644	0.0	0.92857	0.91327	0.0174	0.0	0.0	0.0	0.0	0.08318	0.00196	0.0	0.00391	0.0	0.03175	0.01816	0.1958	0.0	0.0	0.0	0.0	0.0	0.00314
