chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr10	105671143	105671238	0.03761	0.88308	1.0	1.0	0.02083	0.0	0.04493	0.95981	0.8977	0.02927	0.03333	0.0	0.0447	0.04605	0.05556	0.86806	0.13644	0.86082	0.01	0.0	0.0	0.0	0.0	0.03333	0.0	0.01786	0.0	0.01754	0.0	0.0	0.0
chr16	732839	732860	0.01313	0.05923	0.02564	0.0	0.16028	0.02564	0.02587	0.00589	0.02275	0.06283	0.02778	0.00813	0.15969	0.07202	0.00407	0.00926	0.03663	0.02416	0.10056	0.03391	0.94283	0.04869	0.05952	0.18791	0.05417	0.04318	0.10617	0.0101	0.06035	0.12365	0.02195
chr1	173885485	173885706	0.05333	0.00526	0.01282	0.02174	0.0	0.00952	0.03173	0.01729	0.01745	0.0108	0.01333	0.03852	0.01028	0.0	0.93644	0.0	0.0	0.1526	0.00256	0.01087	0.00521	0.0	0.025	0.02667	0.02632	0.01786	0.03005	0.01111	0.0	0.01075	0.04445
chr10	13421745	13422250	0.19521	0.01081	0.00498	0.00855	0.0	0.00629	0.01178	0.00734	0.00637	0.98824	0.00775	0.0	0.07335	0.01221	0.00936	0.0	0.0	0.10798	0.0044	0.005	0.01334	0.0	0.02503	0.01235	0.00455	0.04605	0.95222	0.0	0.00606	0.0202	0.0
chr12	124006502	124006869	0.00544	0.01825	0.00565	0.00824	0.07361	0.00392	0.03455	0.01782	0.02294	0.01075	0.02131	0.01327	0.01918	0.94512	0.01596	0.01419	0.04099	0.24086	0.04316	0.02232	0.01294	0.0045	0.01693	0.01179	0.01817	0.00849	0.00258	0.01852	0.01048	0.03869	0.02149
chr12	129558243	129558354	0.04	0.00588	0.0	0.0	0.0	0.00595	0.04642	0.00361	0.00299	0.01066	0.0	0.01442	0.02139	0.0	0.00862	0.0	0.0	0.2144	0.04394	0.0	0.05481	0.0	0.0	0.01515	0.00658	0.00943	0.0	0.99145	0.00794	0.18097	0.14825
chr9	126165596	126165766	0.0	0.0	0.0	0.0	0.00543	0.0	0.0133	0.0	0.00333	0.0	0.0	0.0	0.00236	0.0	0.0	0.03135	0.0	0.0637	0.08222	0.95306	0.0	0.0	0.0	0.00694	0.0	0.005	0.0	0.01246	0.0	0.0	0.0
chr5	133948415	133948498	0.0	0.0	0.0	0.0	0.06469	0.27222	0.01913	0.01515	0.01051	0.06401	0.0	0.0	0.98889	0.0	0.00694	0.0	0.07021	0.0766	0.0	0.03819	0.21152	0.0	0.09477	0.03704	0.09509	0.19533	0.01923	0.0	0.06296	0.01754	0.01042
chr18	34406598	34406706	0.0	0.0	0.0	0.0	0.02083	0.01852	0.04207	0.00391	0.0	0.01377	0.01515	0.0	0.00529	0.00877	0.0	0.0	0.0	0.10547	0.09352	0.01136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.81419	0.0
chr6	107001544	107001852	0.00896	0.01706	0.0	0.01029	0.00403	0.0	0.02978	0.00273	0.03765	0.0066	0.86019	0.15695	0.00858	0.00448	0.01061	0.02513	0.01373	0.11104	0.00397	0.0	0.03584	0.01212	0.0175	0.00855	0.00867	0.0095	0.02276	0.00952	0.01377	0.01155	0.01538
chr17	63004755	63004920	0.00513	0.00909	0.0	0.00952	0.0	0.0	0.034	0.0	0.00492	0.0	0.17504	0.96226	0.00258	0.00617	0.01269	0.0	0.0	0.05367	0.00256	0.00543	0.0	0.0	0.02741	0.01282	0.01815	0.0	0.0	0.0	0.0	0.01442	0.00309
chr5	141993860	141993870	0.09866	0.06007	0.02557	0.00775	0.90485	0.17044	0.00553	0.00471	0.01936	0.01818	0.0	0.0	0.01235	0.00463	0.00813	0.00855	0.0	0.28844	0.0072	0.0	0.10311	0.00877	0.01515	0.01515	0.02178	0.0	0.0	0.01075	0.10513	0.0	0.01515
chr2	220196530	220196662	0.97778	0.88965	1.0	0.9697	0.98684	0.97368	0.99779	0.96956	0.92338	0.8537	0.98039	0.9899	0.97895	1.0	0.94588	0.9932	0.98119	1.0	0.91378	1.0	0.97368	0.02629	0.0	0.07937	0.99219	0.96317	0.89672	1.0	0.99259	0.99145	0.9902
chr9	8900096	8900126	0.0	0.00741	0.04	0.02564	0.09318	0.02778	0.03198	0.02621	0.02313	0.0	0.0567	0.01042	0.02867	0.0	0.00641	0.06249	0.85404	0.27277	0.00192	0.05126	0.10548	0.01333	0.0	0.0	0.00833	0.0	0.0	0.0	0.09207	0.16683	0.00407
chr10	134370699	134370937	0.75282	0.02509	0.0	0.00556	0.02309	0.21678	0.00867	0.00288	0.00397	0.00695	0.04897	0.00813	0.18217	0.00875	0.0	0.03868	0.0085	0.17503	0.00455	0.0	0.0	0.0	0.0	0.0	0.0	0.10674	0.00909	0.0	0.0	0.01015	0.01835
chr19	46181809	46182044	0.0122	0.01303	0.0	0.0	0.0	0.0	0.01923	0.01072	0.00114	0.08855	0.01695	0.00926	0.01782	0.0	0.03897	0.02427	0.04671	0.29145	0.03557	0.02091	0.15325	0.00901	0.01807	0.0577	0.83323	0.00901	0.05611	0.02694	0.02041	0.01227	0.0237
chr18	4638264	4638361	0.01698	0.02693	0.01808	0.01976	0.0	0.01515	0.05032	0.01964	0.01592	0.02244	0.03639	0.068	0.11852	0.10308	0.01596	0.05442	0.04803	0.30272	0.06579	0.0	0.22241	0.15055	0.05539	0.09568	0.08252	0.07765	0.0	0.07863	0.05004	0.10073	0.86359
chr8	9758987	9759159	0.05524	0.06162	0.00952	0.09252	0.0	0.0	0.11543	0.03855	0.10773	0.05092	0.06935	0.09127	0.11678	0.05381	0.03731	0.17475	0.08539	0.36659	0.88585	0.01316	0.21026	0.08472	0.0	0.01515	0.04471	0.00641	0.07757	0.04342	0.08042	0.16461	0.00939
chr5	2779668	2779681	0.19942	0.01435	0.02234	0.04598	0.20142	0.74365	0.04437	0.02251	0.02636	0.01486	0.02083	0.00813	0.00601	0.01199	0.04661	0.0	0.01382	0.33554	0.0067	0.0	0.03716	0.01075	0.00952	0.03922	0.01389	0.0	0.00833	0.0	0.14228	0.08016	0.00463
chr19	5996750	5997048	0.01024	0.0	0.0	0.0	0.0	0.0	0.00812	0.0	0.00164	0.00137	0.00794	0.0	0.05366	0.01294	0.0	0.0	0.0	0.99738	0.00662	0.0	0.21977	0.0	0.0	0.00422	0.00774	0.00403	0.0	0.0049	0.0	0.01257	0.00491
chr12	99020727	99020999	0.0	0.00526	0.98128	0.0	0.00781	0.0	0.02081	0.02772	0.0061	0.00509	0.0	0.00505	0.0128	0.0	0.0	0.00505	0.0113	0.09179	0.0	0.00532	0.02552	0.0	0.0	0.0	0.00463	0.00889	0.00397	0.00529	0.0	0.00995	0.02793
chr19	1648937	1648991	0.01624	1.0	0.0	0.0	0.0	0.0	0.01687	0.0227	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.0	0.05877	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14818	0.0	0.0	0.19517
chr14	32474829	32474908	0.00714	0.01429	0.0	0.01389	0.0	0.0	0.00173	0.0026	0.01418	0.0	0.0	0.0	0.0	0.0	0.00617	0.82075	0.01389	0.1352	0.0	0.0	0.00758	0.0	0.0	0.0	0.0	0.01316	0.0	0.02083	0.0	0.01587	0.0478
chr15	81640372	81640435	0.0	0.05609	0.0	0.86605	0.0	0.0	0.0155	0.01629	0.21442	0.0	0.01282	0.0	0.00979	0.0	0.00417	0.0	0.14407	0.33982	0.0	0.0	0.00431	0.00877	0.0	0.0	0.0	0.00806	0.0	0.0	0.01923	0.00709	0.0
