chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr19	54475293	54475335	0.00571	0.79642	0.9725	0.96359	0.01042	0.0	0.05261	0.93933	0.82933	0.01911	0.07069	0.02375	0.0061	0.04314	0.02294	0.02788	0.00855	1.0	0.01311	0.03386	0.02837	0.0	0.02735	0.0	0.03734	0.00556	0.0	0.02299	0.02564	0.0	0.0568
chr15	90610756	90611305	0.0	0.0	0.00402	0.00321	0.00294	0.00295	0.00468	0.00196	0.00119	0.0	0.0049	0.0	0.00223	0.0	0.0	0.00465	0.0	0.10704	0.00335	0.00258	0.82143	0.00609	0.0	0.00647	0.00858	0.0	0.0025	0.0	0.0029	0.00425	0.0
chr3	50244816	50245293	0.00374	0.01908	0.00275	0.01024	0.00373	0.0	0.02568	0.0056	0.01065	0.00638	0.00312	0.0	0.0009	0.00141	0.91414	0.00505	0.01345	0.19162	0.02332	0.00291	0.00649	0.0	0.0	0.0049	0.00333	0.0	0.00212	0.01307	0.00267	0.003	0.0
chr22	37417166	37417273	0.00741	0.0	0.0	0.05099	0.0119	0.01235	0.00427	0.00298	0.00709	0.96198	0.97204	1.0	0.05924	0.0	0.02858	0.02057	0.02592	0.05573	0.0	0.0	0.0	0.0	0.0119	0.0	0.02648	0.0	0.98913	0.00952	0.0	0.04177	0.0
chr9	134136258	134136566	0.00726	0.00225	0.0	0.04101	0.0	0.01562	0.01363	0.01286	0.01182	0.01962	0.01632	0.01157	0.01879	0.75793	0.01107	0.01126	0.0159	0.05483	0.0381	0.00579	0.02327	0.03587	0.04948	0.02911	0.0264	0.00576	0.03415	0.00861	0.02008	0.04244	0.00214
chr9	117110058	117110260	0.02046	0.0	0.0	0.0	0.0	0.0	0.01917	0.00136	0.0	0.06555	0.05853	0.0068	0.02469	0.0	0.0	0.01025	0.00926	0.113	0.1028	0.97299	0.0	0.00709	0.0	0.0	0.00676	0.0	0.07623	0.0	0.0	0.01975	0.0
chr3	43447080	43447246	0.04211	0.0	0.0	0.0	0.0	0.0	0.00258	0.0013	0.0	0.0	0.0	0.06421	0.00242	0.0	0.0	0.0	0.0	0.19333	0.00446	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.00758	0.98268	0.00775	0.00667	0.05708
chr7	7309106	7309290	0.0	0.00694	0.00758	0.0	0.04429	0.01646	0.0144	0.00505	0.00319	0.00438	0.01974	0.0	0.92896	0.01129	0.05558	0.02655	0.0155	0.09259	0.00349	0.0	0.11834	0.00926	0.04143	0.06685	0.03135	0.015	0.06648	0.0068	0.00444	0.0	0.12561
chr16	87534509	87534646	0.02749	0.00741	0.0	0.0	0.01488	0.11887	0.01693	0.00149	0.00495	0.01117	0.02833	0.02521	0.00231	0.0	0.00521	0.0	0.04592	0.12653	0.00707	0.08192	0.01415	0.0	0.0	0.0	0.0	0.01351	0.0	0.0	0.81601	0.90406	0.04451
chr8	103733530	103733632	0.14036	0.0	0.0	0.01852	0.0	0.0	0.0359	0.00391	0.02816	0.01667	0.02564	0.0	0.09579	0.0	0.02083	0.96296	0.08025	0.37287	0.00871	0.05451	0.05025	0.01515	0.02222	0.1312	0.01667	0.0	0.0125	0.27709	0.14554	0.055	0.0
