chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr18	20174284	20174365	0.03342	0.93812	0.99074	1.0	0.01087	0.0	0.09022	0.95393	0.95447	0.00754	0.0	0.03563	0.00908	0.09305	0.00725	0.00694	0.0	0.97826	0.00911	0.03769	0.05533	0.00952	0.07601	0.01111	0.02562	0.0364	0.00758	0.00585	0.0	0.05676	0.00908
chr4	170254598	170254704	0.03381	0.0	0.0	0.0	0.0	0.01484	0.00648	0.00372	0.01797	0.02116	0.0	0.0	0.15545	0.00362	0.93544	0.00775	0.0	0.2978	0.00238	0.0	0.0	0.02164	0.0	0.02564	0.00962	0.00556	0.09807	0.02589	0.00606	0.04391	0.0034
chr6	163976420	163976584	0.0	0.0	0.0	0.0	0.0	0.0	0.02561	0.0	0.0	0.01331	0.0	0.0	0.00601	0.88223	0.0	0.0	0.00667	0.07398	0.2044	0.9503	0.00581	0.0	0.0	0.01961	0.0	0.0	0.01972	0.0	0.0	0.0	0.0
chr3	168988832	168988866	0.00667	0.01909	0.00926	0.0	0.0	0.0	0.00956	0.02438	0.0327	0.93795	0.0	0.0	0.008	0.0	0.08006	0.0	0.0	0.28379	0.00222	0.0	0.01471	0.02393	0.0	0.0	0.0	0.0	0.96984	0.0	0.0	0.0	0.02514
chr11	76089798	76090123	0.01337	0.01676	0.00417	0.02003	0.0049	0.0	0.0198	0.01413	0.01145	0.0608	0.0	0.00575	0.01204	0.0119	0.01117	0.0	0.00392	0.07775	0.01494	0.0	0.65439	0.01667	0.03157	0.01481	0.02123	0.0072	0.05146	0.0	0.02238	0.01475	0.00421
chr10	134283781	134284056	0.03736	0.02041	0.00709	0.00725	0.00758	0.03697	0.034	0.01056	0.00655	0.00355	0.0	0.04176	0.0	0.00737	0.0026	0.97581	0.11614	0.18178	0.01015	0.01139	0.005	0.0119	0.00667	0.0	0.0	0.00352	0.0	0.97484	0.00505	0.01899	0.04326
chr5	82723741	82723875	0.0	0.0	0.0	0.0	0.0	0.00952	0.03394	0.00189	0.02263	0.0	0.11574	0.0	0.96774	0.0	0.0	0.0	0.04897	0.15345	0.0	0.0	0.00417	0.00758	0.0	0.0	0.0	0.00581	0.00595	0.0	0.01952	0.03002	0.0
chr4	184274534	184274767	0.07272	0.0	0.0	0.01587	0.25101	0.01481	0.0	0.0	0.00778	0.0	0.00794	0.0	0.0	0.0	0.0	0.0	0.08994	0.09216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03153	0.0	0.03442	0.98759	0.9441	0.0
chr1	199263476	199263988	0.05793	0.00571	0.0	0.0	0.00595	0.0	0.00854	0.00212	0.00305	0.03914	0.86541	0.0	0.0	0.01282	0.0	0.0	0.0	0.17526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09043	0.00934	0.0	0.05411	0.0435	0.0
chr7	41078037	41078155	0.0698	0.00645	0.0	0.01111	0.00714	0.0	0.04623	0.0025	0.01876	0.02282	0.03571	0.9663	0.03323	0.00427	0.0	0.11661	0.1441	0.24025	0.00278	0.00962	0.01354	0.0	0.0	0.0	0.0152	0.0448	0.00758	0.0654	0.0	0.01579	0.06208
chr7	925664	925962	0.19597	0.0	0.01235	0.02877	0.89865	0.0381	0.00679	0.0011	0.00565	0.02006	0.0	0.02121	0.0129	0.04269	0.00502	0.01117	0.11134	0.01256	0.14061	0.0051	0.01797	0.0	0.01235	0.0	0.0	0.25641	0.00877	0.0	0.27013	0.17944	0.0
chr20	47149606	47149710	0.0	0.0	0.0	0.0	0.0	0.0	0.01367	0.0	0.0	0.0452	0.02222	0.01449	0.01058	0.0	0.0	0.0	0.0	0.12514	0.0	0.0	0.02337	0.96296	0.97778	0.97619	0.0	0.0	0.01389	0.01961	0.02083	0.01852	0.09355
chr11	34680637	34680691	0.0	0.0	0.0	0.0	0.01	0.03509	0.06941	0.0	0.01294	0.0	0.15246	0.01042	0.13088	0.0	0.0	0.21371	0.95325	0.28363	0.0	0.0	0.0119	0.0	0.0	0.0	0.0	0.05481	0.0	0.01449	0.00855	0.04306	0.11595
chr2	11503315	11503627	0.8776	0.00667	0.00694	0.0	0.0	0.10139	0.01443	0.00362	0.00845	0.00955	0.01449	0.0	0.02342	0.00775	0.34548	0.01429	0.01708	0.08799	0.17347	0.0	0.01044	0.00741	0.0	0.0	0.0	0.08978	0.15205	0.0	0.07018	0.02222	0.00379
chr9	88033512	88033539	0.13208	0.04567	0.0101	0.0602	0.03928	0.00855	0.11952	0.0446	0.08794	0.02476	0.86729	0.07827	0.02383	0.07375	0.12344	0.02222	0.01554	0.32034	0.01756	0.03093	0.04973	0.04452	0.05286	0.15889	0.01087	0.06721	0.05502	0.97531	0.04343	0.08842	0.87438
chr1	28194120	28194355	0.0187	0.01122	0.09006	0.0	0.00781	0.02326	0.05012	0.00915	0.0	0.00867	0.19456	0.0068	0.12686	0.01442	0.06945	0.05347	0.02262	0.86069	0.00797	0.00781	0.07414	0.01667	0.07937	0.05324	0.12227	0.0	0.005	0.02876	0.00741	0.05086	0.14325
chr20	24959344	24959581	0.0	0.0	0.0	0.0	0.0	0.0	0.10385	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.04267	0.0	0.0	0.05461	0.8213	0.91928	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.0	0.0049
chr1	45933047	45933249	0.00588	0.81726	0.0	0.19469	0.00781	0.0	0.02728	0.02453	0.10646	0.00204	0.0	0.0	0.00977	0.02	0.00222	0.0	0.0	0.05446	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.02868	0.0
chr2	162907086	162907151	0.00909	0.0	0.0	0.03509	0.0	0.29285	0.06298	0.02362	0.00733	0.05454	0.05691	0.06921	0.06539	0.16355	0.9611	0.04552	0.07708	0.26735	0.01364	0.01	0.1681	0.21559	0.03949	0.05219	0.96131	0.13523	0.9713	0.02222	0.22312	0.19049	0.05718
chr2	10795943	10796131	0.06294	0.11208	0.88489	0.0	0.04761	0.01333	0.10369	0.02831	0.14536	0.0	0.0	0.0	0.00959	0.0049	0.00933	0.00794	0.0	0.10469	0.02747	0.02174	0.0	0.0	0.01587	0.02083	0.0	0.00735	0.00556	0.0	0.0455	0.12071	0.0
chr1	156255108	156255284	0.19683	0.01053	0.0	0.01667	0.90235	0.77381	0.07393	0.00321	0.01125	0.03285	0.00901	0.0	0.07512	0.06106	0.00362	0.05665	0.11068	0.19634	0.03933	0.06048	0.20249	0.15138	0.0794	0.14702	0.02716	0.21046	0.0197	0.05841	0.98113	0.63321	0.00439
chr5	171600889	171600925	0.01267	0.25286	0.02286	0.98333	0.0	0.0353	0.02292	0.09331	0.93599	0.00435	0.0	0.0	0.0	0.0	0.01091	0.0	0.0	0.02176	0.01929	0.00735	0.0	0.0	0.0	0.0	0.00862	0.0	0.00862	0.0	0.0	0.0	0.00388
chr3	197250437	197250481	0.1971	0.0	0.0	0.0	0.80801	0.05263	0.00899	0.0012	0.00156	0.0	0.0	0.0	0.88184	0.00556	0.01363	0.03439	0.95592	0.14652	0.01286	0.0	0.01458	0.19052	0.03361	0.69855	0.01316	0.78137	0.0	0.0	0.78823	0.97073	0.00439
chr12	104945544	104945629	0.0	0.25837	0.0	0.85505	0.0	0.0	0.03117	0.00852	0.04	0.0	0.0	0.0	0.0	0.95979	0.04179	0.0	0.0	0.01947	0.119	0.0	0.0	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00654	0.00845
chr1	38589643	38589880	0.04704	0.01133	0.00855	0.02632	0.017	0.02174	0.0544	0.01028	0.02363	0.01898	0.01418	0.05907	0.01915	0.0	0.01069	0.01122	0.0927	0.25676	0.00238	0.00943	0.07546	0.0463	0.0101	0.0	0.02034	0.03116	0.0227	0.00741	0.73062	0.15147	0.0
chr13	28497262	28497471	0.98361	0.97017	0.99333	0.99495	0.97819	0.95425	0.99785	0.99554	0.97933	0.6708	0.96958	1.0	0.78702	1.0	0.79707	0.99588	1.0	0.99713	1.0	1.0	0.06308	0.10045	1.0	1.0	0.98583	0.97743	0.92401	1.0	0.9887	0.99425	0.99751
