chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr9	71627999	71628310	0.0179	0.95472	1.0	0.99108	0.0	0.01852	0.06425	0.9713	0.92349	0.00296	0.0119	0.0	0.00285	0.00944	0.03726	0.0	0.00803	0.98876	0.01373	0.03238	0.00234	0.01323	0.0	0.00565	0.0	0.00608	0.00238	0.00439	0.02991	0.03116	0.00376
chr10	80806029	80806412	0.05357	0.03762	0.0	0.00606	0.0	0.0	0.01776	0.00678	0.02472	0.0333	0.00629	0.0	0.03542	0.0	0.0	0.0	0.02636	0.08106	0.00345	0.0	0.95625	0.00926	0.00606	0.0	0.025	0.02682	0.07253	0.00476	0.01506	0.03079	0.0
chr1	231118366	231118462	0.0087	0.0	0.0	0.0	0.0	0.0	0.02541	0.01117	0.00417	0.94181	0.0	0.0	0.0108	0.0	0.0	0.01961	0.0	0.10317	0.0	0.0	0.05	0.0	0.0303	0.09491	0.0	0.0	1.0	0.0	0.0	0.0	0.01482
chr1	11106576	11106783	0.0	0.0	0.0	0.0	0.0	0.0	0.02608	0.00755	0.01005	0.00937	0.00709	0.0	0.0	0.00417	0.93711	0.0	0.0	0.11136	0.00857	0.00893	0.01219	0.01389	0.00529	0.00855	0.0	0.00431	0.00455	0.00641	0.0	0.0	0.01065
chr8	42285018	42285206	0.032	0.0	0.0	0.0	0.00833	0.0	0.01153	0.0	0.00358	0.0	0.0	0.0	0.00383	0.0	0.0049	0.07242	0.03952	0.16826	0.05369	0.0	0.00735	0.0	0.01754	0.0	0.0	0.0	0.0	0.89764	0.01919	0.01781	0.01449
chr5	134686461	134686575	0.00476	0.0	0.00617	0.0	0.0	0.0	0.01117	0.00535	0.00181	0.00585	0.00565	0.0	0.00724	0.87673	0.00292	0.00982	0.0176	0.02678	0.01071	0.02015	0.00385	0.02254	0.0	0.00629	0.0087	0.00357	0.0	0.0	0.00392	0.02454	0.01169
chr7	6198553	6198966	0.01154	0.00345	0.00402	0.01403	0.009	0.0	0.0274	0.0013	0.00261	0.00482	0.00813	0.00913	0.02959	0.02348	0.00279	0.00321	0.02147	0.09041	0.0896	0.89388	0.00625	0.02088	0.05183	0.03276	0.0	0.01246	0.01848	0.00383	0.00337	0.01056	0.00445
chr1	93253016	93253064	0.00645	0.0	0.0	0.0	0.0	0.0	0.00573	0.00152	0.0	0.01275	0.0	0.0	0.8461	0.02381	0.0	0.00813	0.0	0.09814	0.0	0.01042	0.01968	0.0	0.0	0.0	0.0	0.0	0.04088	0.0	0.01282	0.01905	0.0
chr15	34272521	34272606	0.04783	0.0	0.01852	0.01149	0.18482	0.01389	0.01749	0.01379	0.00463	0.00769	0.0	0.06226	0.01087	0.0	0.01188	0.01235	0.0498	0.28166	0.01345	0.0	0.05556	0.15042	0.0	0.06667	0.01	0.09695	0.02262	0.0	1.0	0.9881	0.03061
chr9	2875910	2875947	0.0	0.0	0.00833	0.01282	0.0	0.00926	0.02996	0.00636	0.00843	0.00699	0.91285	1.0	0.02268	0.00538	0.02082	0.0	0.0	0.22904	0.04038	0.0	0.06762	0.0	0.01042	0.03704	0.0	0.0	0.0	0.0	0.0	0.0	0.0
