chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr3	72991752	72991873	0.90066	0.00833	0.0	0.02037	0.02029	0.05303	0.04235	0.00641	0.00586	1.0	0.14207	0.00725	0.98162	0.11278	0.04811	0.34028	0.96918	0.25235	0.0	0.0	0.3193	0.0	0.01235	0.0	0.03368	0.92523	0.99468	0.0	0.92156	0.96074	0.0
chr8	98917810	98917959	0.03761	0.02857	0.04167	0.02564	0.0	0.0	0.00742	0.01452	0.0657	0.0	0.0	0.0	0.01595	0.0	0.90758	0.0	0.0	0.24885	0.00714	0.0	0.06054	0.0	0.0	0.03704	0.0	0.03542	0.0	0.0	0.0	0.0	0.0
chr13	67730336	67730591	0.00833	0.0182	0.01833	0.02759	0.0	0.0	0.00855	0.0149	0.01786	0.01918	0.0	0.0	0.02506	0.01135	0.05078	0.00823	0.01429	0.25035	0.05531	0.89686	0.03523	0.03805	0.01184	0.0068	0.0	0.00333	0.03166	0.01515	0.0	0.01819	0.01405
chr22	18337167	18337220	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.00142	0.00796	0.00495	0.0	0.0	0.09405	0.87292	0.00662	0.02083	0.17788	0.9932	0.0077	0.0	0.03762	0.0	0.0	0.00952	0.0	0.00595	0.03038	0.00926	0.04269	0.08344	0.0037
chr8	76331087	76331242	0.0	0.0	0.02896	0.00709	0.01482	0.0	0.03399	0.01118	0.02258	0.00417	0.0	0.0	0.0048	0.00641	0.00826	0.00901	0.00855	0.251	0.0	0.0	0.9569	0.0	0.0	0.01449	0.01507	0.00472	0.07384	0.0	0.07049	0.06498	0.0
chr6	35511585	35511839	0.05588	0.00769	0.0	0.0	0.0119	0.0	0.06437	0.0101	0.00172	0.00238	0.0	0.09466	0.01131	0.04339	0.04144	0.84062	0.08901	0.22904	0.00708	0.02624	0.00847	0.00741	0.00952	0.0	0.02418	0.0	0.01185	0.98142	0.00833	0.03205	0.04621
chr17	56700016	56700125	0.02568	0.01458	0.00641	0.0	0.0	0.0	0.00854	0.0	0.00224	0.03325	0.84871	0.0	0.00518	0.0	0.0	0.06553	0.0	0.11704	0.0	0.0049	0.1339	0.87542	0.99099	0.88526	0.12316	0.05526	0.02315	0.00565	0.0	0.03125	0.00333
chr8	6872774	6872789	0.00714	0.01467	0.78745	0.01852	0.0	0.00901	0.03864	0.03145	0.00341	0.00333	0.0	0.0	0.01058	0.01221	0.02804	0.01149	0.00529	0.17906	0.00627	0.0	0.06206	0.0356	0.01481	0.01149	0.00962	0.01325	0.0	0.01709	0.00926	0.0268	0.00463
chr2	45922768	45922905	0.00667	0.95135	0.0	0.0	0.0	0.0	0.0683	0.03395	0.00863	0.0034	0.0	0.0101	0.00317	0.0	0.0	0.0	0.00833	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.0	0.0101	0.00758	0.05187
chr17	4830297	4830406	0.01111	0.0	0.0	0.0	0.03571	0.0	0.0432	0.0	0.01006	0.01544	0.08446	0.90812	0.0	0.0	0.02431	0.0	0.0	0.1803	0.01111	0.0	0.04788	0.09653	0.0	0.04167	0.01316	0.01389	0.11706	0.02083	0.04859	0.05929	0.0962
chr22	22302844	22302941	0.0	0.0	0.03138	0.0	0.92071	0.02685	0.10185	0.00445	0.01103	0.0	0.0	0.0	0.00938	0.0034	0.0	0.0	0.02139	0.14099	0.12235	0.00735	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.01075	0.03206	0.00775	0.00407
chr10	126367856	126367977	0.02004	0.01407	0.00775	0.92433	0.12923	0.00855	0.0223	0.02996	0.75416	0.01249	0.0	0.00813	0.01652	0.17835	0.01398	0.05521	0.00575	0.03008	0.05784	0.03133	0.05483	0.0	0.03226	0.0098	0.01521	0.0	0.02503	0.06354	0.05254	0.03121	0.01884
chr1	160308565	160308701	0.01429	0.0	1.0	0.0	0.02273	0.0	0.05241	0.91997	0.0	0.01429	0.0	0.02381	0.00556	0.05147	0.01042	0.0	0.0	0.14811	0.0405	0.04545	0.00926	0.05185	0.0	0.05556	0.0	0.0	0.0	0.0	0.04231	0.01961	0.01667
chr2	44502740	44502980	0.0	0.00588	0.0	0.01418	0.00714	0.0	0.01166	0.0101	0.02141	0.93632	0.84875	0.02564	0.00345	0.0	0.02809	0.0	0.0	0.23116	0.00189	0.0041	0.02872	0.00565	0.0068	0.03556	0.81131	0.06164	1.0	0.0	0.00741	0.00521	0.88173
chr4	186138927	186138949	0.00606	0.09769	0.01075	0.0	0.0	0.0	0.09557	0.00149	0.00505	0.0	0.0	0.0	0.00956	0.87805	0.00595	0.08693	0.0	0.1972	0.81108	0.0	0.0	0.03666	0.0468	0.0	0.0258	0.0	0.0	0.0	0.26609	0.02286	0.19266
chr13	21050990	21051128	0.01026	0.0	0.00741	0.02629	0.0	0.0	0.01255	0.00184	0.00156	0.0	0.00952	0.00654	0.85439	0.0	0.00355	0.0	0.0	0.15204	0.0	0.0	0.1649	0.03584	0.02286	0.01587	0.02124	0.0	0.00641	0.0	0.0	0.00926	0.0
chr17	71559177	71559235	0.21505	0.0	0.0	0.02593	0.1377	0.84917	0.10906	0.00169	0.00312	0.0037	0.0	0.27421	0.02567	0.01419	0.0045	0.0	0.07127	0.2326	0.02142	0.00833	0.03119	0.0	0.0	0.0	0.01042	0.11143	0.12648	0.0	0.99048	0.94364	0.01111
chr17	17066922	17067093	0.0	0.00952	0.0	0.0	0.0	0.0	0.03719	0.00136	0.01066	0.0	0.1146	0.30254	0.0	0.0	0.0	0.16757	0.87174	0.02633	0.02613	0.20104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14186	0.24615	0.0
chr1	220036551	220037230	0.00685	0.0064	0.00803	0.0	0.00862	0.00402	0.02462	0.00344	0.00503	0.23737	0.0	0.0	0.01587	0.00417	0.16085	0.00273	0.00233	0.17758	0.0	0.00481	0.03223	0.07699	0.0279	0.04755	0.00266	0.00704	0.85246	0.00749	0.00604	0.00975	0.01179
chr22	21803172	21803360	0.05164	0.00741	0.03148	0.64307	0.0	0.0	0.03081	0.04578	0.02892	0.011	0.01543	0.0	0.01287	0.01886	0.00833	0.03629	0.07179	0.07139	0.01508	0.02158	0.01145	0.01361	0.01075	0.04959	0.00595	0.01042	0.00568	0.93254	0.04741	0.09811	0.01566
chr12	59508293	59508367	0.02785	0.00435	0.0	0.0098	0.02658	0.03048	0.1564	0.02212	0.02315	0.12701	0.12954	0.03434	0.00649	0.0	0.09792	0.021	0.01587	0.18995	0.09967	0.98598	0.0863	0.95485	0.23545	0.06888	0.89704	0.01629	0.11174	0.0	0.0	0.02244	0.18803
chr1	37267612	37267698	0.87693	0.02	0.01075	0.01333	0.0	0.02222	0.06316	0.02879	0.03168	0.18141	0.04924	0.02946	0.05938	0.00575	0.07112	0.02818	0.10777	0.22041	0.00278	0.0	0.16314	0.08217	0.03333	0.09563	0.05673	0.28336	0.0	0.01042	0.93491	0.13023	0.02316
chr5	179480100	179480240	0.02228	0.0	0.0	0.00952	0.0061	0.01333	0.04417	0.00394	0.00172	0.01844	0.01235	0.02384	0.02145	0.13388	0.00861	0.0286	0.01606	0.98704	0.06618	0.08406	0.47267	0.10064	0.86735	0.0482	0.01894	0.19361	0.00595	0.02997	0.04027	0.04587	0.00397
