chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr15	74267527	74267692	0.02294	0.1284	0.07132	0.0	0.0	0.0	0.01735	0.03549	0.02517	0.96304	0.92258	0.91488	0.95362	0.02381	0.01194	0.01586	0.18048	0.19336	0.00208	0.0	0.06968	0.06711	0.05773	0.03469	0.00781	0.15284	0.96037	0.00813	0.01075	0.01948	0.05165
chr13	113873960	113874093	0.01699	0.01176	0.00758	0.0	0.0	0.0	0.04908	0.00408	0.00263	0.01338	0.01282	0.01235	0.03216	0.85381	0.92675	0.01707	0.0	0.84525	0.16788	0.0	0.01587	0.04806	0.04152	0.0256	0.0	0.0	0.15679	0.0	0.03449	0.0303	0.00362
chr6	161691598	161691994	0.00328	0.02887	0.00758	0.0	0.0	0.0	0.01402	0.01044	0.02317	0.00595	0.00412	0.01869	0.01354	0.00775	0.03299	0.0	0.02279	0.0382	0.14725	0.83706	0.01035	0.0	0.0	0.01515	0.00908	0.0	0.04667	0.0	0.00375	0.00939	0.00314
chr15	32942523	32942796	0.00541	0.0069	0.0	0.0	0.0	0.0	0.0108	0.0	0.0	0.08812	0.01282	0.01728	0.00601	0.00995	0.0	0.0	0.0155	0.06867	0.0	0.0	0.94038	1.0	1.0	0.78124	0.01923	0.0	0.02165	0.0	0.0815	0.19202	0.0245
chr4	128608910	128608994	0.01053	0.01053	0.0	0.02262	0.0	0.0	0.00453	0.00449	0.03148	0.00312	0.01449	0.0	0.00227	0.00617	0.0	0.83327	0.19259	0.12329	0.03421	0.0	0.0	0.01149	0.0	0.0	0.0	0.00556	0.00781	0.87991	0.0	0.0119	0.0
chr7	1615501	1615558	0.01053	0.04993	0.01149	0.02899	0.0625	0.0	0.07323	0.01178	0.03064	0.05047	0.03194	0.02899	0.04718	0.14099	0.0	0.24408	0.77962	0.16787	0.0086	0.0	0.06859	0.01449	0.03088	0.05255	0.03125	0.04785	0.1026	0.01961	0.94733	0.84645	0.03822
chr8	134070734	134070966	0.01198	0.96107	0.0	0.99346	0.0	0.0	0.01476	0.04525	0.98544	0.00388	0.00513	0.0	0.00641	0.00706	0.02354	0.0	0.0	0.15834	0.00196	0.0	0.02827	0.04192	0.00741	0.0068	0.0	0.0	0.01418	0.08715	0.0	0.00654	0.0541
chr12	121739373	121739608	0.005	0.01132	0.82984	0.0	0.04286	0.0	0.03207	0.03039	0.00459	0.15934	0.03069	0.01515	0.01338	0.03147	0.00878	0.00397	0.01002	0.12106	0.21362	0.005	0.01203	0.00725	0.0	0.0	0.01042	0.01697	0.08557	0.00794	0.00959	0.01943	0.01102
chr17	74358331	74358446	0.01538	0.04762	0.0	0.08442	0.92857	0.23214	0.21173	0.00568	0.04049	0.0	0.0	0.0	0.04416	0.02083	0.01667	0.14216	0.27513	0.58061	0.00909	0.03571	0.08173	0.0	0.07143	0.06061	0.0	0.28141	0.02778	0.35556	0.22391	0.1303	0.02083
chr2	39066619	39066841	0.05177	0.97649	0.03544	0.0	0.0	0.0	0.02539	0.83879	0.00938	0.01651	0.17687	0.00694	0.01629	0.02143	0.03043	0.0	0.08858	0.08658	0.00857	0.0	0.01316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03532	0.1263	0.00505
chr6	88127503	88127567	0.8616	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.00172	0.0	0.0	0.0	0.8778	0.0	0.0	0.02464	0.01333	0.0763	0.0	0.0	0.15017	0.0	0.0	0.0	0.0	0.21295	0.0	0.0	0.0	0.0	0.00833
chr14	93436701	93436779	0.03502	0.12918	0.0	0.06268	0.04423	0.07778	0.03757	0.01244	0.02263	0.01801	0.88053	1.0	0.01488	0.03042	0.01858	0.10329	0.05767	0.19283	0.23408	0.0	0.0	0.01587	0.04151	0.03704	0.0125	0.02292	0.02083	0.12936	0.02083	0.02778	0.91632
chr13	101324220	101324248	0.07028	0.0	0.0	0.05376	0.01471	0.01587	0.02245	0.01224	0.00795	0.01147	0.02619	0.0	0.01386	0.00388	0.70382	0.0	0.15127	0.19901	0.05625	0.14258	0.97042	0.0	0.0	0.01042	0.82959	0.01316	0.02753	0.0	0.02222	0.01586	0.14353
chr2	240895958	240896412	0.01273	0.00323	0.0028	0.0	0.00352	0.01694	0.03204	0.00386	0.00795	0.01861	0.01124	0.03022	0.01934	0.79201	0.00175	0.08642	0.0752	0.13765	0.59255	0.0093	0.0	0.03661	0.00844	0.03969	0.00725	0.01996	0.0128	0.13041	0.02213	0.07146	0.08173
chr3	181442528	181443031	0.17626	0.90035	0.97196	0.94672	0.87743	0.86942	0.97197	0.95553	0.90321	0.81825	0.85023	0.93462	0.00941	0.99383	0.96299	0.15482	0.75644	0.98925	0.80949	1.0	0.9658	0.97505	0.97389	0.99487	0.96904	0.03174	0.81501	0.97491	0.16398	0.00813	0.97209
chr19	51981177	51981283	0.01386	0.03432	0.0	0.0	0.04035	0.14894	0.06352	0.00561	0.05279	0.26234	0.0871	0.09897	0.00635	0.02813	0.11771	0.08488	0.05455	0.2409	0.00772	0.03539	0.22036	0.09786	0.11886	0.15826	0.03036	0.01676	0.86525	0.01855	0.00606	0.04404	0.04849
chr21	44617894	44617949	0.0	0.01053	0.0101	0.0	0.98609	0.86052	0.01441	0.00152	0.03803	0.04556	0.7446	0.99425	0.01495	0.0	0.0	0.05142	0.9717	0.25746	0.0	0.0	0.04018	0.0119	0.0	0.03016	0.0	0.0291	0.02812	0.0	0.97112	0.89917	0.0
chr19	17256506	17256623	0.01538	0.38596	0.17582	0.90741	0.02778	0.0	0.17811	0.14161	0.26525	0.04762	0.04762	0.0	0.02404	0.05357	0.01111	0.0	0.0	0.9	0.00769	0.0	0.01389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0
chr9	92800947	92801222	0.0	0.0	0.01075	0.00813	0.0	0.08772	0.02549	0.00106	0.01102	0.01518	0.81409	0.0	0.00231	0.0	0.0	0.0	0.0	0.17996	0.01097	0.02438	0.01861	0.07911	0.99123	0.96884	0.16706	0.05089	0.0	0.0	0.0	0.01323	0.22574
chr10	117856184	117856335	0.16038	0.06141	0.01075	0.03228	0.0	0.00833	0.09137	0.01458	0.05394	0.1668	0.02326	0.00694	0.07667	0.0	0.0	0.06044	0.07778	0.32645	0.29864	0.02109	0.18444	0.0496	0.01042	0.0	0.0	0.16574	0.04589	0.09667	0.36341	0.91943	0.03686
chr21	41423886	41424010	0.01905	0.0	0.0	0.00556	0.00595	0.0	0.02183	0.00321	0.00592	0.0	0.26519	0.34502	0.00833	0.0	0.0434	0.00505	0.0	0.14477	0.02865	0.00568	0.04936	0.95769	0.97825	0.2761	0.00947	0.0	0.0	0.96249	0.0	0.01779	0.32149
