chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr12	124252220	124252508	0.02748	0.99105	1.0	1.0	0.0	0.0	0.10245	0.97072	0.96212	0.0188	0.0	0.01375	0.04644	0.0204	0.07204	0.04513	0.01935	1.0	0.02435	0.02102	0.08143	0.04911	0.02827	0.01948	0.01442	0.00893	0.01988	0.01298	0.00855	0.01185	0.01657
chr8	18735090	18735195	0.0	0.00909	0.00694	0.0101	0.0	0.0	0.00073	0.00975	0.01861	0.0	0.01389	0.0	0.00247	0.0	0.96452	0.0	0.0	0.2109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3332796	3332861	0.0	0.0161	0.0	0.0	0.0	0.00794	0.04616	0.00752	0.00614	0.0	0.0	0.0	0.00767	0.0	0.00617	0.0	0.0	0.10385	0.00303	0.0	0.97476	0.0	0.01111	0.0	0.00758	0.0125	0.0	0.0	0.0	0.0	0.0
chr22	23516707	23516894	0.00952	0.01905	0.0	0.0	0.0	0.0	0.00852	0.00612	0.00302	0.9881	0.0	0.0	0.0	0.01199	0.0	0.04048	0.0	0.26122	0.01643	0.0	0.00641	0.0	0.0	0.0	0.0	0.0	0.975	0.0	0.0	0.01609	0.00476
chr12	121282907	121283256	0.00851	0.00286	0.01004	0.03383	0.0	0.00874	0.02129	0.01135	0.00166	0.01067	0.00265	0.00278	0.00189	0.07037	0.00141	0.00539	0.02198	0.07312	0.09213	0.87014	0.0	0.00298	0.00476	0.01464	0.0	0.00744	0.00504	0.00637	0.00527	0.02028	0.0149
chr2	155552581	155552596	0.01584	0.01053	0.05696	0.01075	0.0	0.0	0.02088	0.02109	0.03183	0.00217	0.0	0.0	0.00771	0.93925	0.0	0.0	0.0	0.26824	0.0723	0.0	0.0	0.0	0.0	0.14444	0.0	0.0	0.12937	0.0	0.0	0.01802	0.01841
chr1	154931253	154931637	0.04548	0.0	0.0	0.0	0.12025	0.04214	0.04038	0.00849	0.00263	0.0193	0.01418	0.01705	0.00546	0.01016	0.00211	0.06591	0.04979	0.01917	0.11853	0.02137	0.01194	0.02356	0.04155	0.04158	0.00744	0.01786	0.0121	0.97729	0.03008	0.04486	0.0165
chr16	81295026	81295120	0.02771	0.0	0.0	0.00741	0.01548	0.064	0.03824	0.00551	0.00359	0.09696	0.01515	0.0	0.97922	0.02916	0.0049	0.0	0.00629	0.11482	0.0	0.005	0.1413	0.0	0.0	0.0	0.01236	0.0	0.0061	0.00794	0.00694	0.0	0.00439
chr2	102597183	102597481	0.0	0.0181	0.0	0.0	0.0	0.0	0.00734	0.00202	0.00384	0.00582	0.0	0.01543	0.02145	0.0034	0.0	0.0	0.09514	0.19066	0.0	0.0	0.02832	0.0	0.0	0.0	0.00625	0.16671	0.00595	0.07248	0.93502	0.94308	0.0
chr11	47132021	47132050	0.01053	0.0	0.00813	0.0	0.0	0.0	0.09054	0.00424	0.00446	0.06833	0.92308	0.23296	0.10626	0.0	0.0	0.02955	0.0243	0.15873	0.032	0.0289	0.0	0.0	0.0098	0.0	0.00806	0.00735	0.22796	0.0	0.15063	0.07887	0.10562
chr20	10000514	10000587	0.01748	0.0	0.0	0.0	0.03261	0.02266	0.02306	0.00463	0.00382	0.01814	0.00926	0.0	0.00265	0.00667	0.0	0.94891	0.79219	0.18719	0.01739	0.10141	0.0	0.0	0.0	0.0098	0.00581	0.11264	0.02041	0.0101	0.16239	0.16494	0.00641
chr5	128357022	128357164	0.03056	0.03536	0.0	0.04342	0.0	0.0	0.04235	0.01196	0.03888	0.01333	0.0	0.86925	0.0211	0.0	0.0219	0.0	0.0	0.1247	0.0	0.0	0.07401	0.01587	0.0	0.0	0.02661	0.0	0.02812	0.0	0.0	0.0	0.1122
