chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr7	96152824	96152897	0.03886	0.88795	1.0	1.0	0.14352	0.10702	0.1439	0.96405	0.91258	0.06177	0.03598	0.02324	0.02019	0.02731	0.02694	0.02564	0.0	0.99099	0.00312	0.03882	0.12982	0.01149	0.0	0.0	0.0	0.13107	0.07898	0.01449	0.03632	0.06602	0.14875
chr2	158603094	158603319	0.01622	0.0	0.0	0.01923	0.0	0.0	0.00962	0.00577	0.00173	0.0	0.0	0.0	0.00481	0.00417	0.96439	0.00834	0.00629	0.23199	0.17887	0.09222	0.0	0.01096	0.0714	0.03365	0.00532	0.00424	0.0	0.20287	0.00427	0.0105	0.05786
chr9	91977542	91977816	0.0	0.00588	0.0	0.0	0.00758	0.0	0.01439	0.00185	0.00119	0.00567	0.0	0.0146	0.00552	0.0	0.00219	0.02488	0.00924	0.09215	0.23816	0.94692	0.02285	0.0	0.00606	0.06715	0.0	0.0	0.0051	0.00606	0.0	0.00483	0.00619
chr8	128514570	128514721	0.00317	0.0	0.0	0.0	0.0	0.0	0.01277	0.0067	0.00116	0.97604	0.25864	0.0	0.0	0.0	0.0	0.0	0.0	0.20752	0.0	0.0	0.02922	0.0	0.0068	0.0	0.0	0.0	0.97094	0.0	0.0	0.0	0.11675
chr2	48581466	48581608	0.01906	0.0	0.0119	0.0	0.0	0.0	0.01868	0.00558	0.00302	0.04257	0.00926	0.0	0.02758	0.80184	0.12268	0.01732	0.0	0.05891	0.00227	0.0	0.02939	0.02292	0.0	0.0	0.0	0.0	0.00595	0.0	0.00901	0.00641	0.01827
chr10	11768192	11768300	0.0	0.0	0.00813	0.0	0.00962	0.01481	0.01065	0.003	0.00696	0.06193	0.0	0.0	0.98404	0.00802	0.0	0.03627	0.04204	0.13282	0.0	0.0	0.96548	0.02308	0.0	0.05153	0.00521	0.0	0.12103	0.0	0.0	0.0	0.0
chr3	46721118	46721274	0.03905	0.0069	0.0119	0.02083	0.0	0.0	0.04243	0.00216	0.00156	0.004	0.03191	0.0	0.0059	0.00641	0.0	0.0	0.00855	0.23319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97701	0.0	0.0	0.02391
chr10	120261037	120261058	0.02103	0.02867	0.02667	0.01333	0.01	0.0	0.03043	0.01721	0.03337	0.00521	0.0	0.01852	0.02369	0.00505	0.00641	0.01734	0.08534	0.24762	0.00294	0.0	0.04931	0.01149	0.0	0.0	0.0	0.00641	0.00781	0.0	0.99435	0.80889	0.0
chr17	41804835	41805023	0.00435	0.00476	0.0	0.0	0.0	0.0	0.00188	0.00108	0.00688	0.00439	0.86378	0.0	0.0	0.0	0.0	0.0	0.00725	0.2757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00862	0.0061	0.0	0.0	0.01705	0.0
chr22	29130637	29130713	0.0	0.0	0.0	0.0	0.0	0.0	0.00683	0.0	0.00387	0.00345	0.01911	0.0	0.0	0.0	0.0	0.70661	0.72901	0.07232	0.00455	0.0	0.01136	0.02671	0.0	0.0	0.0	0.02539	0.0	0.13081	0.01626	0.06452	0.00505
chr10	3122071	3122432	0.00526	0.0	0.0	0.0	0.77425	0.07653	0.00803	0.0017	0.00083	0.00364	0.0	1.0	0.00357	0.01481	0.03692	0.00366	0.0	0.2051	0.15222	0.0051	0.10923	0.0	0.00654	0.0	0.0	0.01484	0.0	0.0	0.00877	0.0	0.01639
chr22	44538459	44538651	0.02369	0.0	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.02163	0.10061	0.0	0.01468	0.0	0.0	0.04189	0.04773	0.04538	0.01442	0.0	0.0119	0.94003	0.97084	0.9798	0.05104	0.0	0.04006	0.51748	0.0	0.02135	0.40655
chr5	174057114	174057164	0.88481	0.0	0.0	0.0	0.94627	0.22396	0.00851	0.00223	0.00307	0.00278	0.0	0.00538	0.00278	0.0	0.0	0.0	0.11569	0.15135	0.0	0.00658	0.01612	0.01555	0.0	0.01852	0.0	0.22114	0.0	0.0	0.25118	0.12452	0.0
chr6	42918070	42918236	0.04599	0.0	0.0	0.0	0.0	0.0	0.00552	0.00266	0.00147	0.20318	0.10897	0.01709	0.16267	0.0	0.0045	0.25932	0.15227	0.96287	0.0	0.0	0.00806	0.0	0.01481	0.02083	0.0	0.00625	0.10009	0.21111	0.05879	0.14402	0.00902
chr11	60962063	60962309	0.11454	0.03546	0.0	0.04107	0.0	0.00667	0.05642	0.00496	0.01413	0.02851	0.10928	0.94275	0.93514	0.01113	0.04137	0.01818	0.02346	0.17918	0.03836	0.0	0.00952	0.02616	0.0	0.0	0.01646	0.01547	0.03389	1.0	0.03922	0.22364	0.89409
chr22	39468226	39468560	0.0	0.74266	0.0	0.0	0.00714	0.0	0.01853	0.01321	0.0	0.04516	0.0	0.04492	0.00682	0.0	0.0049	0.00878	0.0	0.23839	0.00244	0.0	0.04559	0.0	0.0	0.00952	0.02307	0.0	0.01404	0.00617	0.01873	0.01654	0.01784
chr19	4439370	4439755	0.005	0.0	0.0	0.0	0.01253	0.0	0.07692	0.00116	0.00313	0.00258	0.01568	0.0	0.00769	0.95985	0.0	0.02276	0.00993	0.0514	0.71549	0.05355	0.01348	0.00439	0.00565	0.00417	0.00595	0.06337	0.00635	0.00606	0.00678	0.01665	0.00541
chr9	88571782	88572010	0.00345	0.0	0.90312	0.0	0.0	0.0	0.01863	0.16012	0.00414	0.00682	0.01667	0.0	0.00478	0.00833	0.00758	0.00641	0.01438	0.07675	0.00501	0.00862	0.017	0.0	0.00794	0.0	0.0	0.0	0.02054	0.0	0.00641	0.01853	0.0
