chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr12	58132922	58133203	0.90603	0.02288	0.04045	0.02707	1.0	0.92838	0.94713	0.05185	0.03143	0.87818	0.94689	1.0	0.99667	0.99727	0.92754	1.0	0.99444	0.17369	0.9891	0.97271	0.98593	0.97435	0.96193	0.9523	0.99242	0.96443	0.90765	0.99306	0.98836	0.97847	1.0
chr6	90494679	90494850	0.00377	0.01001	0.0	0.0117	0.00935	0.0	0.00975	0.00278	0.00269	0.0	0.0	0.0	0.03061	0.00889	0.95951	0.0	0.00623	0.1105	0.00815	0.00768	0.66981	0.01789	0.05276	0.08517	0.04413	0.0041	0.00817	0.01138	0.00585	0.02815	0.00225
chr7	148512275	148512390	0.28046	0.0	0.0	0.0	0.06523	0.0	0.00825	0.00164	0.00238	0.00417	0.01235	0.0	0.00309	0.01452	0.01172	0.0	0.0	0.01075	0.15668	0.96704	0.01746	0.09001	0.07768	0.06795	0.02948	0.22199	0.0	0.03372	0.0	0.03635	0.0045
chr7	107483770	107483936	0.08654	0.00377	0.00476	0.0	0.00862	0.00463	0.02267	0.00915	0.00494	0.88389	0.0	0.00575	0.01019	0.00546	0.00253	0.02008	0.01058	0.04795	0.00624	0.00357	0.0	0.01062	0.01982	0.0	0.0	0.08735	0.0	0.01258	0.00943	0.02247	0.0082
chr4	110306439	110306537	0.02436	0.0	0.0	0.0	0.0	0.0	0.02509	0.00456	0.02535	0.0	0.03365	0.00617	0.02123	0.94893	0.0	0.0	0.0	0.19766	0.0328	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98765	0.0	0.01667	0.0
chr12	69564985	69565046	0.0568	0.01818	0.0	0.05458	0.01786	0.12048	0.04727	0.00944	0.00998	0.163	0.12698	0.0965	0.9225	0.0	0.02163	0.01333	0.17666	0.25565	0.0	0.0	0.10518	0.05342	0.01235	0.0	0.02273	0.01471	0.18135	0.06102	0.25102	0.29886	0.0
chr20	47825597	47825764	0.00667	0.0	0.0	0.00709	0.0	0.0	0.00583	0.0	0.00603	0.00972	0.0	0.0	0.00304	0.0	0.0	0.0	0.18249	0.16294	0.00167	0.0	0.00641	0.00546	0.0	0.0	0.0	0.0	0.00658	0.0	0.89432	0.76429	0.0
chr1	219347008	219347714	0.98028	1.0	0.99773	1.0	1.0	1.0	0.99582	0.99713	0.99431	0.97811	0.3571	0.32714	0.99566	1.0	0.99363	0.99564	0.98808	0.9982	0.99766	0.99845	0.99456	0.9976	0.99327	1.0	0.98982	0.99161	0.98476	0.9863	1.0	0.99287	0.99717
chr18	36374721	36374758	0.01538	0.00606	0.01378	0.0	0.0	0.01754	0.03512	0.02181	0.00884	0.00833	0.02464	0.00794	0.03902	0.0	0.03606	0.82854	0.86306	0.20429	0.00573	0.0	0.13815	0.0	0.0	0.03421	0.00962	0.01777	0.00893	0.0101	0.00833	0.0248	0.00959
chr20	46431043	46431264	0.0	0.03141	0.00901	0.03101	0.81618	0.20507	0.01862	0.00219	0.01658	0.00263	0.05138	0.0	0.02345	0.0	0.00665	0.02543	0.01266	0.18112	0.00179	0.00641	0.12612	0.0	0.0	0.0	0.01471	0.00581	0.01732	0.00926	0.0	0.01342	0.01344
chr7	1878014	1878229	0.0	0.01556	0.01787	0.0	0.0	0.0	0.02931	0.00248	0.00079	0.00992	0.09215	0.01089	0.00679	0.0	0.00623	0.00355	0.01561	0.07564	0.21966	0.00301	0.01705	0.98695	0.9899	0.88489	0.0	0.00763	0.00338	0.0	0.06885	0.09343	0.10653
chr16	23767373	23767434	0.0	0.0	0.0	0.0	0.0	0.0	0.01808	0.0	0.00595	0.04793	0.0	0.0	0.01389	0.0	0.02486	0.0	0.0	0.23889	0.0	0.0	0.0586	0.07778	0.0	0.06516	0.07332	0.0	0.76711	0.0	0.0	0.01667	0.00877
chr4	91043761	91043839	0.89091	0.0	0.0	0.0	0.01923	0.17424	0.02663	0.01201	0.02109	0.0	0.21429	0.0	0.08067	0.0	0.03358	0.02083	0.03922	0.19676	0.28013	0.0	0.05903	0.04739	0.0303	0.0303	0.0	0.30208	0.0	0.0	0.0	0.01754	0.0
chr2	32851516	32851746	0.05022	0.05779	0.0	0.0	0.00781	0.0	0.0408	0.00228	0.0065	0.00619	0.87945	0.02083	0.01379	0.00388	0.02781	0.05034	0.04008	0.07726	0.05441	0.01689	0.13562	0.0068	0.00855	0.05914	0.00735	0.0141	0.00424	0.78459	0.0	0.15295	0.86131
chr19	38643539	38643946	0.00417	0.0	0.0	0.0	0.0	0.0	0.00125	0.00469	0.00273	0.0	0.0	0.0	0.02228	0.25308	0.0	0.0	0.01113	0.79975	0.00266	0.0	0.00373	0.26297	0.01613	0.01978	0.0	0.0	0.0	0.0	0.00375	0.00347	0.00137
