chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr16	50718111	50718270	0.01599	0.90685	0.9838	0.98374	0.0	0.0101	0.07037	0.96057	0.94386	0.00761	0.0	0.0	0.02615	0.01026	0.04126	0.018	0.02534	0.87306	0.0256	0.0	0.01282	0.0	0.0	0.01667	0.0	0.02408	0.00862	0.01853	0.0	0.05051	0.00617
chr1	199834603	199834924	0.04757	0.02174	0.00402	0.04298	0.0	0.02437	0.04168	0.01235	0.04748	0.00179	0.00433	0.01296	0.04265	0.00269	0.94841	0.00375	0.00751	0.21643	0.00407	0.00357	0.11633	0.02654	0.00439	0.0	0.01023	0.01581	0.0492	0.00505	0.01808	0.00842	0.00964
chr5	179132235	179132280	0.01667	0.0	0.02174	0.0098	0.0	0.0	0.0142	0.00229	0.00273	0.03907	0.01852	0.0098	0.03159	0.02778	0.0	0.01508	0.02661	0.05062	0.0579	0.7816	0.06584	0.0	0.02022	0.0	0.01564	0.04401	0.02665	0.0	0.02439	0.01042	0.01152
chr7	98844527	98844620	0.03817	0.0	0.0	0.01333	0.0	0.0	0.00788	0.00169	0.0163	0.97495	0.17199	0.03522	0.0	0.00427	0.01111	0.0	0.0	0.20377	0.0	0.0	0.10148	0.04497	0.05989	0.0395	0.0	0.09083	0.99194	0.0	0.0	0.01933	0.01928
chr15	75114401	75114494	0.0	0.0	0.0	0.0	0.0	0.0	0.03175	0.00112	0.01025	0.0	0.0	0.0	0.0	0.89814	0.03455	0.02074	0.00694	0.21487	0.0	0.0	0.08456	0.0	0.0	0.0	0.0	0.0	0.0	0.0231	0.0	0.01784	0.00694
chr10	23440115	23440135	0.03397	0.0	0.02393	0.01711	0.06409	0.10777	0.04441	0.00337	0.00775	0.13409	0.05517	0.03795	0.01056	0.07655	0.01448	0.00529	0.0	0.19247	0.00627	0.0	0.85529	0.11014	0.07804	0.0401	0.10212	0.02302	0.10992	0.00641	0.17959	0.03881	0.02653
chr4	160876986	160877081	0.01429	0.0	0.0	0.02557	0.0	0.0	0.02346	0.00427	0.00597	0.00958	0.0	0.0	0.00242	0.00595	0.00476	0.03682	0.02312	0.12011	0.00286	0.0	0.0	0.0	0.00926	0.0	0.0	0.0	0.0	0.97103	0.01602	0.0	0.00709
chr7	5262449	5262549	0.0	0.0	0.0	0.0	0.00833	0.07901	0.01799	0.00796	0.0	0.01282	0.01075	0.0	0.89392	0.01852	0.0	0.94562	0.13899	0.01799	0.00357	0.0	0.00833	0.29265	0.05049	0.06341	0.02857	0.03717	0.0	0.02381	0.00758	0.07671	0.0
chr16	3998421	3998887	0.14272	0.0	0.00476	0.0	0.00543	0.03205	0.0066	0.0023	0.00227	0.00797	0.0	0.01307	0.00397	0.00278	0.00222	0.05381	0.18875	0.17137	0.0036	0.0061	0.01415	0.0	0.0	0.00741	0.01	0.05678	0.0	0.0	0.75988	0.94589	0.0
chr2	190278307	190278390	0.05613	0.02435	0.01282	0.0	0.0	0.0	0.01898	0.00655	0.02699	0.09085	0.87387	0.89817	0.01897	0.0	0.00575	0.00654	0.07766	0.1755	0.0137	0.03214	0.05257	0.01282	0.00926	0.01667	0.01755	0.06852	0.04754	0.0	0.06859	0.07501	0.0285
