chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr3	37544226	37544433	0.09248	0.75098	0.98592	0.90703	0.01064	0.0	0.11072	0.9596	0.86538	0.0212	0.02902	0.00521	0.04358	0.02846	0.06232	0.00412	0.01635	0.80965	0.01306	0.00926	0.08021	0.03159	0.04045	0.0	0.02657	0.01353	0.01167	0.0	0.01334	0.06839	0.03835
chr6	135444057	135444239	0.02779	0.05027	0.00775	0.0098	0.0	0.01389	0.07586	0.01192	0.00915	0.06474	0.0068	0.01254	0.03355	0.04147	0.94381	0.04791	0.02339	0.1047	0.00617	0.00556	0.08399	0.04743	0.00813	0.03474	0.01433	0.0	0.08191	0.0	0.20813	0.1498	0.04665
chr5	149562311	149562433	0.06795	0.00513	0.02113	0.0	0.0	0.0	0.00867	0.00125	0.01388	0.95662	0.0117	0.0	0.00258	0.00417	0.00796	0.02826	0.04605	0.25855	0.00294	0.0	0.00806	0.03225	0.02998	0.0	0.0	0.01429	0.99405	0.0	0.00476	0.01754	0.00287
chr11	34200124	34200210	0.0	0.0	0.00606	0.00952	0.10357	0.01149	0.01302	0.00125	0.00541	0.00303	0.0	0.0	0.01315	0.00683	0.00321	0.00667	0.0049	0.20909	0.05798	0.94477	0.01852	0.0	0.00901	0.0	0.0	0.005	0.0	0.0	0.0	0.04525	0.0
chr10	112641530	112641584	0.0	0.01633	0.0	0.0	0.12233	0.24234	0.00891	0.00569	0.08297	0.09893	0.0	0.02831	0.04588	0.0	0.0	0.00952	0.03846	0.14063	0.10053	0.07721	0.96125	0.0	0.1045	0.07644	0.03007	0.0225	0.02381	0.0	0.02564	0.01754	0.0
chr10	126690934	126690994	0.0125	0.02857	0.0	0.0	0.0625	0.0303	0.02343	0.00472	0.04249	0.0202	0.02381	0.0	0.02596	0.7858	0.00794	0.0381	0.01333	0.20317	0.06129	0.03125	0.01562	0.02927	0.12631	0.05556	0.0	0.03125	0.0	0.01333	0.0303	0.0	0.02651
chr5	179103360	179103599	0.03237	0.02414	0.01985	0.0	0.01226	0.0	0.03838	0.00573	0.0067	0.02381	0.0452	0.03069	0.01218	0.0294	0.01425	0.02252	0.02037	0.05684	0.02353	0.0	0.00532	0.0	0.0	0.0	0.00439	0.01661	0.04013	0.95062	0.11335	0.19744	0.0458
chr1	3340477	3340569	0.03713	0.01476	0.0	0.0098	0.0	0.0	0.0179	0.00252	0.01126	0.0636	0.06212	0.00813	0.90208	0.02778	0.00699	0.04199	0.03619	0.24209	0.00595	0.01597	0.00714	0.0	0.0	0.0	0.00581	0.01923	0.09793	0.00758	0.00758	0.03511	0.13305
chr12	120540895	120540949	0.04836	0.0	0.05088	0.0	0.04618	0.15983	0.04423	0.01759	0.0043	0.01021	0.0	0.0	0.03507	0.0206	0.03591	0.0	0.18129	0.0579	0.18978	0.0	0.01667	0.0	0.0	0.0	0.0	0.1103	0.0	0.01389	0.99225	0.9246	0.03131
chr19	42977034	42977100	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.0	0.0	0.85575	0.0	0.0	0.0	0.0	0.0	0.06326	0.15074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01333	0.09374	0.0
chr7	158595013	158595183	0.03587	0.0	0.0	0.0	0.00758	0.11461	0.00417	0.00847	0.0	0.0	0.0	0.01511	0.0	0.0045	0.0	0.94886	0.02005	0.07059	0.00511	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142	0.0955	0.12667	0.11898
chr2	114091342	114091498	0.0	0.0	0.0	0.00926	0.0	0.0	0.10628	0.00174	0.00375	0.0	0.0	0.8957	0.0	0.02902	0.00725	0.0	0.0	0.23922	0.004	0.0	0.0122	0.0	0.01587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	61664443	61664501	0.00909	0.0	0.0	0.0	0.97247	0.1545	0.00699	0.0	0.00217	0.00952	0.01333	0.0	0.01406	0.0	0.01389	0.0	0.0	0.12058	0.0	0.0	0.00893	0.0	0.0	0.0	0.0	0.0	0.00962	0.0	0.0	0.0	0.00595
chr9	139119058	139119153	0.03123	0.0	0.0	0.0	0.0	0.01564	0.02769	0.0	0.00147	0.00488	0.0	0.0	0.00618	0.06916	0.0	0.01804	0.12368	0.01933	0.05162	0.02685	0.18436	0.99394	0.98958	0.96999	0.02248	0.03571	0.0	0.0	0.13594	0.02807	0.03087
chr17	49366797	49366858	0.02467	0.0	0.0	0.0	0.0	0.01449	0.01903	0.00503	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.0486	0.80556	0.04461	0.00714	0.01136	0.0	0.0	0.0	0.0	0.0	0.12955	0.0	0.0119	0.2357	0.25195	0.0
chr7	86668921	86669145	0.84689	0.12014	0.06555	0.05356	0.10653	0.14836	0.16436	0.13436	0.15546	0.18863	0.3803	0.22879	0.30057	0.24241	0.25578	0.39333	0.33664	0.28755	0.19521	0.20657	0.27754	0.28249	0.19332	0.29191	0.2022	0.38229	0.23826	0.34488	0.27817	0.36822	0.25037
chr7	139359236	139359313	0.0	0.01111	0.0	0.0	0.07828	0.1808	0.03886	0.00202	0.0	0.00575	0.01282	0.11343	0.00463	0.1095	0.24482	0.0	0.0	0.08013	0.15804	0.33745	0.04545	0.01587	0.02564	0.0886	0.91606	0.0	0.0	0.0	0.0	0.0	0.07265
