chr	start	end	bladder_epithelial	blood_b	blood_granulocytes	blood_nk	breast_basal_epithelial	breast_luminal_epithelial	cluster1	cluster2	cluster3	cluster4	endometrium_epithelial	fallopian_epithelial	gastric_epithelial	heart_cardiomyocyte	liver_hepatocytes	lung_alveolar_epithelial	lung_bronchus_epithelial	myeloid	neural	oligodendrocytes	pancreas_acinar	pancreas_alpha	pancreas_beta	pancreas_delta	pancreas_duct	prostate_epithelial	small_int_epithelial	thyroid_epithelial	tongue_epithelial	tonsil_palatine_epithelial	cluster5
chr11	62199813	62199875	0.02314	0.94141	1.0	0.96069	0.02129	0.02564	0.12132	0.95046	0.80867	0.025	0.01515	0.01754	0.11655	0.00833	0.92587	0.0303	0.0	0.96559	0.03994	0.0	0.26206	0.09271	0.21591	0.15695	0.12684	0.02633	0.1027	0.01389	0.0	0.0	0.042
chr18	77060438	77060681	0.0	0.00667	0.0	0.03899	0.0	0.0	0.00766	0.0	0.0	0.015	0.0	0.0	0.00253	0.0	0.0	0.0	0.00513	0.11135	0.24756	0.97037	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0161	0.0	0.01424	0.00799
chr7	140116614	140116792	0.02552	0.01084	0.01282	0.0	0.0	0.02135	0.02313	0.00773	0.0	0.99011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28254	0.0	0.0	0.0549	0.0	0.0	0.0	0.0	0.02145	0.91999	0.0	0.03638	0.00794	0.00857
chr2	220367051	220367131	0.02705	0.0	0.01111	0.0	0.00893	0.11905	0.0334	0.00936	0.00863	0.02236	0.01852	0.00758	0.01794	0.91452	0.00674	0.00775	0.01545	0.16831	0.00294	0.03757	0.01087	0.0	0.02667	0.02667	0.0	0.01334	0.02174	0.01149	0.04834	0.05499	0.0119
chr9	33819667	33819927	0.0	0.0	0.0	0.0259	0.0	0.0	0.00459	0.00327	0.00616	0.0	0.02007	0.00565	0.00391	0.02906	0.01298	0.0	0.0	0.00392	0.10942	0.29668	0.97041	0.01561	0.0	0.0	0.02807	0.00463	0.00842	0.00595	0.0	0.0049	0.0113
chr15	101840236	101840281	0.13722	0.06778	0.0	0.0	0.0	0.01754	0.04285	0.00866	0.01899	0.0306	0.09105	0.01852	0.03818	0.00926	0.0	0.02083	0.01832	0.26821	0.12121	0.00862	0.30061	0.14731	0.08271	0.01389	0.01786	0.01042	0.01694	0.96884	0.02469	0.035	0.16218
chr9	6606794	6606902	0.00513	0.0	0.00617	0.00758	0.0	0.01987	0.02973	0.00612	0.02882	0.09183	0.06753	0.03298	0.86902	0.01624	0.00907	0.0451	0.01569	0.24163	0.0027	0.0	0.1026	0.00741	0.00694	0.0367	0.01327	0.03708	0.08309	0.0	0.11883	0.05787	0.0
chr1	159034343	159034547	0.00357	0.00556	0.01581	0.0	0.0	0.0	0.01603	0.02064	0.00337	0.02873	0.06205	0.0	0.00695	0.0	0.09514	0.07537	0.28762	0.25332	0.00175	0.0	0.10731	0.02412	0.06828	0.04088	0.0	0.02411	0.00347	0.00813	0.96888	0.78898	0.0
chr11	73664871	73665019	0.10258	0.01538	0.0	0.0	0.0	0.0	0.00197	0.00139	0.00132	0.0	0.93651	0.98667	0.0	0.0	0.00397	0.11453	0.19131	0.04642	0.0	0.0	0.01042	0.0	0.0	0.0101	0.09934	0.24498	0.0	0.0	0.0	0.02778	0.16325
chr2	163240950	163241074	0.00435	0.0	0.0	0.0	0.0	0.0	0.01186	0.00116	0.01394	0.00273	0.0202	0.0	0.00271	0.0	0.0072	0.80615	0.26037	0.13721	0.00954	0.0	0.0	0.05343	0.27527	0.0	0.00735	0.00455	0.0	0.03054	0.0068	0.0119	0.0
